,Artist,Title,Track_id,Year,Lyrics
0,Jimmy Ruffin,Gonna Give Her All The Love I've Got,TRAHEYG128F1464032,1967,"There's a train leaving here tomorrow. (Leaving here) And I'll be a free, free man once again. (A free man) I'm so glad I served my time, I'm gonna meet the girl that I left behind. And when I see her, I'm gonna give her all the love I've got. Ooo, when I see her, I'm gonna give her, little girl, all the love I've got. There were times, there were times when each day seems like a year. But the sweet things she said in her letters, made the times disappear, oh yeah. She said, No one's arms will I let hold me 'cause in your arms is where I want to be. So when I see her, I'm gonna give her, little girl, all the love I've got. Ooo, when I see her... (I'm gonna give her all) all the love I've got. Ooo, baby, baby, baby, I miss you so. Ugh! Hmmm (Aw) Countless nights I stared out my window at the moonlight, yes I did now. Thinking about the way I used to hold her tight, oh yeah. I must've been out of my mind to do the wrong I did and leave her behind. So when I see her, I'm gonna give her all the love I've got. Woo, when I see her, I'm gonna give her, little girl, all the love I've got. Believe me when I tell ya When I see her, I'm gonna give her all the love I've got."
1,Wilson Pickett,Time Is On My Side (LP Version),TRFZRRF128F147C6EC,1967,"Time is on my side, yes, it is.
Time is on my side, yes, it is.
Now you were saying that you want to be free
But you'll come running back; you'll come running back,
You'll come running back to me.

Time is on my side, yes, it is.
Time is on my side, yes, it is.
You're searching for good times but just wait and see,
You'll come running back; you'll come running back,
You'll come running back to me.

Go ahead, go ahead and light up the town!
Baby do everything your heart desires.
Remember, I'll always be around.
And I know like I told you so many times before
You're gonna come back, baby..
You're gonna come back knocking right on my door.

Time is on my side, yes, it is.
Time is on my side, yes, it is.
'Cause I got the real love, the kind that you need.
You'll come running back, you'll come running back,
You'll come running back to me.

Time, time, time is on my side, yes, it is.
Time is on my side, yes, it is."
2,The Sonics,I'm Going Home,TRCVSDY12903CFD7C6,1967,"When I was a boy I had a mind of my own
Told my folks I was leaving home
Mamma, pappa told me, son you better not go
Packed my things and started to go

I'm going home
I'm going home
I'm going home

You can see I didn't do so good
I'm half as well as I thought I could
The big cities all treat me bad
I've gone back to my mom and dad

I'm going home
I'm going home
I'm going home

-MOUTH HARP SOLO-

This ruming life has done me wrong
I haven't eat' right for oh so long
Been living a life of hate and pain
Gonna jump unpon the next rail train

I'm going home
I'm going home
I'm going home"
3,Jefferson Airplane,Plastic Fantastic Lover,TRSZPCO128F9300129,1967,"Her neon mouth with the blinkers-off smile
Nothing but an electric sign
You could say she has an individual style
She's part of a colorful time

Secrecy of lady-chrome-covered clothes
You wear cause you have no other
But I suppose no one knows
You're my plastic fantastic lover

Her rattlin' cough never shuts off
Is nothin' but a used machine
Her aluminum finish, slightly diminished
Is the best I ever have seen

Cosmetic baby plugged into me
I'd never ever find another
I realize no one's wise
To my plastic fantastic lover

The electrical dust is starting to rust
Her trapezoid thermometer taste
All the red tape is mechanical rape
Of the TV program waste

Data control and IBM
Science is mankind's brother
But all I see is drainin' me
On my plastic fantastic lover"
4,Jimmy Ruffin,I've Passed This Way Before,TRGSYBA128F1477A14,1967,"Life lends a crushing blow
And once again a heart is broken
And as history repeats itself
These few words are sadly spoken

I've passed this way before
And I've felt this pain before
A hurt that took so long to end 
Has found my poor heart again

As I watch love walking away
It brings back old memories
A familiar pain still feels the same
Once again heartache has found me

A dark cloud covered my heart 
Oh, when she told me goodbye
Now there's nothing left but emptiness
And the tears that fill my crying eyes

I've passed this way before
And I've felt this pain before
A hurt that took so long to end 
Has found my poor heart again

No matter how strong a man is
Without love he walks in the dark
If love deserts him it will surely hurt him
Cos his weakness is his heart

A lonely journey now stands before me
The endless pain has started 
But this time I know the way 
Walking alone and broken hearted

It so hard to face reality 
Knowing loneliness is my destiny

Because I've passed this way before
And I've felt this pain before
A hurt that took so long to end 
Has found my poor heart again"
5,Peter_ Paul and Mary,The Great Mandella (The Wheel Of Life) (LP Version),TRESRDB128F92F319E,1967,"So I told him
That he'd better
Shut his mouth
And do his job like a man.
And he answered,
""Listen, father,
I will never 
Kill another""
He thinks he's better
Than his brother that died.
What the hell does
He think he's doing
To his father
Who brought him up right?

Take your place on
The Great Mandella
As it moves through your brief moment of time.
Win or lose now,
You must choose now,
And if you lose you're only losing your life.

Tell the jailor
Not to bother
With his meal
Of bread and water today.
He is fasting
Till the killing's over.
He's a martyr.
He thinks he's a prophet
But he's a coward.
He's just playing a game.
He can't do it,
He can't change it.
It's been going on for ten thousand years.

Take your place on
The Great Mandella
As it moves through your brief moment of time.
Win or lose now,
You must choose now,
And if you lose you're only losing your life.

Tell the people
They are safe now.
Hunger stopped him.
He lies still in his cell.
Death has gagged his accusations.
We are free now.
We can kill now.
We can hate now.
Now we can end the world.
We're not guilty.
He was crazy,
And it's been going on for ten thousand years!

Take your place on
The Great Mandella
As it moves through your brief moment of time.
Win or lose now,
You must choose now.
And if you lose you've only wasted your life."
6,Porter Wagoner,The Cold Hard Facts Of Life,TRVPOYN128F92FC00D,1967,"I got back in town a day before I'd planned to
I smiled and said I'll sure surprise my wife
I don't think I'll phone I'll just head on home
For I didn't know the cold hard facts of life
I passed a little wine store on the corner 
I pictured pink champagne by candlelight
I stopped the car right then got out and hurried in
My mind not on the cold hard facts of life
A stranger stood there laughing by the counter
He said I'll take two bottles of your best
Her husband's out of town and there's a party
He winkled as if to say ""You know the rest""
I left the store two steps behind the stranger
From there to my house his car stayed in sight
But it wasn't till he turned into my drive that I learned
I was witnessing the cold hard facts of life
I drove around the block till I was dizzy 
Each time the noise came louder from within
And then I saw our bottle there beside me
And I drank a fifth of courage and walked in
Lord you should've seen their frantic faces
They screamed and cried please put away that knife
I guess I'll go to hell or I'll rot here in the cell
But who taught who the cold hard facts of life
Who taught who the cold hard facts of life"
7,The Sonics,On The Road Again,TRBHHGM12903CFD7C3,1967,"Sebastian

I woke up this mornin, looked around my four walls
And a dream told me you aint happy at all
I packed up my bags, I took my last look and then
Look out, pretty mom, Im on the road again

Im on the road again
(Just as sure as youre born)
Im on the road again
(Just as sure as youre born)
Look out, pretty mom, Im on the road again
I ran home last night to get my dinner hot
I pulled on my door and found the door was locked
I jumped through the window and believe it or not
She had not even put my dinner in the pot
Ive never been evil and Ive never been sly
But if I sit some place and let the time roll by
I start to get restless, pack my bags up and then
Look out pretty mom, Im on the road again"
8,Small Faces,(Tell Me) Have You Ever Seen Me,TRGQMDY128F92EC4DB,1967,"I've a feeling that I know you (hey-hey, hey-hey-hey-hey)
Tell me have you ever seen me (hey-hey, hey-hey-hey-hey)
I hear, I see, have you seen me?
Through it all I've been here without you (hey-hey, hey-hey-hey-hey)
Tell me have you ever seen me (hey-hey, hey-hey-hey-hey)

Words seem out of place, all my life I've known your face
Have you ever seen me, have you ever seen me?

Many flowers are breaking through the concrete (hey-hey, hey-hey-hey-hey)
Listen everybody I can hear them breathing (hey-hey, hey-hey-hey-hey)
I hear, I see, have you seen me?
I felt I got a feeling that I know you (hey-hey, hey-hey-hey-hey)
I got to know have you ever seen me (hey-hey, hey-hey-hey-hey)"
9,The Stone Poneys,One For One,TRFMYVD128F1457E82,1967,"If I hadn't grown with you
And if half my life had been spent
When we came together
Would it be different
Are you any more like you
Though I know that I've asked before
I'm sure there're quite a few like me
Why should I be different
Is it true that there's just one for one like I've been told

So hard to tell truth from lies
With young eyes of innocence
The glass slipper, the prince's kiss
They make no difference
I thought I knew what I knew
I thought that I knew what they meant
So so soon too late I realize
A meaning so different
Is it true that there's just one for one like I've been told

The highway ends at the iron fence
Where the diesel trucks march by
The sounds of living can make no sense
When they make no difference

Wooden boxes cause a throne
The hollow faces beneath the stone
And all the blank ones on their way home
I see no difference
Is it true that there's just one for one like I've been told"
