,Artist,Title,Track_id,Year,Lyrics
0,Jefferson Airplane,The House At Pooneil Corners,TRMASMO128F425C28D,1968,"You and me we keep walkin' around and we see
All the bulsht around us
You try and keep your mind on what's going down
Can't help but see the rhinocerous around us
And you wonder what you can do
And you do what you can
To get bald and hi 
And you know I'm still goin' need you around
You say it's healing but nobody's feeling it
Somebody's dealing - somebody's stealing it
You say you don't see and you don't
You say you won't know and you won't let it come
Everything someday will be gone except silence
Earth will be quiet again
Seas from clouds will wash off the ashed of violence
Left as the memory of men
There will be no survivor my friend
Suddenly everyone will look surprised
Stars spinning wheels in the skies
Sun is scrambled in their eyes
While the moon circles like a vulture
Someone stood at a window and cried
'One tear I thought that should stop a war
But someone is killing me'
And that's the last hour to think anymore
Jelly and juice and bubbles - bubbles on the floor
Castles on the cliffs vanish
Cliffs like heaps of rubbish
Seen from the stars hour by hour
As splintered scraps and black powder
From here to heaven is a scar
Dead center - deep as death
All the idiots have left
Epitaph
The cows are almost cooing
Turtle doves are mooing
Which is why a poo is pooing
In the sun
Sun."
1,Enzo Jannacci,Giovanni Telegrafista,TRJOGQK128F42A6C5E,1968,"Piripiripiri...Piripiripiri... 
Giovanni telegrafista e nulla più,
Stazioncina povera c'erano piu' alberi e uccelli che persone
Ma aveva il cuore urgente anche senza nessuna promozione
Battendo, battendo su un tasto solo.
Piripiri...
Elittico da buon telegrafista, 
Tagliando fiori, preposizioni
Per accorciar parole, per essere piu' breve 
Nella necessita', nella necessita'.
Conobbe Alba, un Alba poco alba,
Neppure mattiniera, anzi mulatta
Che un giorno fuggi unico giorno in cui fu mattutina
Per andare abitare citta' grande piena luci gioielli.
Piripiripiri.... 
Storia viva e urgente.
Ah, inutili tanto alfabeto morse in mano 
Giovanni telegrafista
Cercare cercare Alba ogni luogo provvisto telegrafo.
Ah, quando l'invecchia cum est morosa urgenza 
Giovanni telegrafista e nulla piu'... urgente.
Piripiri...
Per le sue mani passo mondo, mondo che lo rese urgente,
Crittografico, rapido, cifrato, 
Passo' prezzo caffe' passo' matrimonio Edoardo ottavo 
Oggi duca di Windsor, 
Passarono cavallette in Cina, 
Passo' sensazione di una bomba volante,
Passarono molte cose ma tra l'altro 
Passo notizia matrimonio Alba con altro.
Piripiri....
Giovanni telegrafista, quello dal cuore urgente, 
Non disse parola, solo le rondini nere 
Senza la minima intenzione simbolica
Si fermarono sul singhiozzo telegrafico 
Alba e' urgente.
Piripiri...Piripiri..."
2,Iron Butterfly,So-Lo (LP Version),TRPFSRX12903CC0B63,1968,"Have you heard about the word that's goin' round 
(goin' round, goin' round)

Have you heard about the girl who put me down 
(put me down, put me down)

Well, she became aware the fact that I was runnin' round 
(runnin' round, runnin' round)

And consequently my behavior put me down 
(put me down, put me down)

Have you heard about the word that's goin' round
(goin' round, goin' round)

Have you heard about the girl who put me down
(put me down, put me down)

Well, she became aware the fact that I was running round
(runnin' round, runnin' round)

And consequently my behavior put me down
(put me down, put me down)"
3,Terry Callier,900 Miles,TRMQMVR128F424CD58,1968,"I'm just walking down this track,
I've got tears in my eyes,
Tryin' to read this letter from my home.
If this train runs me right
I'll be home tomorrow night.
'Cause I'm nine hundred miles from my home.
And I hate to hear that lonesome whistle blow.

The rain that I'm on
Is a thousand coaches long.
You can hear that whistle blow a hundred miles.
If this train runs me right
I'll be home tomorrow night.
I'm nine hundred miles from my home.
And I hate to hear that lonesome whistle blow.

I'll pawn you my watch
And I'll pawn you my chain;
Pawn you my diamond golden ring.
If this train runs me right
I'll be home tomorrow night.
I'm nine hundred miles from my home.
And I hate to hear that lonesome whistle blow.

If my woman says me so
I will railroad no more
I'll sidetrack my wheeler and go home.
If this train runs me right
I'll be home tomorrow night.
I'm nine hundred miles from my home.
And I hate to hear that lonesome whistle blow."
4,Bobby Womack,No Money In My Pocket,TRJCFWN128F423FDD9,1968,"Money in my pocket but I just can't get no love
Money in my pocket but I just can't get no love
I'm praying for a girl to be my own

Soon you said she coming but I don't believe a word she say
'Cause she ran away and then left me one rainy day
She made me have in mind that her love would never die
And now I'm alone, so alone, so alone, yeah, yeah

Money in my pocket but I just can't get no love
Money in my pocket but I just can't get no love
Money in my pocket but I just can't get no love
Money in my pocket but I just can't get no love

The love I had in mind was very, very hard to find
It's hard for a man to live without a woman, yeah
And a woman need a man to cling to
You'll see what love can do after making me feel blue

Ain't that a shame, whoa, baby?
Ain't that a shame to make me feel blue?

Money in my pocket but I just can't get no love
Money in my pocket but I just can't get no love
Money in my pocket but I just can't get no love
Money in my pocket but I just can't get no love

Money in my pocket but I just can't get no love
Money in my pocket but I just can't get no love
Money in my pocket but I just can't get no love
Money in my pocket but I just can't get no love

Money in my pocket but I just can't get no love"
5,Canned Heat,Going Up The Country,TRLJBZS12903CF95A2,1968,"I'm going up the country, baby, don't you wanna go?
I'm going up the country, baby, don't you wanna go?
I'm going to some place where I've never been before

I'm going, I'm going where the water tastes like wine
I'm going where the water tastes like wine
We can jump in the water, stay drunk all the time

I'm gonna leave this city, got to get away
I'm gonna leave this city, got to get away
All this fussing and fighting, man, you know I sure can't stay

Now, baby, pack your leaving trunk, you know we've got to leave today
Just exactly where we're going I cannot say, but
We might even leave the USA
'Cause there's a brand new game that I wanna play

No use of you running or screaming and crying
'Cause you've got a home as long as I've got mine"
6,Tammy Wynette,Forever Yours,TRYBVNE12903CF2635,1968,"Forever yours I'll always be please say that you'll give your sweet love to me
Forever yours my love will be I will take care of you say that you love me

I started living the day I found you I love you with all my heart say you love me too
I will stay beside you and I will guide you forever yours please say you are mine
Forever yours I'll always be...
I will take care of you say that you love me"
7,Smokey Robinson & The Miracles,Yester Love,TRRQKYF128E07942A6,1968,"Ooo, Ooo, Ooo,

Yesterday we made future plans

She loved me I could tell

Can today be that tomorrow that we planned so well?



Yester baby I'll never forget her

Though tomorrow might bring me one better

Today I'll be on my away to love my yester love

Today I'll go on my way to love my yester love oh oh



Yesterday I felt a tender kiss upon my face



Now the day is gone and there's a tear drop in it's place



Oh yester kisses that I used to treasure

Now you're given some other lips pleasure



Today I'm on my way dreamin of my yester love

Today I'll go on my way dreamin of my yester love, oh



Yester is, the prefix, that we fix, to things that have gone by

Forever they say, yeah even though my yester love

Has slipped through my fingers I find it still lingers

In my heart today-ay-ay



Yesterday I thought I had a love to call my own



No one could have told me that today I'd be alone

Oh oh yes the sweetness today has gone sour

Seemin further away with each hour

Today I'll go on my way dreamin of all my yester love

Today I'll go on my way dreamin of my yester love

Today I'll go on my way dreamin of my yester love..."
8,Ohio Express,Down At Lulu's,TRMZFSR12903CB506A,1968,"See the neon sign
The kids stand in line
And money clutched in hand
They wanna hear that band
Bass is thumpin'
Everybody's jumpin'
The drummer keeps beatin'
Everybody's meetin' down at Lulu's
Down at Lulu's

It's got you red and blue
The music gets to you
And swept right off your feet
You can't escape that beat
Cause the bass is thumpin'
Everybody's jumpin'
The drummer keeps beatin'
Everybody's meetin' down at Lulu's
Down at Lulu's

The chicks passin' by
Are gonna catch your eye
You may came alone but
That's not how you'll go home
Cause the bass is thumpin'
Everybody's jumpin'
The drummer keeps beatin'
Everybody's meetin'
Down at Lulu's
Down at Lulu's
Down at Lulu's"
9,Steppenwolf,A Girl I Knew,TREZDZT128F4215DE3,1968,"She used to dance when she had the chance and the time it didn't matter
At the end of her night was an endless flight
While her head, it was lost in the laughter

A girl I knew
Someone I used to talk to
When we'd meet in the middle of a room
A girl I knew
Her world a shade of blue
Someone I used to talk to

She used to sing in the night while her ring
It would sparkle like burgundy wine
And the people stopped and starred but pretend she's not there

She used to dance when she had the chance and the time it didn't matter
At the end of her night was an endless flight
While her head, it was lost in the laughter"
