,Artist,Title,Track_id,Year,Lyrics
0,Dio,Egypt (The Chains Are On),TRNRKBY128F145A3BC,1984,"In the land of the lost horizon
Where the queen lies dark and cold
And when the stars won't shine then the story's told, yeah
When the world was milk and honey
And the magic was strong and true
Then the strange ones came and the people knew

That the chains were on
That the chains were on

My, my, my, in the land of no tomorrow
Where you pray just to end each day
And your life just slowly melts away
Each day you hear the sand as it moves and whispers
Come and sail on my golden sea
Maybe one day you'll be just like me, and that's free

But still your chains are on
Yes, your chains are on
Still your chains are on

You've seen them walking on the water
You've seen them flying through the sky
They were frightening in the darkness
They had rainbows in their eyes

When the world was milk and honey
And the magic was strong and true
Then the strange ones came and the people knew, yeah

That the chains were on
That the chains were on
That the chains were on
That the chains were on
Oh my the chains were on

In the land of the lost horizon
Where the chains are on
In the land of milk and honey
Still the chains are on
Where the queen lies dark and lonely
Still the chains are on
And the world was new and magic
But the chains are on

Hey, the chains are on
Oh the chains are on
Yeah, the chains are on
Oh the chains are on
Hey, the chains are on

You've seen them walking on the water
Oh the chains are on
You've seen flying through the sky
My, the chains are on
They were frightening in the darkness
Yes, the chains are on
They had rainbows in their eyes
Hey, the chains are on
Oh the chains are on"
1,Trouble,Victim Of The Insane,TRROGKT12903CBD782,1984,"You want the world to buy your happiness
Ain't it a shame you have to hurt the ones you love
Never giving yourself taking all that you can get
But you don't take nothing with you except your soul

I'm so tired of hearing that I'm wrong
Everyone laughs at me. Why me?
I'm so tired of being pushed around
I feel like I've been betrayed

We take each other's love, forget to give back
Isn't it a pity, how we break each other's hearts
I know we're only human and not to blame
But who the hell are you to cause so much pain

I'm so tired of hearing that I'm wrong
Everyone laughs at me. Why me?
I'm so tired of being pushed around
I feel like I've been betrayed

Why do you criticize me
What have I done to deserve such a fate
Why do you look at me that way
Because of all your tears your eyes can't hope to see
See that we are all the same
We are not perfect, just forgiven
Open your eyes and set yourself free
Before we are all victims of the insane"
2,Bangles,Hero Takes A Fall,TRACYMM128F9303A59,1984,"The hero is exposed when
His crimes are brought to the light of day
Won't be feeling sorry, sorry, sorry
On the judgement day
Wasn't it me who said
There'd be a price to pay
And I won't feel bad at all
When the hero takes a fall
When the hero takes a fall

Your mother told you stories
You substitute with girls who tell you more
Suddenly your sycophants are chanting
Slogans at your door
We're seeing you through now
I saw it all before
And I won't feel bad at all 
When the hero takes a fall
When the hero takes a fall

Oh-oh, oh-oh, oh-oh
Oh-oh, oh-oh, oh-oh
Oh-oh, oh-oh, oh-oh-oh

Emotion is a virtue
For you it is the one fatal flaw
Sitting on your throne and drinking
Thinking she'll return your call
Every story's got an ending
Look out, here it comes, here it comes
And I won't feel bad at all
When the hero takes a fall
When the hero takes a fall

Oh-oh, oh-oh, oh-oh
Oh-oh, oh-oh, oh-oh
Oh-oh, oh-oh, oh-oh-oh"
3,George Michael,Careless Whisper,TRHEOJO128F42597F9,1984,"Time can never mend
The careless whispers of a good friend
To the heart and mind
Ignorance is kind
There's no comfort in the truth
Pain is the hole you find

Should have known better, yeah
Oh, oh

I feel so unsure
As I take your hand and lead you to the dance floor
As the music dies
Something in your eyes
Calls to mind a silver screen and all it's sad goodbyes

I'm never gonna dance again
Guilty feet have got no rhythm
Though it's easy to pretend
I know you're not a fool

I should have known better than to cheat a friend
And waste a chance that I'd been given
So I'm never gonna dance again
The way I danced with you, oh

Time can never mend
The careless whispers of a good friend
To the heart and mind
Ignorance is kind
There's no comfort in the truth
Pain is the hole you find

I'm never gonna dance again
Guilty feet have got no rhythm
Though it's easy to pretend
I know you're not a fool

I should have known better than to cheat a friend
(Should have known better, yeah)
And waste a chance that I'd been given
So I'm never gonna dance again
The way I danced with you, ooh

Never without your love

Tonight the music seems so loud
I wish that we could lose this crowd
Maybe it's better this way
We'd hurt each other with the things we want to say

We could have been so good together
We could have lived this dance forever
But now who's gonna dance with me?
Please stay

And I'm never gonna dance again
Guilty feet have got no rhythm
Though it's easy to pretend
I know you're not a fool

I should have known better than to cheat a friend
And waste a chance that I'd been given
So I'm never gonna dance again
The way I danced with you, oh

(Now that you're gone) Now that you're gone
(Now that you're gone) Was what I did so wrong, so wrong
That you had to leave me alone?"
4,The Jazz Butcher,Caroline Wheeler's Birthday Present,TRCCMIK128F422DCE8,1984,"Let's go, let's go... One, Two, Three, Four....
ESTER!
Burke and Hare!
ESTER, I'm coming for you, ESTER, ESTER.
SAUSAGES! SAUSAGES! ESTER! ESTER! SAUSAGES!
We're gonna tell you something really big (ESTER!)
Like the Alice Cooper Group.
ESTER! Alice Cooper, baby! Alice Cooper!
Uh-uhrrrmm... Like the Alice Cooper Group.
Do you wanna touch me? DEAD BABIES!

See, there's been some big, big things, and some are bigger than others,
And when one might get up and go out of the room, he gets replaced with another.
Now some of these are monsters, the kind that live in the lakes (WHEURRRR!)
And other kinds are like Metal Men, and other kinds are BIG SNAKES.
But they don't look like nothing, they don't look like nothing at all.
They don't look like nothing when you put them up against Caroline Wheeler's Birthday Present.
That's: CAROLINE WHEELER'S BIRTHDAY PRESENT.
Did ya get that, Joe? (CRAZY!) ESTER, I'M WAITING...
Ner! Ner! Ner!
SAUSAGES! Caroline Wheeler's Birthday Present was made entirely from the skins of dead Jim Morrisons (Scattered over dawn's bleeding highway, I suppose...): that's why it smelled so bad.
Caroline Wheeler checked into the lobby of the Bruce Grobelaar Leisure Centre
( Liverpool and Zimbabwe goalkeeper of the 1980's )
(they check in, but they don't check out) - she was looking for a room where she could sit down and get herself back in order (ORDER!)...
SHEESH!, thought Caroline, What the HELL was that? (Edgar Wallace!)
So she goes to the elevator, she thinks ""Well, that'll be pretty straightforward"" (Yes, STRAIGHT UP, Caroline...) You know what she finds?
The elevator breaks down with Caroline and the fish in it.
(Fish?) (Uh-oh...)
Do you know what happens if you leave a fish too long in an elevator?
You don't? (Uncontrollable Celtic whooping from Jones)
Well, here's a clue: fish is biodegradable. (THAT MEANS IT ROTS.)
Ner! Ner! Ner!

Well, there's some big, big things and they travel in big, big cars:
Cars like a Mercedes with a big tow-bar (WHERE'S ESTER?)
But there ain't no vehicle big enough,
They just ain't built the vehicle big enough yet to hold the thing that men call Caroline Wheeler's Birthday Present (caroline wheeler's birthday present)
That's: CAROLINE WHEELER'S BIRTHDAY PRESENT.
(Heck! Here comes the hell drivers!)
(Vroom!)
(OUCH!)"
5,Deniece Williams,Black Butterfly,TRAYZWJ128F933672D,1984,"Morning light, silken dream take flight
As the darkness gives way to the dawn
You've survived, now your moment has arrived
Now your dream has finally been born
 
Black Butterfly
Sailed across the waters
Tell your sons and daughters
What the struggle brings
Black Butterfly
Set the skies on fire
Rise up even higher
So the ageless winds of time
Can catch your wings

Ooh-ooh...

While you slept, the promise was unkept
But your faith was as sure as the stars
Now you're free, and the world has come to see
Just how proud and beautiful you are

Black Butterfly
Sailed across the waters
Tell your sons and daughters
What the struggle brings
Black Butterfly
Set the skies on fire
Rise up even higher
So the wind can catch your wings

Let the current lift your heart and send it soaring
Write your timeless message clear across the sky
So that all of us can read it
And remember, when we need it
That a dream conceived in truth can never die
Butterfly

'Cause now you're free, and the world has come to see
Just how proud and beautiful you are

Black Butterfly
Sailed across the waters
Tell your sons and your daughters
What the struggle brings
Black Butterfly
set the skies, set them on fire
Rise up even higher
So the ageless winds of time
Can catch your wings

Fly
Butterfly
Yeah, yeah, yes
Fly"
6,Ultravox,A Friend I Call Desire (Work In Progress Mix),TRKMHMS12903C9854E,1984,"You live for love, I long for it
You give for love, I take from it
This friend of mine, desire
This lovers crime, desire
Emotion driving all the time
A burning need for things not mine
Desire

You need your love
I walk from it
You fight for love
I run from it
My enemy desire
Caressing me, desire
The torch I carried burnt my hand
I can't control what I can't stand
Desire

You give for love, I lie for it
You give for love, I shy from it
And the pain, and the lust, and the want
And the hurt, and the lies
And the fears, and the urge, and the feel
And the touch, and it's all
A friend I call desire

You give for love, I lie for it
You give for love, I shy from it
And the pain, and the lies
And the touch, and it's all
A friend I call desire"
7,Dead Or Alive,You Spin Me Round (Like A Record),TRHNUOI12903CE26CA,1984,"If I, I get to know your name
Well, if I could trace your private number, baby

All I know is that to me
You look like you're lots of fun
Open up your lovin' arms
I want some, want some

I set my sights on you
(And no one else will do)
And I, I've got to have my way now, baby

All I know is that to me
You look like you're havin' fun
Open up your lovin' arms
Watch out, here I come

You spin me right 'round, baby
Right 'round like a record, baby
Right 'round, 'round, 'round
You spin me right 'round, baby
Right 'round like a record, baby
Right 'round, 'round, 'round

I, I got to be your friend now, baby
And I would like to move in just a little bit closer

All I know is that to me
You look like you're lots of fun
Open up your lovin' arms
Watch out, here I come

You spin me right 'round, baby
Right 'round like a record, baby
Right 'round, 'round, 'round
You spin me right 'round, baby
Right 'round like a record, baby
Right 'round, 'round, 'round

I want your love
I want your love

All I know is that to me
You look like you're lots of fun
Open up your lovin' arms
Watch out, here I come

You spin me right 'round, baby
Right 'round like a record, baby
Right 'round, 'round, 'round
You spin me right 'round, baby
Right 'round like a record, baby
Right 'round, 'round, 'round

You spin me right 'round, baby
Right 'round like a record, baby
Right 'round, 'round, 'round
You spin me right 'round, baby
Right 'round like a record, baby
Right 'round, 'round, 'round

I want your love
I want your love

You spin me right 'round, baby
Right 'round like a record, baby
Right 'round, 'round, 'round
You spin me right 'round, baby
Right 'round like a record, baby
Right 'round, 'round, 'round"
8,The Flying Pickets,Only You,TRKBPSO128F1468CEE,1984,"Looking from a window above
It's like a story of love, can you hear me?
Came back only yesterday
We're moving farther away, want you near me

All I needed was the love you gave
All I needed for another day
And all I ever knew, only you

Sometimes when I think of your name
When it's only a game and I need you
Listening to the words that you say
It's getting harder to stay when I see you

All I needed was the love you gave
All I needed for another day
And all I ever knew, only you

All I needed was the love you gave
All I needed for another day
And all I ever knew, only you

This is gonna take a long time
And I wonder what's mine, can't take no more
Wonder if you'll understand
It's just the touch of your hand behind the closed door

All I needed was the love you gave
All I needed for another day
And all I ever knew, only you"
9,Richard Thompson / Linda Thompson,A Heart Needs A Home,TRPTAJL128E0784549,1984,"I know the way that I feel about you
I'm never gonna run away
I'm never gonna run away
I never knew the way when I lived without you
I'm never gonna run away
I'm never gonna run away

I came to you when no one could hear me
I'm sick and weary of being alone
Empty streets and hungry faces
The world's no place when you're on your own
A heart needs a home

Some people say that I should forget you
I'm never gonna be a fool
I'm never gonna be a fool
A better life they say if I never met you
I'm never gonna be a fool
I'm never gonna be a fool

Tongues talk fire and eyes cry rivers
Indian givers, hearts of stone
Paper ships and painted faces
The world's no place when you're on your own
A heart needs a home"
