,Artist,Title,Track_id,Year,Lyrics
0,Ola Magnell,Tomma tunnor,TRBLGUF128E078B1BF,1981,"Jag reser mej och går ut ur maskernas ruin
Och vädrar ut min smak för ljuva livet
Jag tiger mej en ton i mödosam sordin
Jag lever men har tappat perspektivet

Jag slits mellan den jag är
Och vad dom har mej till
Du ser nog att jag rör min mun
Men aldrig vad jag vill
Vad jag vill vet jag bäst
Men i en värld där
Tomma tunnor skramlar mest

Jag är ställd av komplimanger och vacklar av kritik
Jag kånkar kring förgiftad last på vägen
Där alla tomma löften bakom nickedocksmimik
Gör mej så förstämd och så förlägen

Den som inte har ett mål
Kommer kanske ingenstans
Utan mål i munnen
Har man ändå ingen chans
Den som bullrar lyckas bäst
I en värld där
Tomma tunnor skramlar mest

På vägen ser jag mänskor utan pansar men som kan
Ta sej fram med enkla medel, kan det tyckas
Och jag begrundar orden ""varken kvinna eller man
Blir förtryckt som inte låter sej förtryckas""

Förmyndare försmår oss
Om och om igen
""Ve det folk som inte
Tuktar sina styresmän""
Dom är störst men inte flest
Men kom ihåg att
Tomma tunnor skramlar mest

Jag drar mej in i skuggan av en vajande markis
Och dricker klokskap under björkens hängen
Men när jag hör min stämma har den blivit alltför vis
""Ljus som tänds av andra brinner aldrig länge""

Lånta fjädrar ger dej guld
Men ingen sagoskatt
Jag släpper ut maximerna
Som fyller upp min hatt
En fåfäng liten gest
I en tid när
Tomma tunnor skramlar mest

Jag vill reparera boningen och bygga mej en borg
Runt förståndet och kring tårarna på kinden
Jag vill tänka tanken klar, jag vill unna mej min sorg
Och lyssna till mitt vemod under linden

Och vi behöver inte
Följas åt i vått och torrt
Men ""den väg du går allena
Leder bara bort""
Mot bitterhet och pest
I en värld där
Tomma tunnor skramlar mest

Och jag styr mot öppet vatten och vilar mej en vy
Och gråter ut för vågorna mot stranden
I skuggan av den gallergrind som tvingar mej att fly
Och bygga slott av galenguld i sanden

Men vart vi än må fly
Och var vi än gör halt
Ska vi finna samma
Gallergrindar överallt
Ett arvegods, en rest
Vad gör det att
Tomma tunnor skramlar mest"
1,Alain Chamfort,Baby boum,TRTNNDZ12903CC6F16,1981,"Boum, Boum, Baby Boum
 Jette un oeil autour de toi
 Veux-tu Baby boom
 Et dis-moi ce que tu vois
 Hors de tes boums
 
Boum, Boum, Baby Boum
 Toi qui ne pense qu'à ça
 Sais-tu Baby Boum
 Que dans la vie y a pas que la
 Danse et les boums
 
Boum, Boum, Baby Boum
 Le rock est un hors-la-loi
 Il tue Baby Boum
 Le temps, mais le vrai n'est pas
 Que dans les surboums
 
Boum, Boum, Baby Boum 
La vie un jour te jouera
 Vois-tu Baby Boum
 Le tour que tu n'attends pas
 Alors là, Boum !"
2,Exploited,I Believe In Anarchy,TRIANCU128F423ACB5,1981,"I Believe In Anarchy let's see you pogo!
GO!

I'm not ashamed of being a Punk
and i don't care and don't give a damn
and i don't care what you say
cause i believe in anarchy

I I I I I'm not afraid 
and I I I I I'm not ashamed 
cause I stil believe in anarchy

Go to a pub and pick up a byrd
you take her back for the casual fuck
you drive her home in your old mans car
but you have to go duchess cause you've got no doms

(Chorus)

I'm not afraid of having a Fight
and i'm not ashamed about getting drunk
and i don't care what you say cause 
I believe in Anarchy"
3,Alex Chilton,Take me home and make me like it,TRABWLQ128F92E1CDA,1981,"Cut my guts, stand me in an alley
Call me a slut in front of your family
Bite my veins, cigarettes and big eyes
Black leather thoughts only whip like words

Just take me home (just take me home) and make me like it
Walk me along and help, help me spike it

Walk me on the deadline, let the cats rip me up
Three lives to live and two I'll do to drop
Black leather thoughts only whip like words
(I'M ON THE LEDGE!) Blondie, you're a dredge

Take me home (just take me home) and make me like it
Walk me along and help, help me spike it

(INSTRUMENTAL)

Cut my guts, stand me in an alley
Call me a slut in front, in front of your family

Take me home (just take me home) and make me like it
Walk me along and help, help me spike it

(Do you like it?)
Faster, faster, faster, faster, faster, yeah, yeah, yeah etc
Baby, do you like it?"
4,Joe Ely,Musta Notta Gotta Lotta,TROVEKZ128F1459D06,1981,"Please understand me everything's all right
I just musta notta gotta lotta sleep last night

I was high flyin' down Riverside Drive
Rockin' to the radio man alive
Stopped into a joint bought a round of booze
Hot dog I got a buzz in my shoe!

Please understand me everything's all right
I just musta notta gotta lotta sleep last night

Writin' you a letter it's late in the night
Sittin' in a cafe eatin' a bite
Telln' you about where all I've been
Hot dog I'm gone again!

Please understand me everything's all right
I just musta notta gotta lotta sleep last night

Now there's two kind of people in this big 'ol town
There's the early to rise and the late to go down
I guess I oughta find a better way to stop the clock
Hot dog I like it a lot!

Please understand me everything's all right
I just musta notta gotta lotta sleep last night

Hot dog I like it a lot!

Please understand me everything's all right
I just musta notta gotta lotta sleep! last! night!"
5,The Rolling Stones,Start Me Up,TRBFMTO128F9322AE7,1981,"If you start me up
If you start me up I'll never stop
If you start me up
If you start me up I'll never stop

I've been running hot
You got me ticking gonna blow my top
If you start me up
If you start me up I'll never stop, never stop, never stop, never stop

You make a grown man cry
You make a grown man cry
You make a grown man cry
Spread out the oil, the gasoline
I walk in smooth, ride in a mean, mean machine
Start it up

If you start it up
Kick on the starter give it all you got, you got, you got
I can't compete with the riders in the other heats
If you rough it up
If you like it you can slide it up, slide it up, slide it up, slide it up

Don't make a grown man cry
Don't make a grown man cry
Don't make a grown man cry
My eyes dilate, my lips go green
My hands are greasy
She's a mean, mean machine
Start it up

If you start me up
Give it all you got
You got to never, never, never stop
Slide it up
Slide it up
Slide it up (never, never, never)

You make a grown man cry
You make a grown man cry
You make a grown man cry
Ride like the wind at double speed
I'll take you places that you've never, never seen

Start it up
Love the day when we will never stop, never stop
Never, never, never stop
Tough me up
Never stop, never stop

You, you, you make a grown man cry
You, you make a dead man come
You, you make a dead man come"
6,Elton John,Breaking Down Barriers,TRTHPDR128EF35F742,1981,"I recall how it used to be
In my younger days
I built a wall all around my heart
To keep the pain away
I built it tall and I built it wide
I left no room for doubt
Your love still found its way inside
And couldn't get back out

I'm breaking down the barriers
Making up my mind
I'm breaking down the barriers of time
I'm taking down the barriers
And loving what I find
I'm breaking down the barriers that lie
Between your love and mine

I guess you know you were not the first
You may not be the last
But you have shown me a better way
And now I'm learning fast
You gotta go where the feeling flows
I take it while it's hot
You gotta give if you wanna get
And I want all you got"
7,Boney M.,Sad Movies,TRVAAVI128F4292D90,1981,"Sad movies always make me cry
Sad movies always make me cry

He said he had to work, so I went to the show alone.
They turned down the lights and turned the projector on.
And just as the news of the world started to begin,
I saw my darling and my best friend walking in.

So I was sitting where they didn't see
And so they sat right down infront of me
And when he kissed her lips I almost died
and in the middle of the color cartoon I started to cry

Oh Sad movies always make me cry
Sad movies always make me cry
Sad movies always make me cry
Sad movies always make me cry

And so I got on up and slowly I walked on home,
And Mama saw the tears and said ""Baby what is wrong"".
And so just to keep from telling her a lie,
I just said ""Sad movies makes me cry"".

Oh Sad movies always make me cry
Sad movies always make me cry
Sad movies always make me cry
Sad movies always make me cry"
8,Herman Brood & His Wild Romance,Jivin' (Myself),TROIZUD128F933A7DD,1981,"I'm sick of the city
sick of the heat
sick of 'm dopey nitwits
at the shootin' galery
sick from pickin' up the craps
from half the chicks that I touch

Social diseases &amp; ratty lil' habits
closin' me in
drivin' me nuts

Always thought I had complete control &amp;
one day you wake up honey
down in the hole

I've been jivin' myself too long
I've been jivin' myself too long

Wake up too far gone to do y'r
lousy routine
like rip off some fag
down at the pissin' machine

You know the past is a wound in the head
lookin' back is a pain in the neck
been jivin' myself too long
with phone extacy
lust for life


straight from the pharmacy

I've been jivin' myself too long
I've been jivin' myself too long

There's a thing called love
but I can't seem to find it
don't see them in the street
don't see it in the poolhall at the disco
don't see it at places
where people should meet

There must be more good in life
than I can see
gotta find I way to make it part of me
lord have mercy
just some private lil' fantasy
now back to reality, look out
see that bum pull a gun
for a hand full of chickenfeed
right in the middle of
weekend shoppin' mainstreet
beat a bum for 25 cents
surrounded by tourists
&amp; uniformed misfits

I've been jivin' myself too long"
9,Foreigner,Girl On The Moon,TRBGSAY128F92F3F28,1981,"It's night again
Time for my mind to go wandering
Off on a journey through space and time
In search of a face I can never find
So I close my eyes and look inside

I can't forget
The night that I saw her, we never met
She felt so close to me as I reached for her hand
She drifted away like the desert sand
It was her and she was gone

I wish she'd come back tonight
Like a star shining bright
I don't know where she's from

She's like a girl on the moon
A girl on the moon
She's like a girl on the moon
A girl on the moon

Yeah, it's night once again
And that same old feeling is setting in
It all seems so familiar but I hope this time
That the girl on the moon will soon be mine
All mine tonight

Am I asking too much?
Should I leave my dream untouched?
Should I even know where she's from?

My girl on the moon
She's my girl on the moon
Girl on the moon
My girl on the moon
Girl on the moon
My girl on the moon
Girl on the moon
Girl on the moon
Girl on the moon
Fille sur la lune
Girl on the moon
Fille sur la lune"
