,Artist,Title,Track_id,Year,Lyrics
0,The Members,Solitary Confinement,TRTKBTM128F14690A8,1978,"You are living in the suburbs,
And you have problems with your parents,
So you move on up to London town,
Where you think everything's happening, going down.
 
Living in a bedsit,
Travelling on a tube train,
Working all day long.
And you know no one,
So you don't go out,
And you eat out of tins,
And you watch television,
Solitary confinement.
 
I have got a good job,
And I am working in the city,
Get the tube train at 8 o'clock and 5,
And a really don't know if I'm dead or alive.
 
Living in a bedsit,
Travelling on a tube train,
Working all day long.
And you know no one,
So you don't go out,
And you eat out of tins,
And you watch television,
Solitary confinement.
 
Well I was living in Camberley, and, you know, I thought I'd move up to town, you know, so I got this bedsit on earls court, and like, not many people come to visit me, in fact no one comes at all, but there's this bird across the way who, I mean I know she fancies me and everything, but well, I got it sussed, she got a 40 inch bust, and she's just...just just!
 
Living in a bedsit,
Travelling on a tube train,
Working all day long.
And you know no one,
So you don't go out,
And you eat out of tins,
And you watch television,
Solitary confinement.
 
You're so lonely,
Solitary confinement,
You're so lonely,
Solitary confinement.
 
The Members are going to tell you what it's like to be
 
On your own
By yourself
On your own
By yourself
On your own
By yourself
On your own
By yourself
By yourself
By yourself
By yourself
By yourself
By yourself
By yourself
By yourself
By yourself
Buy yourself this record
 
And it's lonely for you,
And it's lonely for me,
And it's lonely for all of us, can't you see?
 
Living in a bedsit,
Travelling on a tube train,
Working all day long.
And you know no one,
So you don't go out,
And you eat out of tins,
And you watch television,
Solitary confinement"
1,Rose Royce,Love Don't Live Here Anymore,TRZNPUM128F4259419,1978,"You abandoned me
Love don't live here anymore
Just a vacancy
Love don't live here anymore

When you lived inside of me
There was nothing I could conceive
That you wouldn't do for me
Trouble seemed so far away
You changed that right away, baby

You abandoned me
Love don't live here anymore
Just a vacancy
Love don't live here anymore

Love don't live here anymore
Just emptiness and memories
Of what we had before
You went away
Found another place to stay, another home

You abandoned me
Love don't live here anymore
Just a vacancy
Love don't live here anymore

In the windmills of my eyes
Everyone can see the loneliness inside me
Why'd ya have to go away
Don't you know I miss you so and need your love

You abandoned me
Love don't live here anymore
Just a vacancy
Love don't live here anymore
Love don't live here anymore"
2,Rick James,You And I,TRLGBCG128F93225DA,1978,"You and I
We fit together like a glove on hand, that's right
And don't you know
That I would gladly take you anywhere you wanted to go
You and me
We are as close as two part harmony, wouldn't you agree
And given the chance
Our romance in the end would surely be the end of me

(Some people must say I'm infatuated with you
I don't care 'cause they really don't know
They'll never see or hear the things I do with you
So far as I'm concerned they all can go to hell
Doo, doo - doo, doo, doo
Doo, doo - doo, doo, doo)

You and I
Will be together 'til the six is nine, that's right
And when you need me
I never hesitate, I always come - it's so much fun
You and I
Although we're poor our love has greater wealth than Hughes himself
And given the chance
That there's an afterlife when we die, it's with you and I

(Some people must say I'm infatuated with you
I don't care 'cause they really don't know
They'll never see or hear the things I do with you
So far as I'm concerned they all can go to hell
Doo, doo - doo, doo, doo
Doo, doo - doo, doo, doo)"
3,Gladys Knight & The Pips,The One And Only,TRUREEP128F9338EEB,1978,"When you find the one and only
It's like findin' a needle in the hay
Ev'ryone of us is lookin' for love
So when love comes along

You can't let it get away
When you're someone's one and only
And he says that he's nothin' without you
When at last you know where you belong

Then you're one of the chosen few
Yes, you're one of the chosen few
Well I found my one and only
Like the long, lonesome river finds the sea

And I can't believe how lucky I was
That you and your love were waitin' around for me
You're my darlin' one and only
I've got no more lookin' left to do

With a love as sweet as ours
I know that I'm one of the chosen few
Yes, I'm one of the chosen few"
4,Rachel Sweet,Cuckoo Clock,TRDHBGX128F428E658,1978,"What's in the cuckoo clock?  Don't leave the thing unlocked!
What's in the cuckoo clock?  Don't leave the thing unlocked!

[Look inside the clock!  There's a little toy singer!]

I'm a toy singer, so don't be alarmed, if I sound real, I am real 
I'm a toy.
They wound me up to tell futures, the Eighties will be a joy
Joy rhymes with toy.

And this clock I live in's got
Cute small things inside.

[Look what's inside the clock!]

Dirty streets, sweatshops, and scrapyards and bars
All perfectly reproduced.
Little sharp things that will prick you and make make make make make you do things
Buy things
Self-induced.

And this clock I live in's got
Cute small things inside.

What's in the cuckoo clock?  Don't leave the thing unlocked!
What's in the cuckoo clock?  Don't leave the thing unlocked!

[Quick!  Lock it back up!   Aaaaaaaahhhhhhhh!!!]

Once it's unlocked it's for keeps and the beasties are free to go
They leap to the deck.
And the toy singer, that's me, this clock's made me a nervous wreck
Where's my check?

[Oh! That! Clock! She! Lives! In's! Got!]
[Cute! Small! Things! In! Siiiiiide!]

What's in the cuckoo clock?  Don't leave the thing unlocked!
What's in the cuckoo clock?  Don't leave the thing unlocked!
What's in the cuckoo clock?  Don't leave the thing unlocked!
What's in the cuckoo clock?  Don't leave the thing unlocked!"
5,Abba,Summer Night City,TRCFZGQ128F92EFF0E,1978,"Summer night city
Summer night city

Waiting for the sunrise
Soul dancing in the dark (Summer night city)
Walking in the moonlight
Love-making in a park (Summer night city)

In the sun I feel like sleeping
I can't take it for too long
My impatience slowly creeping
Up my spine and growing strong

I know what's waiting there for me
Tonight I'm loose and fancy-free, aha

When the night comes with the action
I just know it's time to go
Can't resist the strange attraction
From that giant dynamo

Lots to take and lots to give
Time to breathe and time to live

Waiting for the sunrise
Soul dancing in the dark (Summer night city)
Walking in the moonlight
Love-making in a park (Summer night city)

It's elusive, call it glitter
Somehow something turns me on
Some folks only see the litter
We don't miss them when they're gone

I love the feeling in the air
My kind of people everywhere, aha

When the night comes with the action
I just know it's time to go
Can't resist the strange attraction
From that giant dynamo

And tomorrow, when it's dawning
And the first birds start to sing
In the pale light of the morning
Nothing's worth remembering

It's a dream, it's out of reach
Scattered driftwood on the beach

Waiting for the sunrise
Soul dancing in the dark (Summer night city)
Walking in the moonlight
Love-making in a park (Summer night city)

Waiting for the sunrise
Soul dancing in the dark (Summer night city)
Walking in the moonlight
Love-making in a park (Summer night city)

Waiting for the sunrise
Soul dancing in the dark (Summer night city)
Walking in the moonlight
Love-making in a park (Summer night city)"
6,Scorpions,Kojo No Tsuki,TRGANNR128F92D22CD,1978,"Haru koro no hana no en
Meguru sakazuki kagesashite
Chiyo no matsu ga e wakeideshi
Mukashi no hikari ima izuko
Mukashi no hikari ima izuko

Aki jinei no schimo no iro
Nakiyuku kari no kazu misete
Uuru tsurugi ni terisoishi
Mukashi no hikari ima izuko

Ima kojo no yowa no tsuki
Kawaranu hikari ta ga tame zo
Kaki ni nokoru wa tada kazura
Matsu ni uto wa tada arashi

Tenjokage wa kawaranedo
Eiko wa utsuru yo no sugata
Utsusan toteka ima mo nao
Ah! Kojo no yowa no tsuki"
7,Boston,Party,TRLQBBK128F426A8FF,1978,"Well you know I don't get off on workin' day after day
I wanna have some fun while I'm here
I play the game when it's goin' my way
And there's nothin' like a party when it's kickin' into gear 

I'm gettin' ready for a party tonight
Yes I'm gettin' ready to cruise 
And if you've got somethin' for me
I've got somethin' for you 

Baby
It's a party and nobody cares
What we're doin' there 
Baby, it's a party as long as you're there
It's a party, party, party! 

I can't believe it when some people say
That it's a sin that way we live to die
You know, there's never been a more natural thing
Yea there's a brand new story, but it's the same old lie 

So come on
Get ready for the time of your life
'Cause I'm gettin' right in the groove
And if you've got somethin' for me
I've got somethin' for you 

Baby
It's a party and nobody cares
What we're doin' there 
Baby, it's a party as long as you're there
It's a party, party, party! 

Yea yea yea yea get down and party if you need a cue
You're sure to find one in the crowd
Just meet some friends and have a toke or two
In a place where they can never play the music too loud 

Get ready for a party tonight
'Cause I'm gettin' right in the groove 
And if you've got somethin' for me 
I've got somethin' for you 

Baby
It's a party and nobody cares
What we're doin' there 
Baby, it's a party as long as you're there
It's a party, party, party! 

You know a man doesn't live on bread alone
He's got to have some lovin' each and every night
And a woman's got to have it if the truth be known
Let's get together honey, it's alright"
8,Chic,Savoir Faire,TRTQPEJ12903CD7601,1978,"Dog man star took a suck on a pill
And stabbed a cerebellum with a curious quill
Europe, America, Winterland

Introducing the band

Chic thug stuttered through a stereo dream
A fifty knuckle shuffle heavy metal machine
The tears of suburbia drowned the land

Introducing the ban&amp;100

So steal me a savage, subservient son
Get him shacked-up, bloodied-up and sucking on a gun
I want the style of a woman, the kiss of a man

Introducing the band

And as the sci-fi lullaby starts to build
See them whipping all the women, cracked governments killed
Oh let the century die to violent hands

Introducing the band"
9,The Police,Can't Stand Losing You,TRFDFQK128F1492377,1978,"I've called you so many times today
And I guess it's all true what your girlfriends say
That you don't ever want to see me again
And your brother's gonna kill me, and he's six feet ten
I guess you'd call it cowardice
But I'm not prepared to go on like this

I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't, I can't stand losing you
I can't stand losing you
I can't stand losing you
I can't stand losing you

I see you sent my letters back
And my LP records, and they're all scratched
I can't see the point in another day
When nobody listens to a word I say
You can call it lack of confidence
But to carry on living doesn't make no sense

I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing

I guess this is our last goodbye
And you don't care, so I won't cry
But you'll be sorry when I'm dead
And all this guilt will be on your head
I guess you'd call it suicide
But I'm too full to swallow my pride

I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing

I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing

I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing you
I can't stand losing you"
