,Artist,Title,Track_id,Year,Lyrics
0,Jan & Dean,Surfin' Safari,TRWQJPM128F934B7F1,1996,"Let's go surfin' now
Everybody's learning how
Come on and safari with me
(Come on and safari with...)

Early in the morning we'll be startin' out
Some honeys will be coming along
We're loading up our Woody
With our boards inside
And headin' out singing our song

Come on (surfin') baby wait and see (surfin' safari)
Yes I'm gonna (surfin') take you surfin' (surfin' safari)with me
Come along (surfin') baby wait and see (surfin' safari)
Yes I'm gonna (surfin') take you surfin' (surfin' safari)with me

Let's go surfin' now
Everybody's learning how
Come on and safari with me
(Come on and safari with...)

At Huntington and Malibu
They're shooting the pier
At Rincon they're walking the nose
We're going on safari to the islands this year
So if you're coming get ready to go

Come on (surfin') baby wait and see (surfin' safari)
Yes I'm gonna (surfin') take you surfin' (surfin' safari) with me
Come along (surfin') baby wait and see (surfin' safari)
Yes I'm gonna (surfin') take you surfin' (surfin' safari) with me

Let's go surfin' now
Everybody's learning how
Come on and safari with me
(Come on and safari with...)

They're anglin' in Laguna in Cerro Azul
They're kicking out in Dohini too
I tell you surfing's mighty wild
It's getting bigger every day
From Hawaii to the shores of Peru

Come on (surfin') baby wait and see (surfin' safari)
Yes I'm gonna (surfin') take you surfin' (surfin' safari) with me
Come along (surfin') baby wait and see (surfin' safari)
Yes I'm gonna (surfin') take you surfin' (surfin' safari) with me

Let's go surfin' now
Everybody's learning how
Come on and safari with me
(Come on and safari with...)

With me
Surfin' Safari
With me
Surfin' Safari
With me
Surfin' Safari
With me
Surfin' Safari
With me
Surfin' Safari
With me
Surfin' Safari
With me
Surfin' Safari"
1,My Dying Bride,It Will Come,TRGZAFU128F422AD8D,1996,"The sun will die,
On us tonight.
The days are gone,
For everyone.

The holy cry
Forever night
What have we done?
Who killed the sun?

We will be on our knees
The time has come
Thy will be done
Holy men pray
Return the day
For our souls

How can we fight,
This endless night?
Oh, lord Jesus,
Will you save us?"
2,Ayreon,The Dawn Of Man,TRQCXWI128F930AEF6,1996,"OKKIE HUYSDENS:
More than a million years ago,
It came to earth out of the sky.
From whence it came is yet unknown,
And still we don't know why.

EDWARD REEKERS:
Way beyond infinity,
Where time is lost, 
And life has ceased to be 

OKKIE HUYSDENS: And life has ceased to be.

EDWARD REEKERS:
There's a cosmic entity,
A bringer of life,
For all eternity.

Is this how it all began?
The dawn of man.

OKKIE HUYSDENS: 
More than a million miles from earth,
Somewhere in outer space.
Behold a planetary birth,
Making way for a brand new race.

ROBERT SOETERBOEK:
Way beyond infinity.

OKKIE HUYSDENS:
Where time is lost,
And life has ceased to be,
And life has ceased to be.

ROBERT SOETERBOEK:
There's a cosmic entity.

OKKIE HUYSDENS:
A bringer of life,
For all eternity.

EDWARD REEKERS:
Is this how it all began?
The dawn of man.

Is this how it all began?

--------

(Baby laughing and cooing)"
3,Dimmu Borgir,Alt lys er svunnet hen,TRTCVCG128F425223E,1996,"Glinsende månelys ovenfor driver
Frostlagte stier viser vei
Svarte sjeler farer henover natten
Inn gjennom skodde heim

Alt har svartnet
Alt lys er svunnet hen
Lødig trer vi nå inn i Riket
I minne om at våre spor blir fulgt

Omgitt av sorgens dis
Skrider ferden frem
Som en skare av likkledde skrømt
Vandrer vi jervens hjem

Brisen fører oss over norske myrer
Forbi hver en tåkegrend
Med hatet i våre harme sinn
Reiser vi for aldri å komme igjen"
4,Movetron,Vanha suola,TRAFLWG128F93446D4,1996,"Kai lapsia me vielä vain oltiin kun
Ensisuudelman mulle sä annoit
Se mikä puolitiehen meiltä jäi silloin
Ei tänä yönä jää kesken sen vannoit

Vie mut luokse rakkauden laivan
Sieltä tunteet matkaan mä laitan
Nostan purjeet, tuulen kun huomaan,
Mä ihollain, niin kuuman

Mikä meidät yhteen toi taas, en tiedä
Vain kosketuksesi mä tunnen, se riittää
Ei, tätä yötä ei meiltä voi viedä
Sen sinä tahdot sydämeeni kai piirtää

Vie mut luokse rakkauden laivan
Sieltä tunteet matkaan mä laitan
Nostan purjeet, tuulen kun huomaan,
Mä ihollain, niin kuuman

Voo-oo-ooo....

Vie mut luokse rakkauden laivan
Sieltä tunteet matkaan mä laitan
Nostan purjeet, tuulen kun huomaan,
Mä ihollain, niin kuuman   (x2)"
5,Steve Earle,Ellis Unit One,TRRLHRV128F92E225F,1996,"I was fresh out of the service
It was back in '82
I raised some Cain when I come back to town
I left to be all I could be
Come home without a clue
Now, I married Dawn and had to settle down

So I hired on at the prison
Guess I always knew I would
Just like my dad and both my uncles done
And I worked on every cell block now
'N things were goin' good
But then they transferred me to Ellis Unit One

Swing low
Swing low
Swing low and carry me home

Well, my daddy used to talk about them long nights at the walls
And how they used to strap 'em in the chair
The kids down from the college and they'd bring their beer 'n all
'N when the lights went out, a cheer rose in the air

Well, folks just got too civilized
Sparky's gatherin' dust
'Cause no one wants to touch a smokin' gun
And since they got the injection
They don't mind as much, I guess
They just put 'em down at Ellis Unit One

Swing low
Swing low
Swing low and carry me home

Well, I've seen 'em fight like lions, boys
I've seen 'em go like lambs
And I've helped to drag 'em when they could not stand
And I've heard their mamas cryin' when they heard that big door slam
And I've seen the victim's family holdin' hands

Last night I dreamed that I woke up with straps across my chest
And something cold and black pullin' through my lungs
'N even Jesus couldn't save me though I know he did his best
But he don't live on Ellis Unit One

Swing low
Swing low
Swing low and carry me home
Swing low
Don't let go
Swing low and carry me home"
6,Journey,Castles Burning,TRRCHPB128F42B2FCE,1996,"Jimmy wanted her the moment that she stumbled his way 
With a cocktail in her hand, she knew how she'd win the game 
There were beautiful in all the right places 
She keeps her rendezvous with soup opera faces 
She started rumors that were driving him crazy 
He couldn't stop the things they'd say 

And they live for, passion, love and pain 
In a rage of jealousy and fame 
And they watch their dreams go up on flames 

Castles burning... in the dead of night 
Castles burning... in the dead of night 
Wo... burnin'... 

In the kingdom of pretenders love is not what it seems 
Jimmy cried and then he punished her 
No one heard her scream 
On the outside, it's all crimson and clover 
On the inside, they know it's over 

And the band of lawyers that steal the show 
As they watch their world go up in smoke 

Castles burning... in the dead of night 
Castles burning... in the dead of night 
Wo... burnin'... burnin'... burnin'... burnin'... 

(Spoken words) 
When we return a story of a 5 alarm fire 
Late last night in the prestigious Hollywood hills 
Where one of the most controversial marriages in the 
Entertainment industry went up in smoke, arson is suspected 
It is still under investigation... 

You know I love you, you know you're my girl, 
I'd never hurt you... no 

Castles burning... in the dead of night 
Castles burning... in the dead of night 
Burnin'... burnin' 

All is fair in love and war, but war is hell... 
In the heart of the night, in the middle of the big bad city"
7,Paul Evans,Happy-Go-Lucky-Me,TRZICIA128F428AB46,1996,"I can laugh
When things aint funny
(a haha) Happy go lucky me

Yer, I can smile
When i aint got no money
(a haha) Happy go lucky me

It may sound silly but,
Mmm, I don't care
I got the moonlight
I got the sun
I've got the stars above

Me and my filly well, we both share
This slappy go happy, happy go lucky looovve

Well! Life is sweet ..Whooa sweet as honey
(a haha) happy go lucky me

*pause....music and laughing*

It may sound silly but,
Mmm, I don't care
I got the moonlight
I got the sun
I've got the stars above

Me and my filly well, we both share
This slappy go happy, happy go lucky looovve

Well! Life is sweet whooa yea! sweet as honey
(a haha) Happy go lucky me
(a haha) Happy go lucky me

*laughter fades out*"
8,Donny Osmond,Young Love,TRMFXFO128F4259753,1996,"They say for every boy and girl
There's just one love in this whole world
And I know I've found mine

The heavenly touch of your embrace
Tells me no one could take your place
Ever in my heart

Young love (young love), first love (first love)
Filled with deep devotion
Young love (young love), our love (our love)
We share with deep emotion

Just one kiss from your sweet lips
Will tell me that your love is real
And I can feel that it's true
We will vow to one another
There will never be another
Love for you or for me

Young love (young love), first love (first love)
Filled with deep devotion
Young love (young love), our love (first love)
We share with deep emotion"
9,FRANK T,Soy Un Poeta,TRRMECA12903CC385F,1996,"Soy un poeta, soy un macho
no me llamo Nacho
me gusta el gazpacho
si tengo un bocata, yo te doy un cacho
si yo fuera gitano te llamaría chacho
no bebo alcohol, no soy un borracho
aunque a veces bebo sidra y cuarenta y tres.
Escucha cómo canto
yo soy un santo
yo soy más santo que el mismo Papa
la peña se rapa
la rima no se escapa
si hablas demasiado, te callo con mi grapa.
Con una grapa sólo se grapa
pero con un boli nunca se boliapa.
Sólo con un boli se puede escribir
rimas de poetas como las que vas a oír.
Sólo con un boli se puede escribir
rimas de poetas como las que vas a oír.

Soy un poeta, eres un poeta
Soy un poeta, eres un poeta
Soy un poeta, eres un poeta 
Soy un poeta, eres un poeta 
Soy un poeta, Frank T es un poeta
Soy un poeta, Frank T es un poeta
Soy un poeta, Frank T es un poeta
Soy un poeta confusional

Hago este verso
para que tú estés inmerso
y sueñes con eso
soñar con lo extenso.
Yo predico de poemas reales
también irreales
y confusionales.
Están en mi mente
lo paso a la gente
y cuando me veas, párate detente.
Háblame, salúdame
y si quieres en los pies bésame.
Si esta poesía se pudiera vender
costaría un dinero que no podrías ni comprender.
Todo el dinero del estado americano
multiplícalo por mil y todavía se queda enano.
Qué curioso, es grandioso
saber que lo que haces es glorioso
el predicador es poderoso
y soy un poeta de lo más peligroso.

Soy un poeta, eres un poeta
Soy un poeta, eres un poeta
Soy un poeta, eres un poeta 
Soy un poeta, eres un poeta 
Soy un poeta, Frank T es un poeta
Soy un poeta, Frank T es un poeta
Soy un poeta, Frank T es un poeta
Soy un poeta confusional

Prefiero comer chuletas
antes que ver las tetas
de esas paletas
que sólo son ineptas.
Las pobres chiquillas no tienen conciencia
entre ellas y las putas no hay diferencia.
Clítoris llenos de semen de toyacos
biguarras tus hijos serán monicacos.
Tenéis que cuidaros
tenéis que sentaros
poner mi música y culturizaros.
No soy un poeta ni tampoco un escritor
eso dije antes en otra canción.
Mentía, mis posibilidades no veía
ahora ya sé cuál es mi filosofía
y ¿cuál es?
comer y la tripa llenar
ir al servicio y dentro cagar.
¡Oh! qué placer cuando llegas al fin
mi filosofía de cacafutiscín.
Es imposible contradecirla
es imposible, no quieras maldecirla.
Tú haces caca
él hace caca
todos cagamos
y los poetas rimamos.

Soy un poeta, eres un poeta
Soy un poeta, eres un poeta
Soy un poeta, eres un poeta 
Soy un poeta, eres un poeta 
Soy un poeta, Frank T es un poeta
Soy un poeta, Frank T es un poeta
Soy un poeta, Frank T es un poeta
Soy un poeta confusional

Un poeta
dos poetas
tres poetas
cuatro poetas
cinco poetas
seis poetas
siete poetas . . ."
