,Artist,Title,Track_id,Year,Lyrics
0,Hot Tuna,Death Don't Have No Mercy,TRSPPHE128F42BC60A,1970,"Well now death don't have no mercy in this land
Well now death don't have no mercy in this land
He'll come to your house and he won't stay long
Look 'round the room one of your family will be gone
Death don't have no mercy in this land

Death will leave you standin' and cryin' in this land
Death will leave you standin' and cryin' in this land
He'll come to your house and he won't stay long
Look 'round the room one of your family will be gone
Death don't have no mercy in this land

Well death don't give you time to get ready in this land
Well death don't give you time to get ready in this land
He'll come to your house and he won't stay long
Look 'round the room one of your mama will be gone
Death don't have no mercy in this land

Well now death don't have no mercy in this land
Well now death don't have no mercy in this land
He'll come to your house and he won't stay long
Look 'round the room one of your family will be gone
Death don't have no mercy in this land"
1,Diana Ross,Ain't No Mountain High Enough,TRCHHIC128F422B9CC,1970,"Ah, ah, ah
Ooh, ooh
Ah, ah, ah
Ooh, ooh

If you need me, call me
No matter where you are
No matter how far
Just call my name
I'll be there in a hurry
On that you can depend and never worry

You see, my love is alive
It's like a seed that only needs
The thought of you to grow
So if you feel the need for company
Please, my darling
Let it be me

Ah, ah, ah
Ooh, ooh

I may not be able to express
The depth of the love I feel for you
But a writer put it very nicely
When he was away from the one he loved
He sat down and wrote these words

(No wind) No wind
(No rain) No rain
(Or winter's cold Can stop me baby) Ooh baby
(Baby) Baby
(If you're my goal) Oh
(No wind) No wind
(No rain) No rain
(Can stop me baby) If you are my goal

Ah, ah, ah
Ooh, ooh

I know, I know you must follow the sun
Where ever it leads
But remember, if you should fall short of your desires
Remember life's holds to you one guarantee
You'll always have me

And if you should miss my lovin'
One of these old days
If you should ever miss the arms that used to hold you so close
Or the lips that used to touch yours so tenderly
Just remember what I told you the day I set you free

(Ain't no mountain high enough) Oh
(Ain't no valley low enough) Ooh
(Ain't no river wide enough) Ooh
To keep me from you

(Ain't no mountain high enough) Ow
(Ain't no valley low enough) Say it again
(Ain't no river wide enough) Hey
To keep me from you

Ain't no mountain high enough
Nothing can keep me, keep me from you
Ain't no mountain high enough (no)
Nothing can keep me, keep me from you

Ain't no mountain high enough (oh)
Ain't no valley low enough (say it again)
Ain't no river wide enough (yeah yeah)
To keep me from you

Ain't no mountain high enough
(Ain't no mountain high enough. Ain't no valley low enough)
Nothing can keep me, keep me from you
(Ain't no river wide enough to keep me from you)

Nothing in this world
(Ain't no mountain high enough. Ain't no valley low enough)
Nothing in this world to keep me from you
(Ain't no river wide enough to keep me from you)"
2,T. Rex,Ride A White Swan,TRBIFFV128F930DE98,1970,"Ride it on out like a bird in the skyways
Ride it on out like you were a bird
Fly it on out like an eagle in a sunbeam
Ride it on out like-a you were a bird
Wear a tall hat like a druid in the old days
Wear a tall hat and a tattooed gown
Ride a white swan like the people of the Beltane
Wear your hair long, babe, you can't go wrong
Take a bright star and a-place it on your forehead
Say a few spells and baby, there you go
Take a black cat and you sit it on your shoulder
And in the morning you'll know all you know
Oh

Wear a tall hat like a druid in the old days
Wear a tall hat and a tattooed gown
Ride a white swan like the people of the Beltane
Wear your hair long, babe, you can't go wrong

Da da dee dee da
Da da dee dee da
Da da dee dee da
Da da dee dee da
Da da dee dee da
Da da dee dee da
Da da dee dee da
Da da dee dee da
Da da dee dee da
Da da dee dee da
Da da dee dee da
Da da dee dee da
Da da dee dee da"
3,Quatermass,Good Lord Knows,TRFSDFE128F934EDE1,1970,"Willow weep on me
Sad long rosary
Good Lord hides when I become a man
Where's my family

Cold December wind
Have I really sinned
Good Lord needs to show me I'm a man
Making love's beginned

Waiting all our lives
Make love with our wives
Good Lord knows a child is being born
Please lay down your knives

Go and fight your war
Rich fight 'til you're poor
Good Lord knows they won't be coming home
Still they ask for more"
4,Syd Barrett,Baby Lemonade,TRWWBGN128E0781AB0,1970,"In the sad town
Cold iron hands clap
The party of clowns outside
Rain falls in gray far away
Please, please, baby lemonade

In the evening sun going down
When the earth streams in, in the morning
Send a cage through the post
Make your name like a ghost
Please, please, baby lemonade

I'm screaming, I met you this way
You're nice to me like ice
In the clock they sent through a washing machine
Come around, make it soon, so alone
Please, please, baby lemonade

In the sad town
Cold iron hands clap
The party of clowns outside
Rain falls in gray far away
Please, please, baby lemonade

In the evening sun going down
When the earth streams in, in the morning
Send a cage through the post
Make your name like a ghost
Please, please, baby lemonade"
5,Audience,The Big Spell,TRPPKSH128F9302C78,1970,"Werth-Williams

Crossed by your own kind
You're lost but you don't find
Grope through the dark blindly
Search and you hope find the

Friends that you don't need
Their trends make your mind bleed
Their ways can't be your ways
Their days will be short days

Life is a bad time
Using your mind wrong
Dreams are for night time
Leaving your days long

Drowned in your own Hell
You turned to the Big Spell
You found that you soon fell
And pounds in your hands welcomed

Friends that you don't need
Their trends make your mind bleed
Their ways can't be your ways
Their days will be short days

Life is a bad time
Using your mind wrong
Dreams are for night time
Leaving your days long"
6,Freddie King,Ain't Nobody's Business What We Do (LP Version),TRLMRLS128F934411E,1970,"One day we have ham and bacon
And the next day ain't nothing shaking
But it ain't nobody's business if we do
If me and my baby fuzz and fight
Yes and the next minute let me tell you were alright
Ain't nobody's business if we do
I'm three three times seven
Lord, lord, lord let me tell you it makes twenty one
And it ain't nobody's business what I'll do
Lord, lord, lord,lord, lord, lord, lord,
Lord, lord, lord,lord, lord, lord, lord,
Ain't nobody's business what I'll do
I said lord, lord, lord,lord, lord, lord, lord,
Mmm, lord, lord
And it ain't nobody's business what I'll do"
7,Neil Diamond,Cracklin' Rosie,TRVJTLR128F42B372D,1970,"Cracklin' Rosie, get on board
We're gonna ride till there ain't no more to go
Taking it slow
Lord, don't you know
Have made me a time with a poor man's lady

Hitchin' on a twilight train
Ain't nothing here that I care to take along
Maybe a song
To sing when I want
Don't need to say please to no man for a happy tune.

Oh, I love my Rosie child
You got the way to make me happy
You and me, we go in style
Cracklin' Rose, you're a store bought woman
You make me sing like a guitar hummin'
So hang on to me, girl
Our song keeps runnin' on

Play it now
Play it now
Play it now, my baby

Cracklin' Rosie, make me a smile
Girl if it lasts for an hour, that's all right
We got all night
To set the world right
Find us a dream that don't ask no questions, yeah"
8,Emitt Rhodes,With My Face On The Floor,TRYOSWT128F93319B9,1970,"Rhodes

Well, I'm down with my face on the floor
Yes, I got what I asked for and more
Well, the moment she stepped through that door
I was down with my face on the floor.

Now I'm standing with back to the wall
Waiting, praying the ceiling don't fall
Well, I once thought that I knew it all
Now I'm standing with back to the wall.

Well, now she's gone away
Just took time to say : 'I'll drop you a line'
Well now she's gone away
Just took time to say : 'I'll see you some time'.

Well, now she's gone away
Just took time to say : 'I'll drop you a line'
Well now she's gone away
Just took time to say : 'I'll see you some time'.

Well, I'm down with my face on the floor
Yes, I got what I asked for and more
Well, the moment she stepped through that door
I was down with my face on the floor.

Well, the moment she stepped through that door
I was down with my face on the floor."
9,Julien Clerc,La Californie,TRNHWTK128F145CD09,1970,"La Californie
La Californie
La Californie
La Californie

La Californie
Se dor' près de la mer
Et ne connaît pas l'été de la mer
La Californie
Est une frontière
Entre mer et terre
Le désert et la vie

La Californie
La Californie
La Californie
La Californie

Les palétuviers dorment sous le vent
La cannelle fauve embaume ton temps
La Californie est une frontière
Entre mer et terre
Le désert et la vie

La Californie
La Californie
La Californie
La Californie Près des orangers
C'est là que t'attend
Au fond de tes rêves
Ton prince charmant

La Californie
La Californie
La Californie
La Californie

Mais la Californie
Est si près d'ici
Qu'en fermant les yeux
Tu pourrais la voir
Du fond de ton lit

La Californie
La Californie
La Californie
La Californie"
