,Artist,Title,Track_id,Year,Lyrics
0,Del Shannon,Do You Wanna Dance?,TRVPVIX12903D0861B,2002,"Well do you wanna dance and hold my hand
Tell me baby I'm your lovin man
Oh baby do you wanna dance?

Well do you wanna dance under the moonlight
Kiss me baby all through the night
Oh baby
Do you wanna dance?
Do you, do you, do you
Do you wanna dance
Do you, do you, do you
Do you wanna dance
Do you, do you, do you, do you
Do you wanna dance?

Well do you wanna dance and hold me tight
Squeeze me, kiss me all through the night
Oh baby
Do you wanna dance?

Well do you wanna dance under the moonlight
Kiss me baby all through the night
Oh baby
Do you wanna dance?
Do you, do you, do you
Do you wanna dance
Do you, do you, do you
Do you wanna dance
Do you, do you, do you, do you
Do you wanna dance?

Do you, do you, do you
Do you wanna dance
Do you, do you, do you
Do you wanna dance
Do you, do you, do you, do you
Do you wanna dance?"
1,Lords Of Acid,Stoned On Love Again,TRRKRET128F14A2409,2002,"my life's more crazy than before
cuz i found me a girl who gives me more
everywhere we go we need to score
im stoned on love again

the girl's a kinky sex machine
she's the wildest chick that you've ever seen
she's fuckin' horny, oh so mean
im stoned on love again

stoned on love again(x4)

im flying higher than before
cuz i found me a girl who gives me more
a thousand new things to explore
im stoned on love again

cuz my girl is the hottest thing
she got me danglin' honestly?
i'd raise her 'til i burn my wings
im stoned on love again

and when i drove her ?home
completely drunk and oh so stoned
i tried to hold up through her smell
the perfume that is hot as hell

and when im driving home at night
always satisfied but oh so tired
the only thing that's on my mind
is that i wanna four wheel drive
im stoned on love again

im dancing wilder than before
cuz i found me a girl who gives me more
vibrations on the disco floor
im stoned on love again

she meets me in my wettest dream
and every night she makes me scream
she does ? sweating ? off steam
im stoned on love again

stoned on love again(x4)

and when i drove her ?home
completely drunk and oh so stoned
i tried to hold up through her smell
the perfume that is hot as hell

and when im driving home at night
always satisfied but oh so tired
the only thing that's on my mind
is that i wanna four wheel drive
im stoned on love again

stoned on love again(x7)

and when i drove her ?home
completely drunk and oh so stoned
i tried to hold up through her smell
the perfume that is hot as hell

and when im driving home at night
always satisfied but oh so tired
the only thing that's on my mind
is that i wanna four wheel drive
im stoned on love again.."
2,Radiorama,Yeti,TRJXUVT128F9336E62,2002,"I love your world 
Where the winners might be sweet all around 
Tell me your life. 
Tell me what you'll be afraid of this night 

If you wanna take a look around 
Please don't hit a man who understands 
As the story goes you are the one 
Run away in other place 
In the night you're looking for to meet 
And checking the man to get in fit 


Just the story goes you are the one 
Run away in other place 

Yeti, yeti, yeti, yeti
Yeti, looking a horrid man. 
Yeti, living in other land

I want your soul and I really like to seem to your heart 
I feel with you and I know that you are living apart 
If you wanna take a look around..."
3,Soilwork,Mercury Shadow,TRSCNNO128F427FD0E,2002,"Breakdown of a shadow unknown
Tomorrow belongs to no one
As I repent the things I've done
There is a freeway heading for sorrow
Breakdown cause you've had enough
You've never felt so strong
Steal away, steal away let it all astray
It's been so long!
When there comes a time
With a feast on what used to be mine
Sent from the front to the back
All in numbers and fellish black

Breakdown of a shadow unknown
Tomorrow belongs to no one
As I repent the things I've done
There is a freeway heading for sorrow
Breakdown cause you've had enough
You've never felt so strong
Steal away, steal away let it all astray
It's been so long!
When there comes a time
With a feast on what used to be mine
Sent from the front to the back
All in numbers and fellish black

We know how to spit or swallow
Bring out, the Mercury Shadow

Is this the statement that I feel?
Accused to be an unbeliever

Hit the lights and won't you please resign
Way down and right on time

Is this the statement that I feel?
Accused to be an unbeliever

Won't you shut all the doors in mind
The ones you cannot find
There is no way that I can see
Why you keep on... haunting me!

We know how to spit or swallow
Bring out, the Mercury Shadow"
4,Christina Aguilera,Cruz,TRBEAMO128F425B75F,2002,"I'm leaving today
Living it
Leaving it
To change

Slowly drifting
Into a peaceful breeze
Tongue tied and twisted
Are all my memories
Celebrating a fantasy come true
Packing all my bags
Finally on the move

I'm leaving today
I'm living it
Oh I'm leaving it
To change

As I'm driving
I'm captured by the view
So much beauty
The road becomes my muse
The heat is rising
And my hand surfs through the wind
Cool, calm, collected
Is the child that lies within

See I'm leaving today
I'm living it
Oh I'm leaving it
To change, oh yeah

See I'm leaving today, oh yes I'm
Living it
Oh I'm leaving it
To change

But somehow I miss it
I think I'll really miss it
One day, ohh

I turn on the radio
And I'm feeling like I've never felt before
Turn down the memories of
Yesteryears and broken dreams I'm free
Finally free, ooh

Slowly drifting
Into a peaceful breeze, oh
Ohh

Ooh yeah
I'm leaving today, oh yes I'm
Living it, oh yeah
Leaving it to change
To change, oh no

See I'm leaving today, oh yes I'm
Living it, living it
Leaving it, leaving
To change
Ohh oh

I'm leaving today
Oh I'm living it
I'm leaving it to change
Living it, to change
Leaving it
To change
Ooh, oh yeah

Living it, leaving it
Said I'm living it
I'm leaving it
Living it, leaving it
To change
I'm leaving it to change

But somehow I miss it
I think I'll really miss it
One day, yeah"
5,No Angels,Anchor Your Love,TRTERIS128F42B3C90,2002,"It was the first time we met 
I never forget 
The way you looked at me 
I felt my heart skip a beat 
I never thought that I would 
Ever find this 
Until the moment that I felt your gentle kiss 
The way you love me baby 
No man has loved me before 
I never felt so good 
And now I'm wanting you so much more 
I wanna stay by your side 
And if you treat me right 
I never be untrue 
And that is why I'm asking you 

How can I anchor your love? 
Tell me how can we reach the stars above? 
It's only you that I'm thinking of 
And all the love you bring 
Each and every night I'm dreaming 

How can I anchor your love? 
Your love? 
How can I anchor your love? 

The precious love that we share 
I promised to care 
Baby, you look so fine 
And I'm so glad that you're mine 
I never thought that I would 
Fall in love like this 
The love you offer me 
I just could not resist 

The way you love me baby 
No man has loved me before 
I never felt so good 
And now I'm wanting you so much more 
Boy when I'm dreaming of love 
It's you I'm thinking of 
There ain't no other one 
Who makes me wanna sing this song 

Boy I really like you 

How can I anchor your love? 
Tell me how can we reach the stars above? 
It's only you that I'm thinking of 
And all the love you bring 
Each and every night I'm dreaming 

How can I anchor your love? 
Tell me how can we reach the stars above? 
It's only you that I'm thinking of 
And all the love you bring 
Each and every night I'm dreaming 

All the love that you bring 
I'll give you everything 
All the things that you do 
I wanna be with you 

Everything I gave you everything 
And all the love you bring 
It's such a precious thing 

Everything I gave you everything 
And all the love you bring 
It's such a precious thing 

How can I anchor your love? 
Tell me how can we reach the stars above? 
It's only you that I'm thinking of 
And all the love you bring 
Each and every night I'm dreaming 

How can I anchor your love? 
Tell me how can we reach the stars above? 
It's only you that I'm thinking of 
And all the love you bring 
Each and every night I'm dreaming"
6,Capital Inicial,Algum Dia,TREKETA128F92EFC86,2002,"Ninguém nunca te disse
Como ser tão imperfeito
Você tem tão pouca chance
De alcançar o seu destino
É fácil fazer parte
De um mundo tão pequeno
Onde amigos invisíveis
Nunca ligam outra vez

Talvez até porque
Ninguém ligue pra você

Se você quer
Que eu feche os olhos
Pra alguém que foi viver
Algum dia lá fora
E nesse dia
Se o mundo acabar
Não vou ligar
Pra aquilo que eu não fiz

Faz muito pouco tempo
Aprendi a aceitar
Quem é dono da verdade
Não é dono de ninguém
Só não se esqueça que atrás
Do veneno das palavras
Sobra só o desespero
De ver tudo mudar

Talvez até porque
Ninguém mude por você

Se você quer
Que eu feche os olhos
Pra alguém que foi viver
Algum dia lá fora
E nesse dia
Se o mundo acabar
Não vou ligar
Pra aquilo que eu não fiz

Talvez até porque
Ninguém ligue pra você

Se você quer
Que eu feche os olhos
Pra alguém que foi viver
Algum dia lá fora
E nesse dia
Se o mundo acabar
Não vou ligar
Pra aquilo que eu não fiz

Se você quer
Que eu feche os olhos
Pra alguém que foi viver
Algum dia lá fora
E nesse dia
Se o mundo acabar
Não vou ligar
Pra aquilo que eu não fiz

A vida lá fora"
7,Love Of Lesbian,All These Days,TREECRN128F426666B,2002,"Tell me what you see in me,
No identity, no human fles

Take by day , you sailor moon, 
No hurts than moons

All these days, so dreams so lonely
All these days making plans for our love
Could not belive you is a place so lone...
Could not belive you is a place so lone...

Stay in a lonely place,
No way scape

Seeing in a love"
8,Extremoduro,Puta,TRURAOR128E078A9E1,2002,"Casi que a la fuerza recorro las horas y no me encuentra el día si no encuentro su boca
diciendo ¡venga , venga, que me vuelvo loca!.
Y ando entre su pelo y hay un agujero;
me subo a las estrellas
y me tiro de cabeza.

Subí al árbol más alto
que tiene la alameda
y vi miles de ojos
dentro de mis tinieblas.
Nosotras no las vemos,
Las hormigas comentan.
Y el caracol: mi vista
sólo alcanza la hierba

Que nada me interesa de alrededor
y me subo a lo más alto de la locura,
me encuentro a mi princesa hablando con la luna
echándose carreras a ver quién es más puta.

Que no me da la gana pasar media vida
buscando esa frase que tal vez no exista.
¡No me mira! ¿Y qué cojones puedo decir?
Mi perro ya no quiere la comida
y en mi cabeza paso el día buscándote.

Llego a tus rincones llenos de flores
y por mis esquinas llenas de colores
se ha desbocao la primavera
la noche entera.

Bebo de una fuente caliente caliente
y vuelvo a ver al hada que nunca me abandona.
Cuando no estoy contigo domestico las horas
y hago que den brincos y hago que corran.

Que no me da la gana pasar media vida
buscando esa droga que tal vez no exista.
¡No me mira el sol que no me mira
si no me viene a ver una sonrisa!
y se me sale dando pedales
sin mi permiso una lagrimilla.

Llego a tus rincones llenos de flores
y por mis esquinas llenas de colores
se ha desbocao la primavera
la noche entera.

Que nada me interesa de alrededor
y me subo a lo más alto de la locura,
me encuentro a mi princesa hablando con la luna
echándose carreras a ver quien es más puta."
9,Chavela Vargas,Paloma Negra,TRWECNC128F4274696,2002,"Ya me canso de llorar y no amanece
Ya no sé si maldecirte o por ti rezar
Tengo miedo de buscarte y de encontrarte
Donde me aseguran mis amigos que te vas
Hay momentos en que quisiera mejor rajarme
Arrancarme ya los clavos de mi penar
Pero mis ojos se mueren sin mirar tus ojos
Y mi cariño con la aurora te vuelve a esperar

Y agarraste por tu cuenta la parranda
Paloma negra, paloma negra ¿dónde, dónde andarás?
Ya no jueges con mi honra parrandera
Si tus caricias han de ser mías, de nadie más
Y aunque te amo con locura ya no vuelva
Paloma negra eres la reja de un penar
Quiero ser libre vivir mi vida con quien yo quiera
Díos dame fuerza que me estoy muriendo
Por irla a buscar

Y agarraste por tu cuenta las parrandas"
