,Artist,Title,Track_id,Year,Lyrics
0,Project Deadman,Project Deadman,TRTNNOW12903CDCD18,2004,"PDM See the difference between us and them is we keep it underground and wicked.
Something ya'll don't know nuthin about.  All these groups I hear claming
underground.  How much you pay that f**kin DJ to spin that?  MTV to play that? 
That freestyle, how much for that?  Hahahaa

(Prozak)
Goin insane my brain refrains from the pain of being lame
Ya'll should be a monopoly and not f**k with this rap game
It's a shame this industry's standards got ya'll tainted
But you're paraded and playded got you devastated and hated
So f**k it so sick of the mainstreams and fantasy pipe dreams
I'm sick of drama queens don't follow me or I'll let these demons outta me
With a vengeance it's a wicked evil presence
Now wanna pretend this aint real like Vacil Prozak's ill
I'm talkin bout NyQuil don't wana drive?  Well I will
Strait to hell all because you have to do what thou will
But I am not concerned I hope this lesson's learned
Sit on the edge of the industry dog and watch it burn

It's Project Deadman comin from the underground
Wicked is how we kick it arrested but never convicted
Your time has come this shit is goin down
Your whole life trying to find something real
We're Project Deadman and we're bringin that sound
We're from the murder glove bitch we got issues
We got the wicked shit we'll never let it down
Project Deadman more underground the hell

Project PDM Deadman
Project PDM Deadman
Project PDM Deadman
More underground PDM then mother f**kin hell

(Prozak)
I'm droppin 16 bars leave you with metal scars
Crazy and ran that speaks on rap beats with rock guitars
Bizzare and yet ridiculous it's so maticulous
So sick with this we meditated my crimes aint victimless
F**k how you feel f**k keepin it real F**k the mass appeal 
And f**k the same old shit and f**k your record deal
Many have tried but failed now watch their bodies fail
It's Project Deadman more underground then f**kin hell

It's Project Deadman comin from the underground
Wicked is how we kick it arrested but never convicted
Your time has come this shit is goin down
Your whole life trying to find something real
We're Project Deadman and we're bringin that sound
We're fromt he murder glove bitch we got issues
We got the wicked shit we'll never let it down
Project Deadman more underground the hell

You tryin to get inside?  Access denied
You'll be leavin in a you'll be leavin in a body bag
You tryin to get inside?  Access denied
I am the Deadman walking

Project Deadman.  Our pledge to the undergorund is wicked even though life is
self inflicted.  And that f**kin beat is how we ripped it.  Also deadly to the
underground committed

It's Project Deadman comin from the underground
Wicked is how we kick it arrested but never convicted
Your time has come this shit is goin down
Your whole life trying to find something real
We're Project Deadman and we're bringin that sound
We're fromt he murder glove bitch we got issues
We got the wicked shit we'll never let it down
Project Deadman more underground the hell"
1,KRS-One,My Mind Is Racing,TRCNDMH128F9321770,2004,"[Intro]
Vroom vroom vroom vroom
My mind is racing
Vroom vroom vroom
My mind is racing
Vroom
My mind is racing

[Verse 1]
When you young you talk shit and get slapped up for it
The ice, the cars, the clothes, we already bought it
The streets, the projects, the hood, we already support it
The rep, the respect, them cases we already carted
The gold, the platinum plaques, we already flaunted
The leathers in freezing weathers we already sported
The wise see your lies and you already shorted
Them boys they talkin to boys, we men we ignore it
The whole planet, so-called Earth, we already toured it
My levels be on max with the bass distorted
When the economy is up we getting all of that
When the economy is down we still touring Jack
Look back at '88, where them ballers at?
They was buyin' out the bar, I ain't fall for that
Spending they money, you'd think the club would call them back
But they didn't, that shit was all an act
I go

[Chorus 1]
Vroom vroom
My mind is racing
Vroom vroom vroom
My mind is racing
Vroom
I said my mind is racing like
Vroom vroom vroom
My mind is racing

[Chorus 2] (2X)
I'm a warrior
I'm a warrior
In this concrete jungle it's hard to stay humble
I'm a warrior
I'm a warrior
I bring that drama to whoever, whenever, WHAT!

[Verse 2]
Yo, let me tell you 'bout defeating the drama
In the street with the armour
It's the teacher, Kris Parker
I be in the hood, looking good, speaking of honour
Being a father
Not avoid the baby mama drama
Respect myself I gotta, we gotta live proper
The True hip-hopper, hits yes a non-stopper
A no quitter, heavy hitter
Looks within to, be the winner
Now let us begin the orientation
Hip-hop culture is what we call the nation
But annihilation is what we facing
Cats getting killed from Scott La Rock to Jam Master Jason
That's why we was at the United Nations
Laying down the foundation
For hip-hop as a real nation
You know what time we wastin?
But...

Vroom vroom
My mind is racing
Vroom vroom vroom
My mind is racing

[Chorus 2] (2X)

[Chorus 1]"
2,Mutabor,mi vida,TRIOTMD128F931E05E,2004,"Mi vida es bailar 
Mi vida es cantar 
Mi vida es amor 
Mi vida loca 
Mi vida es una sonrisa 
Es un beso 
Mi vida qué sabrosa 
Mi vida asi me gusta 

Mi vida es un grande concierto 
Una canción que siempre se repite 
La música mi vida 
Como la sal en la comida 

Mi vida es dolor 
Mi vida es miedo 
Mi vida es hambre 
No sé qué pasa 
Mi vida es trabajo 
Está muerta 
Mi vida pasada 
Asi no me gusta"
3,Devendra Banhart,Ay Mama,TRBMPJF128F423EEA0,2004,"Ay mama
Ay mama, no hay que llorar
Ay mama
Ay mama, no hay que llorar ..."
4,Mary Chapin Carpenter,Beautiful Racket,TRSLTGW128F42836A1,2004,"So your day begins like this
Wondering what might have been
Old regrets and chances missed
Borne away on some lambent wind
Job's ok, so it doesn't inspire
Thoughts of leaving it all behind
You used to have dreams of settin' the world on fire
All you want now is peace of mind

And a beautiful racket, in whispers and roars
The bitter and sweet, between the truces and the wars
The noise and the quiet, the courage and the fear
And all of the wisdom between a smile and a tear

You do your dreaming in traffic jams
You do your running in shopping malls
You do your breathing the best you can
Between car pools and cell phone calls
Who cares, you'll never live in Paris
So what, you'll never travel by Lear
How some of us learn what matters
While others never get to hear

Such a beautiful racket, in whispers and roars
The bitter and sweet, between the truces and the wars
The noise and the quiet, the courage and the fear
And all of the wisdom between a smile and a tear

Hold on, hold on

So your day will end like this
Turning slowly down your street
Silent worlds of kitchens lit
Front yards full of fallen leaves
Trees are bare, the garden's done
Another season gone to earth
Before you blink a new one comes
To remind you what the old one's worth

And the beautiful racket, comes in whispers and roars
The bitter and sweet, between the roses and the wars
The noise and the quiet, the courage and the fear
And the infinite wisdom when you hear

Such a beautiful racket... such a beautiful racket... hold on... such a beautiful racket... hold on..."
5,WINTERSUN,Starchild,TRYKCPR128F427FD76,2004,"[Part I: Wanderer of Time]

So mysterious is your world
Concealed beyond the stars
Far away from the earth
It flows one with time and dark as the night
Million shapes and colours
Are storming inside your mind
Creating endless dimensions
Forming universes without walls
Walls

Let go, of the stars, the stars that fell into the sea
Let go, of your thoughts and dreams
What can you see now

You cannot save them anymore
Wanderer of time
It's too late now
Creator of Dimensions
Destroy the walls of time
Hands of the blind are holding your fate
Tides of life will take you away, will take you away

Starchild
Visions are born from the unknown force
It dominates the way of time
The dream only ends, when the worlds come to an end
When the worlds come to an end
Starchild
You cannot escape to the dark streams of the sea
To suppress your dreams
Nothing can keep you away from the need to create
'Cause your path is free

[Part II: Burning Star]

I've hold the fire within myself
Years I've walked in the coldest winds
Through the deserts of sand and snow
The time is passing and I know
That I'm wasting my life, destroying my dreams
I'm diving into the bottomless sea
From sorrow and pain I find my strength
The more pain I feel, the more I see
Now I'm watching my life flowing in the dark
Like streams of fear running through my heart
And it's wearing me down until I'm gone
Soon I'll join the endless whirls of stars
And I fall (something is dying, yet something is born) deeper into the unknown voids
And I fall (when will I find my silent dawn) into infinity like a burning star
I fall like a burning star
I fall like a burning star
I fall like a burning star

[Part III: The Creation]

The curtains of mist are fading
And the veils of star clouds are revealed
Storms of new energy flows in the depths of my mind
New constellations are born in total harmony of perfection
And the dissonant unbalance was broken
As the colours fell straight from the light

[Part IV: The Sea of Stars]

I'm floating in the sea of stars
I'm drifting away from the shore
I will be lost in the dream when the dark days come
But I will make the time run backwards and
I'll make the stars shine again
I will light up the sky to a bright crimson nights
And they'll shine together forever
With brilliant silver colours they'll shine forever

[Part V: Finale]

The whirls of stars takes you now (far away)
Away from the cold nightmare
Let go of you thoughts and dreams
And you will feel the warmth once again
Starchild, in the Sea of Stars you fall
You fall like a burning
Starchild, in the Sea of Stars you fall
But there is no end to creation"
6,Margaret Berger,Chameleon,TROGSCQ128F42A9B61,2004,"Hey come on you better start to hit me with yourself 
Go on I'm dying to find out whats in your mind
Move on you've shown this side to many times before

(Chameleon Chameleon Chameleon you better start)

Hear me say dont use that voice its tearing up my heart
All day you give me to much
Give me to much

(Chameleon Chameleon Chameleon you better start)

I am the thrill of your life You should be be one of my kind
I am the thrill of your life You should be be one of my kind
The one in my life
The one in my life

Hey wait the end is near so why suprise me

(Chameleon Chameleon Chameleon you better start)

Hey come on you know Im right there's no hidding
There's no hidding so stop pretending

(Chameleon Chameleon Chameleon you better start)

I am the thrill of your life You should be be one of my kind
I am the thrill of your life You should be be one of my kind
The one in my life
The one in my life

(Chameleon Chameleon Chameleon you better start)

I am the thrill of your life You should be be one of my kind
I am the thrill of your life You should be be one of my kind
The one in my life
The one in my life x2

(Chameleon Chameleon Chameleon you better start)"
7,Carlos Baute,Umjuu...lo haria por ti,TRTTHVD128F42348EA,2004,"Hay tantas cosas en mi vida
Que yo haría por ti, derretiría
El icerberg que habita en tu pasión
Yo lucharía con quien sea por ganar tu amor
Me metería por los poros de tu corazon
Me transformaría en el hombre invisible
Para estar siempre junto a ti
Lo haría por ti, lo haría por ti, por ti
No me vaciles no digas uju
No te exagero lo haría por ti
No te voltees no digas uju

Dime que si no me hagas sufrir
No me vaciles no digas uju
No te exagero lo haria por ti
No te voltees no digas uju
Dime que si no me hagas sufrir
Prepararía una bebida con gotas de amor
Y que al beberla piense que soy tu mejor opostor
Liquidaría al que sea por burlar tu amor
Y no me importa si ese es Sylvester Stallone

Me transformaría en el hombre invisible
Para estar siempre junto a ti
Lo haría por ti, lo haría por ti, por ti

No me vaciles no digas uju
No te exagero lo haría por ti
No te voltes no digas uju
Dime que si no me hagas sufrir je je
No me vaciles no digas uju
No te exagero lo haría por ti
No te voltes no digas uju
Dime que si no me hagas sufrir je je
Estas son cosas que haría por ti
Pon atención y oído al tambor

Aprendería a escribir japones tomando
Un curso tan solo un mes
Retaría a Ronaldo y Zidane con ojos vendados
Con 8 punas
Le afeitaría la barba a Fidel y le diría
También lo feo que se
Bajaría a charlar con el diablo para que
A los malos les dieran por el año
Me transformaría en el hombre invisible
Para estar siempre junto a ti
Lo haría por ti, lo haría por ti, por ti

No me vaciles no digas uju
No te exagero lo haría por ti
No te voltees no digas uju
Dime que si no me hagas sufrir je je
No me vaciles no digas uju
No te exagero lo haría por ti
No te voltees no digas uju
Dime que si no me hagas sufrir je je
No me vaciles no digas uju
No te exagero lo haría por ti
No te voltees no digas uju
Dime que si no me hagas sufrir je je
Para mi Carlinos uju!"
8,I-Wayne,Living In Love,TRQJDTK128F1496935,2004,"[1st verse]

I love to see my people living in love
I hate to see them fighting &amp; swimming in blood
Nuff neglect the farming, the scorning the mud
Yet they want to be the first to reap the fruit as it bud (OH!)
They fill the earth with prison, church, and whore house
Love the rum bar, yet them hate the pure house
Dem take the microchip and now a wrath a pour out
Less food, more drought and more mouth (oh)

[Chorus]

Rasta tell dem all the while
Stop war and go till the soil
Stop fighting for land and oil
Fi di coil so many go defile
Slave master spit inna dem face dem tek dat wit a smile
Di banks of the nile so mild and so fertile acres more than a zillion mile
People acting vile pick up cannibal style
Wah devour mama, papa, and child, (oh)

[2nd verse]

Sew life seed it and mek it buss
Dem sey dem ting dem tek too long fi grow and start to cuss har
I couldn't trust some of those as how I trust her
Such is life, dem say ah just her
I see Cassia Heights weh dem call di squater land
Some sey fi government, some sey fi Mathalon
Still no wan share although dem got a lot ah land
Dem wan fi turn a gun range and shotta land.

[Chorus]

Rasta tell dem all the while
Stop war and go till the soil
Stop fighting for land and oil
Fi di coil so many go defile
Slave master spit inna dem face dem tek dat wit a smile
The banks of the nile so mild &amp; so fertile acres more than ah zillion mile
The people acting vile pick up cannibal style
Wah devour mama, papa, and child

[3rd verse]

Politician ah talk certain tings dem nah mention
Sey ah drugs and gun people tax money spend pon
Come wit plastic smile &amp; dem wicked intention
Inna ya hand, a where dem put dem evil invention
Turn gun model seeking attention
See it deh now ya dead and it is no redemption
Parents ah wonder where to get the first cent from
To bury the dirt dem not even got pension

[Chorus]

Rasta tell dem all the while
Stop war and go til the soil
Stop fighting for land and oil
Fi di coil so many go defile
Slave master spit inna dem face dem tek dat wit a smile
Di banks of the nile so mild and so fertile acres more than ah zillion mile
The people acting vile pick up cannibal style
Wah devour mama, papa, and child

[Rpt 1st verse]

I love to see my people living in love.
I hate to see them fighting and swimming in blood.
Nuff neglect the farming, scorning the mud.
Yet they want to be the first to pick the fruit as it bud (oh)
They turn the earth inna prison, church, and whore house
Love the rum bar, yet they hate the pure house
Dem take the micro chip and now a wrath a pour out
Less food, more mouth and more drought

[Chorus]

Rasta tell dem all the while
Stop war and go till the soil
Stop fighting for land and oil
Fi the coil so many go defile
Slave master spit inna dem face dem tek dat wit a smile
Da banks of the nile so mild and so fertile measures more than ah zillion mile
People acting vile, dem pick up cannibal style
Wah devour mama, papa, and child"
9,The Get Up Kids,In Your Sea,TRKCJRV128E07844BF,2004,"Every afternooon
A point I hammer home
You had no follow through, 
follow through
Better off alone

Wading patiently
Stranded in your sea

Sing in time and tune
Where the action is
Don't need the stars and moon, 
stars and moon
Just wanted more than this

Wading patiently
Stranded in your sea

Cause I'm waiting for you
And all you can do
So little to prove
Time is the test of trust
gets the best of us
For hours, for hours

Every afternooon
A point I hammer home
I have no time for you, 
time for you
You're better off alone

Wading patiently
Stranded in your sea

because I'm waiting for you
And all you can do
So little to prove 
nobody knew, it must have been you
I didn't approve
But someday I'll be free
And you'll wait for me 
For hours, for ours"
