,Artist,Title,Track_id,Year,Lyrics
0,GANGgajang,Gimme Some Lovin',TRPZMOA128F930A336,1985,"Well it's happening again, like I always thought it would

Madmen dancing in the street and fires rage.
And it's a strange infatuation taking off across the nations
Crazy dialling confrontation 'cause it's one more move and it's all over

Gimme some lovin', it's what I need
Gimme little lovin', makes me feel right
Gimme some lovin' that's the way
Gimme little lovin' makes me say

It's spreading everywhere, showing here and growing there
There's no time for condemnation ,just to wait.
And it's an eerie indication of things that's turning out to be
Destruction to distraction,
'Cause it's one more move and it's goodbye,
You know why we've got to say, just

Gimme some lovin' it's what I need
Gimme little lovin' makes me feel right
Gimme some lovin' that's the way
Gimme litlle lovin' makes me feel like

They fall, again, on the streets tonight.

And we're wakin' up every day , looking this way looking that way
Wondering who will come and end this game
Of one more move and it's all over

Gimme some lovin' it's what I need
Gimme little lovin' makes me feel right
Gimme some lovin' that's the way
Gimme some lovin' that's the way"
1,Mike And The Mechanics,All I Need Is A Miracle,TRSLMFQ128F146976B,1985,"I said ""Go if you wanna go
Stay if you wanna stay""
I didn't care if you hung around me
I didn't care if you went away
And I know you were never right
I'll admit I was never wrong
I could never make up my mind
I made it up as I went along

And though I treated you like a child
I'm gonna miss you for the rest of my life

All I need is a miracle, all I need is you
All I need is a miracle, all I need is you
All I need is a miracle, all I need is you

I never had any time
And I never had any call
But I went out of my way just to hurt you
The one I shouldn't hurt at all
I thought I was being cool
Yeah, I thought I was being strong
But it's always the same old story
You never know what you've got 'til it's gone

If I ever catch up with you
I'm gonna love you for the rest of your life

All I need is a miracle, all I need is you (All I need is a miracle)
All I need is a miracle, all I need is you (All I need is a miracle)
All I need is a miracle, all I need is you

And if I ever catch up with you
I'm gonna love you for the rest of your life

All I need is a miracle, all I need is you (All I need is a miracle)
All I need is a miracle, all I need is you (All I need is a miracle)
All I need is a miracle, all I need is you (All I need is a miracle)
All I need is a, all I need is a
All I need is you (All I need is a miracle)"
2,Iron Maiden,Iron Maiden (Live) (1998 Digital Remaster),TRONUEB128F147F393,1985,"Won't you come into my room
I wanna show you all my wares
I just want to see your blood
I just want to stand and stare
See the blood begin to flow
As it pours upon the floor
Iron Maiden can't be fought
Iron Maiden can't be sought

Oh well, wherever
Wherever you are
Iron Maiden's gonna get you
No matter how far
See the blood flow, watching it shed
Up above my head
Iron Maiden wants you for dead"
3,Louis Armstrong,Ain't Misbehavin',TRIYNRM128F424BF6B,1985,"No one to talk with
All by myself
No one to walk with
But I'm happy on the shelf
Ain't misbehavin'
I'm savin' my love for you

I know for certain
The one I love
I'm through with flirtin'
It's just you I'm thinkin' of
Ain't misbehavin'
I'm savin' my love for you

Like Jack Horner
In the corner
Don't go nowhere
What do I care?
Your kisses are worth waitin' for
Believe me

I don't stay out late
Don't care to go
I'm home about eight
Just me and my radio
Ain't misbehavin'
I'm savin' my love for you"
4,Lizzy Borden,Save ME,TRLHIEI128F934AC0D,1985,"She's acting like a woman
And you can tell by the look in her eyes
She's still a child
And she tells me
She's gonna go far her own way
And you know, yes you know
It's just a game she plays

Save me
I'm not just any fool
You gotta - save me, save me
I'm dying here with you

Search for what you need
Hunger for the feed
If you crash you soon will burn
Never to return

I couldn't see
My eyes were blinded
Now you're a picture of the past
A cold reminder

Save me
I'm not just any fool
You gotta - save me, save me
I'm dying here with you

Search for what you need
Hunger for the feed
If you crash you soon will burn
Never to return

Save me
I'm not just any fool
You gotta - save me, save me
I'm dying here with you
Yeah, you're killing me babe"
5,Level 42,Eyes Waterfalling,TRGGRKD128EF340A0B,1985,"Let me out to play
Let me find a way - to be
Let me feel the sun
Life has just begun for me

Eyes waterfalling, a world full of tears
Eyes waterfalling, but nobody hears

Laughter all around
It's lonely looking down - from here
Fuel my shallow pride
And teach me how to hide my fear

Eyes waterfalling, a world full of tears
Eyes waterfalling, but nobody hears

They've got control of my life
I can't break away

They've shaped my destiny
No use the boy in me
I go to join my friend
He'll bring me joy again

Eyes waterfalling, a world full of tears
Eyes waterfalling, but nobody hears

I lost control in the night
And drifted away

Eyes waterfalling, a world full of tears
Eyes waterfalling, but nobody hears"
6,Yngwie Malmsteen's Rising Force,On The Run Again,TRVGEPJ128E0793595,1985,"""Outcast, not knowing right from wrong
Surrounded by women, wine, and song
Never still always on the run
Prince of the night, killing with a gun

Now, he's taken a life away
Nowhere to run, nowhere to stay

Renegade, he fled from town to town
Vigilantes joint to hunt him down
For his head, lies a might price
He's a wanted man, dead or alive

Where will he go from here
He's on the run again...nowhere...no, no...

He's got mixed emotions running through his head
With a crazy notion, he's gonna end up dead

He's on the run, again...(repeat 4 times)
Tell me when will it end

"""
7,SUE THOMPSON,James (Hold The Ladder Steady),TRAACFV128F935E50B,1985,"James, James hold the ladder steady
James, James I'm packed tonight I'm ready
James, James hold the ladder steady
I'm a'comin' down to your ar-ar-ar-rms
I'm a'comin' down to your arms.
Now James and I we went to mama and showed her my diamond ring
She said ""my poor little baby, you must be crazy, to think of such a thing""
So James, James hold the ladder steady
James, James I'm packed tonight I'm ready
James, James hold the ladder steady
I'm a'comin' down to your ar-ar-ar-rms
I'm a'comin' down to your arms.
Now James and I we went to daddy and said that we want to be wed
Daddy said ""nope, you'll just have to elope"" and laughed as he went to bed""
But James, James hold the ladder steady
James, James I'm packed tonight I'm ready
James, James hold the ladder steady
I'm a'comin' down to your ar-ar-ar-rms
I'm a'comin' down to your arms.
I'd hate to see 'em in the morning when they both completely flip
He'll be sayin' ""they cain't"", she'll be feeling faint""
And I'll be kissing my husband's lips
So James, James hold the ladder steady
James, James I'm packed tonight I'm ready
James, James hold the ladder steady
I'm a'comin' down to your ar-ar-ar-rms
I'm a'comin' down to your arms.

James, James hold the ladder steady
James, James I'm packed tonight I'm ready
James, James hold the ladder steady"
8,Sacred Reich,No Believers,TRLIKDJ128F934B6CF,1985,"What is this lie there is no truth
There is no God there is no proof
They say there is a higher beeing
He was crucified, torn and bleeding

The Bible is a lie
I defy the lying priest
God doesn't control my life
I choose me own destiny
Religion is for the weak
Your soul will die forever
Get up off your knees
There's no God in heaven!

What is God, imagination
A symbol of lies and frustration
Your saviour Jesus was lost
When he was nailed to the cross

The Bible is a lie
I defy the lying priest
God doesn't control my life
I choose me own destiny
Religion is for the weak
Your soul will die forever
Get up off your knees
There's no God in heaven!

Screaming prophets
Screaming prophets control your mind
Fake messiah
Fake messiah bathed in lies
Devour Christians
Devour Christians see the light
Do not question
Do not question God is right

Millions of Christians accept in their heart
Their saviour is Jesus have faith in the cross
There is no truth to the holy cross
But millions follow millions are lost

The Bible is a lie
I defy the lying priest
God doesn't control my life
I choose me own destiny
Religion is for the weak
Your soul will die forever
Get up off your knees
There's no God in heaven!"
9,7 Seconds,Strength,TRYOGXX128F42483A6,1985,"if what you see is what you get.
just look toward us and never fret.
i'll sing this 'till i can't no more.
a part of what i'm waiting for.
it's there so strong and can you see
a force. and what we have is strength.


(repeat)
and what we have is STRENGTH!
all we need it's what we got!"
