,Artist,Title,Track_id,Year,Lyrics
0,Marvin Gaye,How Sweet It Is (To Be Loved By You),TRYLDWG128F92E249A,1966,"How sweet it is to be loved by you
How sweet it is to be loved by you

I needed the shelter of someone's arms and there you were
I needed someone to understand my ups and downs
And there you were
With sweet love and devotion
Deeply touching my emotion
I want to stop and thank you baby
I just want to stop and thank you baby

How sweet it is to be loved by you
How sweet it is to be loved by you

I close my eyes at night,
Wondering where would I be without you in my life
Everything I did was just a bore,
Everywhere I went it seems I'd been there before
But you brightened up for me all of my days
With a love so sweet in so many ways
I want to stop and thank you baby
I want to stop and thank you baby

How sweet it is to be loved by you
How sweet it is to be loved by you

You were better to me than I've been to myself
For me, there's you and there ain't nobody else
I want to stop and thank you baby
I just want to stop and thank you baby

(repeat and fade):
How sweet it is to be loved by you
How sweet it is to be loved by you"
1,Simon & Garfunkel,The Big Bright Green Pleasure Machine,TRSDFLV128F427703E,1966,"Do people have a tendency to dump on you?
Does your group have more cavities than theirs?
Do all the hippies seem to get the jump on you?
Do you sleep alone when other sleep in pairs?
Well, there's no need to complain, we'll eliminate your pain
We can neutralize your brain, you'll feel just fine now
Buy a big, bright green pleasure machine

Do figures of authority just shoot you down?
Is life within the business world a drag?
Did your boss just mention that you'd better shop around
To find yourself a more productive bag?
Are you worried and distressed, can't seem to get no rest
Put our product to the test. you'll feel just fine now
Buy a big, bright green pleasure machine

You better hurry up and order one
Our limited supply is very nearly gone

Do you nervously await the blows of cruel fate?
Do your checks bounce higher than a rubber ball?
Are you worried 'cause your girlfriend's just a little late?
Are you looking for a way to chuck it all?
We can end your daily strife at a reasonable price
You've seen it advertised in Life, you'll feel just fine now
Buy a big, bright green pleasure machine"
2,The Who,Substitute,TRSDBZV128E078E995,1966,"You think we look pretty good together
You think my shoes are made of leather
But I'm a substitute for another guy
I look pretty tall, but my heels are high
The simple things you see are all complicated
I look pretty young, but I'm just backdated, yeah

Substitute your lies for fact
I see right through your plastic mac
I look all white, but my dad was black
My fine looking suit is really made out of sack

I was born with a plastic spoon in my mouth
The north side of my town faced east, and the east was facing south
And now you dare to look me in the eye
Those crocodile tears are what you cry
It's a genuine problem, you won't try
To work it out at all, you just pass it by, pass it by

Substitute me for him
Substitute my coke for gin
Substitute you for my mum
At least I'll get my washing done

I'm a substitute for another guy
I look pretty tall, but my heels are high
The simple things you see are all complicated
I look pretty young, but I'm just backdated, yeah

I was born with a plastic spoon in my mouth
The north side of my town faced east, and the east was facing south
And now you dare to look me in the eye
Those crocodile tears are what you cry
It's a genuine problem, you won't try
To work it out at all, just pass it by, pass it by

Substitute me for him
Substitute my coke for gin
Substitute you for my mum
(Substitute) At least I'll get my washing done

Substitute your lies for fact
(Substitute) I see right through your plastic mac
(Substitute) I look all white, but my dad was black
(Substitute) My fine looking suit is really made out of sack"
3,Cat Stevens,I'm Gonna Get Me A Gun,TRQZUWX128F1463481,1966,"I've been demoralized too many times
But now I realize, ah, ah, no more

I'm gonna get me a gun
I'm gonna get me a gun
And all those people who put me down
You better get ready to run
'Cause I'm gonna get me a gun

I know my destiny is like the sun
You see the best of me when I have got my gun

I'm gonna get me a gun
I'm gonna get me a gun
And all those people who put me down
You better get ready to run
'Cause I'm gonna get me a gun

So you think you can push me around and make me run
Well, I'm gonna tell you now

I'm gonna get me a gun
I'm gonna get me a gun
And all those people who put me down
You better get ready to run
'Cause I'm gonna get me a gun

Gonna get me a gun
Gonna get me a gun
Gonna get me a gun"
4,Stevie Wonder,Blowin' In The Wind,TRENWPP128F149633F,1966,"Mm, mm, mm
You know it's blowin' (blowin')
Blowin' (blowin')
And it's blowin' (yes it is now)
Whoa, blowin', mm, mm, mm

How many roads must a man walk down
Before they call him a man?
And how many seas must a white dove sail
Before she sleeps in the sand?
How many times must those cannon balls be fired
Before they're forever banned?
Whoa, yeah, let me tell you that
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind
Whoa, yeah

(Well how many years)
Now how many years can a mountain exist
(Yeah before)
Before it's washed to the sea?
(And I wanna know how many)
Now how many years can a man exist
(Ah before)
Before he's allowed to be free?
(Too many years have gone by already now Stevie)
Now how many times can a man turn his head
(He turn his head and pretend)
And he pretends that he just doesn't see?
Whoa, yeah, you know the answer, my friend, is blowin' in the wind
The answer is blowin' in the wind
Whoa, you know that the answer is blowin' in the wind

Uh huh, let me tell you it's blowin' (blowin')
Blowin' (blowin')
And it's blowin' (yes it is now)
Whoa, the answer is blowin' in the wind
And it's blowin', yeah, yeah, yeah
The answer is blowin', la la la la la la la la
You know that the answer is blowin' in the wind"
5,The Seeds,Mr. Farmer,TRSCZJC128F425F8A0,1966,"See the farmer on the other side of town
He's always working hard 'til the sun goes down
He's up every morning right on five, a wanting green seeds just to come alive
But he don't wear a no farm clothes, he's always using a rake and hoe
But his seeds are starting to grow, like a big stalk up through the sky

He used to live in an apartment in a big old city
With thick and priestly windows built right in it
But he decided to move to a little tiny town
He wanted to be a farmer all year round
And on a country road where you can't see a thing
He's got five acres filled little green things, he said
He's working so hard all night and day

Mr. Farmer let me watch your crops
Mr. Farmer let me water your crops
Mr. Farmer let me harvest your crops
I want to have a dream come true
I said a farmer, farmer, farmer
I want to be just like you

See the farmer a walking down town, always draws a crowd when he's around
He's always wearing seedy clothes, he's shows them off wherever he goes
You can spot him anywhere, got a bright pink thumb but he don't care
I said, he looks like something from a very bad dream

Mr. Farmer let me watch your crops
Mr. Farmer let me water your crops
Mr. Farmer let me harvest your crops
Mr. Farmer let me save your crops
I said, a farmer, farmer, farmer"
6,Simon & Garfunkel,A Most Peculiar Man,TRTKCKC128F427FFBC,1966,"He was a most peculiar man
That's what Mrs. Reardon says, and she should know
She lived upstairs from him
She said he was a most peculiar man

He was a most peculiar man
He lived all alone within a house
Within a room, within himself
A most peculiar man

He had no friends, he seldom spoke
And no one in turn ever spoke to him
'Cause he wasn't friendly and he didn't care
And he wasn't like them
Oh no, he was a most peculiar man

He died last Saturday
He turned on the gas and he went to sleep
With the windows closed so he'd never wake up
To his silent world and his tiny room
And Mrs. Reardon says he has a brother somewhere
Who should be notified soon
And all the people said ""What a shame that he's dead
But wasn't he a most peculiar man?"""
7,Jefferson Airplane,Let's Get Together,TREPTSU128F4288A9F,1966,"Love is but a song we sing,
Hear a way we die.
You can make the mountains ring,
Hear the angels cry.
Tho' the dove is on the wing
You need not know why.

Hey, people now,
Smile on your brother.
Let me see you get together,
Love one another right now.

Some will come and some will go,
We shall surely pass.
When the wind that left us here,
Returns for us at last.
We are but a moment's sunlight,
Fading on the grass.

Hey, people now,
Smile on your brother.
Let me see you get together,
Love one another right now.

Hey, people now,
Smile on your brother.
Let me see you get together,
Love one another right now.

If you hear the song I'm singing,
You will understand.
You hold the key to love and fear,
All in your trembling hand.
One key unlocks them both, you know,
It's at your command."
8,The Cyrkle,Red Rubber Ball,TRJTTNG128F4269122,1966,"I should have known
You'd bid me farewell
There's a lesson to be learned from this
And I learned it very well
Now I know you're not the only 
Starfish in the sea
If I never hear your name again
It's all the same to me

And I think it's gonna be alright
Yeah, the worst is over now
The morning sun is shining 
Like a red rubber ball

You never care
For secrets I confide
For you I'm just an ornament
Something for your pride
Always running, never caring
That's the life you live
Stolen minutes of your time
Were all you had to give

And I think it's gonna be alright
Yeah, the worst is over now
The morning sun is shining
Like a red rubber ball

The story's in the past
With nothing to recall
I've got my life to live
And I don't need you at all
The rollercoaster ride we took 
Is nearly at an end
I bought my ticket with my tears
That's all I'm gonna spend

And I think it's gonna be alright
Yeah, the worst is over now
The mornin' sun is shining
Like a red rubber ball

Oh, I think it's gonna be alright
Yeah, the worst is over now
The mornin' sun is shining
Like a red rubber ball"
9,The Lovin' Spoonful,Rain On The Roof,TRBKUZK128F92F069C,1966,"You and me and rain on the roof,
Caught up in a summer shower,
Drying while it soaks the flowers.
Maybe we'll be caught for hours,
Waiting out the sun.
You and me, we're gabbing away
Dreamy conversation, sitting in the hay.
Honey, how long was I laughing in the rain with you?
Cause I didn't feel a drop til the thunder brought us to.
You and me underneath a roof of tin.
Pretty comfy feeling, how the rain ain't leaking in.
We can sit and dry just as long as it can pour.
Cause the way it makes you look makes me hope it rains some more.
You and me and rain on the roof,
Caught up in a summer shower.
Drying while it soaks the flowers
Maybe we'll be caught for hours,
Waiting out the sun."
