,Artist,Title,Track_id,Year,Lyrics
0,Bessie Smith,Young Woman's Blues,TRJBDVE128F9306FDB,1940,"Woke up this mornin' when chickens was crowin' for day
Felt on the right side of my pilla', my man gad gone away
By this pilla' he left a note readin', ""I'm sorry, Jane, you got my goat
No time to marry, no time to settle down""
I'm a young woman and ain't done runnin' 'round
I'm a young woman and ain't done runnin' 'round
Some people call me a Hobo,
Some call me a bum
Nobody knows my name, nobody knows what I've done
I'm as good as any woman in your town
I ain't no high yeller,
I'm a deep killer of brown
I ain't gonna marry, ain't gonna settle down
I'm gonna drink good Moonshine
And rub these browns down
See that long lonesome road
Lawd, you know it's gotta and I'm a good woman and I can get plenty men"
1,Bukka White,When Can I Change My Clothes,TRMLAMB128F427ED22,1940,"When Can I Change My Clothes?   2:58   Trk 12
Bukka White (Booker T. Washington White)
Bukka White - vocal &amp; guitar &amp; Washboard Sam - wshbrd.
Recorded: March 7th &amp; 8th 1940 Chicago, Illinois
Album: Parchman Farm Blues, Roots RTS 33055 


Never will forget that day
When they had me in Parchman Jail
Would no one even come and go my bail
I wonder how long
Before I can change my clothes?
I wonder how long
'Fore I can change my clothes?

So many days I would be sittin' down
I would be sittin' down lookin' down on my clothes
I wonder how long
Before I can change my clothes?
I wonder how long
'Fore I can change my clothes

So many days when the day would be cold
They would car' me out in the rain and cold
I wonder how long
Before I can change my clothes?
I wonder how long
'Fore I can change my clothes?

So many days when the day would be cold

You can stand and look at these convict toes
I wonder how long
Before I can change my clothes?
I wonder how long
'Fore I can change my clothes?

So many days I would be
Walkin' down the road
I can hardly walk for lookin' down on my clothes
I wonder how long
Before I can change my clothes?
I wonder how long
'Fore I can change my clothes

Never will forget that day
When they taken my clothes
Taken my citizen's clothes
And throwed them away
Wonder how long
Before I can change my clothes?
I wonder how long
'Fore I can change my clothes.

~"
2,Bukka White,Aberdeen Mississippi Blues,TRHRKYP128F4280BB1,1940,"I was over in Aberdeen
On my way to New Orlean
I was over in Aberdeen
On my way to New Orlean
Them Aberdeen women told me
Will buy my gasoline

Hey, two little women
That I ain't ever seen
They has two little women
That I ain't never seen
These two little women
Just from New Orlean

Ooh, sittin' down in Aberdeen
With New Orlean on my mind
I'm sittin' down in Aberdeen
With New Orlean on my mind
Well, I believe them Aberdeen women
Gonna make me lose my mind, yeah

Aber-deen is my home
But the mens don't want me around
Aberdeen is my home
But the men don't want me around
They know I will take these women
An take them outta town

Listen, you Aberdeen women
You know I ain't got no dime
Oh-oh listen you women
You know'd I ain't got no dime
They been had the po' boy
All up and down"
3,Bukka White,Good Gin Blues,TRHKZXA128F9326133,1940,"Here come old Todd Walker
Full in good gin

Good mornin' friend
I wants me a drink of gin
Good mornin' friend
I wants me a drink of gin
'Cause they told me this mornin'
Revenue men'll be back again

Oh, listen you men
Don't you let him in
Listen, you men
Don't you let him in
Well, they might catch me
Or wait up for him again

Oh, come in friend
And have a drink of gin
Come in friend
And have a drink of gin
I know he deserves sin
But I love my good old gin

Oh, come back friend
When I ain't in my gin
Come back friend
When I ain't in my gin
'Cause I don't care nothin' about
Oh, them old revenue men"
4,Bukka White,Sleepy Man Blues,TRCAHZD128F4280BC1,1940,"When a man gets trouble in his mind
He wanna sleep all the time
When a man gets trouble in mind
He wanna sleep all the time
He knows, he can't sleep all the time
He's trouble won't worry mind, won't worry his mind

I'm feelin' worried in mind
And I'm tryin-a keep from cryin'
I'm feelin' worried in mind
And I'm tryin-a keep from cryin'
I am standin' into sunshine
To keep from weakin' down, keep from weakin' down

I want somewhere to go
But I hate to go to town
I want somewhere to go
To satisfy my mind
I would go to town
But I hate to stand around, hate to stand around

I wonder what's the matter with my right mind?
My mind keep me sleepin' all the time
I wonder what's the matter with my right mind?
My mind keep me sleepin' all the time
But when I had plenty of money
My friend would come around, would come around

If I had my right mind
I would write my women a few lines
If I had my right mind
I would write my women a few lines
I will do most anything
To keep from weakin' down, keep from weakin' down"
5,Bukka White,High Fever Blues,TRRRGCS128F4280BB6,1940,"I'm taken down with the fever and it won't let me sleep
I'm taken down with the fever and it won't let me sleep
It was about three o'clock before he would let me be

I wish somebody would come and drive my fever away
I wish somebody, come and drive my fever away
This fever I'm havin' sho' weaves in my way

The fever I'm havin' sho' is hard on a man
The fever I'm havin' sho' is hard on a man
They don't allow my lover come and shake my hand

I wonder what's the matter with the fever, sho' is hard on a man
I wanna know what's the matter, how come this fever hard on a man
Doctor said, ""Ain't the fever, that's your lover has another man""

Doctor get your fever gauge and put it under my tongue
Doctor get your fever gauge and put it under my tongue
Doctor says, ""All you need, your lover in your arms""

I wants my lover come and drive my fever away
I wants my lover come and drive my fever away
Doctor says she'll do me more good in a day
Than he would in all of his days"
6,Bukka White,Parchman Farm Blues,TRFUAEA12903C96CA7,1940,"Judge give me life this mornin'
Down on Parchman farm
Judge give me life this mornin'
Down on Parchman farm
I wouldn't hate it so bad
But I left my wife in mourn

Oh, goodbye wife
All you have done gone
Oh, goodbye wife
All you have done gone
But I hope some day
You will hear my lonesome song

Oh, listen you men
I don't mean no harm
Oh, listen you men
I don't mean no harm
If you wanna do good
You better stay off old Parchman farm

We got to work in the mornin'
Just at dawn of day
We got to work in the mornin'
Just at dawn of day
Just at the settin' of the sun
That's when the work is done

I'm down on Parchman farm
I sho' wanna go back home
I'm down on Parchman farm
But I sho' wanna go back home
But I hope some day
I will overcome"
7,Bukka White,Black Train Blues,TRZMNLS128F4280BB9,1940,"My heart is filled with pain
I believe I'll take the train
My heart is filled with pain
I believe I'll take the train

The one I love
She has another man

Yon' come the train
And I got no change
Yon' come the train
And I got no change

All I can do
Just stand an wring my hands

I don't feel ashamed
Standin' and wringin' my hands at the train
I don't feel ashamed
Standin' and wringin' my hands at the train

I ain't the first man
The train, left cold in hand

Now the same big black train
That put me in a strain
That the same big black train
That put me in a strain

I ride the train
Keep the women from spendin' my change

I don't see nothin'
But hasten another train
I don't see nothin'
But hasten another train

That the same black train
That left me in a strain"
8,Bukka White,Fixin' To Die Blues,TRINBQR128F92E6A88,1940,"Feeling funny in my mind, Lord
I believe I'm fixing to die
Feeling funny in my mind, Lord
I believe I'm fixing to die

Well, I don't mind dying
But I hate to leave my children crying

Well, I look over yonder to that burying ground
Look over yonder to that burying ground
Sure seems lonesome, Lord
When the sun goes down

Feeling funny in my eyes, Lord
I believe I'm fixing to die, fixing to die
Feeling funny in my eyes, Lord
I believe I'm fixing to die

Well, I don't mind dying but
I hate to leave my children crying

Well there's a black smoke rising, Lord
It's rising up above my head, up above my head
Well there's a black smoke rising, Lord
It's rising up above my head
And tell Jesus make up my dying bed

I'm walking kind of funny, Lord
I believe I'm fixing to die, fixing to die
Yes I'm walking kind of funny, Lord
I believe I'm fixing to die, fixing to die, fixing to die

Well, I don't mind dying
But I hate to leave my children crying"
9,Bukka White,District Attorney Blues,TRPFJIN128F4280BB7,1940,"District Attorney Blues   2:40   Trk 8
Bukka White (Booker T. Washington White)
Bukka White - vocal &amp; guitar
With Washboard Sam (Robert Brown) - wshbrd.
Recorded: March 7th &amp; 8th 1940 Chicago, Illinois
Album: Parchman Farm Blues, Roots RTS 33055 


District Attorney sho' is hard on a man
He will take a woman's man and leave her cold in hand
District Attorney sho' is hard on a man
He will take a woman's man and leave her cold in hand

A District Attorney sho' is hard on a man
He has caused a many mens to
Be in some distant land
District Attorney sho' is hard on a man
He have caused so many women to be cold in hand

A District Attorney sho' is hard on a man

Ain't no woman but he sho' will take a woman's man
District Attorney sho' is hard on a man
He will take a woman man and leave her cold in hand

A District Attorney sho' is hard on a man
He can tell us a-where when he gonna
Take a woman's man
District Attorney sho' is hard on a man
Well, he will take a woman's man and leave her cold in hand

A District Attorney sho' is hard on a man
He taken me from my woman
Cause her to love some other man
District Attorney sho' is hard on a man
He will take a woman's man and leave her cold in hand.

~"
