,Artist,Title,Track_id,Year,Lyrics
0,Fats Waller,I'm Gonna Sit Right Down And Write Myself A Letter,TRFYPZC12903CD12AA,1973,"I'm gonna sit right down and write myself a letter
And make believe it came from you
I'm gonna write words, oh, so sweet
They're gonna knock me off my feet
A lotta kisses on the bottom
I'll be glad I got 'em

I'm gonna smile and say ""I hope you're feeling better""
And close ""with love"" the way you do
I'm gonna sit right down and write myself a letter
And make believe it came from you

Gonna smile and say ""I hope you're feeling better""
And close ""with love"" the way you do
I'm gonna sit right down and write myself a letter
And make believe, make believe, make believe it came from you"
1,David Essex,Rock On,TRDMWQO12903C99C8D,1973,"Hey, kid, rock 'n' roll, rock on
Ooh, my soul
Hey kid, boogie, too, did ya?
Hey, shout, summertime blues
Jump up and down in my blue suede shoes
Hey, kid, rock 'n' roll, rock on

And where do we go from here?
Which is a way that's clear?
Still looking for that blue jean baby queen
Prettiest girl I've ever seen
See her shake on the movie screen, Jimmy Dean
(James Dean)

And where do we go from here?
Which is the way that's clear?
Still looking for that blue jean baby queen
Prettiest girl I ever seen
See her shake on the movie screen, Jimmy Dean
Jimmy Dean

Rock on
Rock on
Rock on
Hey, kid, rock 'n' roll, rock on
Rock on
Hey, kid, rock 'n' roll, rock on
Rock on
Hey, kid, rock 'n' roll, rock on
Rock on
Hey, kid, rock 'n' roll, rock on
Rock on
Hey, kid, rock 'n' roll, rock on
Rock on
Hey, kid, rock 'n' roll, rock on
Rock on
Hey, kid, rock 'n' roll, rock on
Rock on
Hey, kid, rock 'n' roll, rock on"
2,Nazareth,Razamanaz,TRFDEVW12903CD9988,1973,"We've got to get it together
You bring the wine, we'll bring the weather
We haven't come to be clever
Let's make it now 'cause this could be never
We're gonna razamataz ya tonight
We're gonna razamanaz ya all night
Razamataz, razamataz, up on your feet
Let's see ya dance, dance, dance.

Now that we've come to a showdown
We won't allow you a second to slow down
The moment has come to deliver
You as the taker, and we as the giver
We're gonna razamataz ya tonight
We're gonna razamanaz ya all night
Razamataz, razamataz, up on your feet
Let's see ya dance, dance, dance.

All of the world loves a raver
We're playin' for ravers who savour the flavour
You all appear calm and collected
Razamanazin' you never expected
We're gonna razamataz ya tonight
We're gonna razamanaz ya all night
Razamataz, razamataz, up on your feet
Let's see ya dance, dance, dance.

We're gonna razamataz ya tonight
We're gonna razamanaz ya all night
Razamataz, razamataz, up on your feet
Let's see ya dance, dance, dance."
3,Eric Clapton,Little Wing,TRPOCPJ128E079394D,1973,"Well she's walking through the clouds
With a circus mind that's running 'round.
Butterflies and zebras, fairy tales,
That's all she ever thinks about.

When I'm sad she comes to me
With a thousand smiles she gives to me free.
Said, ""It's all right, take anything you want,
Anything you want, anything.""

Well she's walking through the clouds
With a circus mind that's running 'round.
Butterflies and zebras, fairy tales,
That's all she ever thinks about.

When I'm sad she comes to me
With a thousand smiles she gives to me free.
Said, ""It's all right, take anything you want,
Anything you want, anything.""

Fly on, little wing."
4,Fairport Convention,The Hexhamshire Lass,TROJYPF128E078FCDF,1973,"Away with the buff and the blue
And away with the cap and feather
I want to see my lass who lives in Hexhamshire
Off with the  . . .  and over the moss and the mire
I want to see my lass who lives in Hexhamshire
Her father loves her well, her mother loves her dearer
I love them better than them both but, man, I can't get near her
Off with the  . . .  and over the moss and the mire
I want to see my lass who lives in Hexhamshire
If only I could be lying there aside her
While I must bide here, my arms'll be denied her
Off with the  . . .  and over the moss and the mire
I want to see my lass who lives in Hexhamshire
Her skin is like the silk and her hair is like the silver
Her breasts are deep and cool, they'll warm when I get near her
Off with the  . . .  and over the moss and the mire
I want to see my lass who lives in Hexhamshire
Ah, this love of mine, oh, this love, I am weary
Sleep I can't get none for thinking of my dearie
Off with the  . . .  and over the moss and the mire
I want to see my lass who lives in Hexhamshire
Away with the ?gilded? shield and away with the cap and feather
I want to see my lass who lives in Hexhamshire
Away with the buff and the blue
Away with the cap and feather
I want to see my lass who lives in Hexhamshire
Off with the  . . .  and over the moss and the mire
I want to see my lass who lives in Hexhamshire"
5,Tanya Tucker,Would You Lay With Me (In A Field Of Stone),TRIAVTH128F426FFC5,1973,"Would you lay with me
In a field of stone
If my needs were strong
Would you lay with me

Should my lips grow dry
Would you wet them dear
In the midnight hour
If my lips were dry

Would you go away to another land
Walk a thousand miles through the burning sand
Wipe the blood away from my dieing hands
If I give myself to you

Will you bathe with me 
In the stream of life
When the moon is full
Will you bathe with me

Will you still love me
When I'm down and out
In my time of trial
Will you stand by me

Would you go away to another land
Walk a thousand miles through the burning sand
Wipe the blood away from my dieing hands
If I give myself to you

Would you lay with me
In a field of stone
Should my lips grow dry
Would you wet them dear
Would you bathe with me
In the stream of life
Would you still love me
When I'm down and out"
6,Buddy Holly / The Fireballs,Slippin' And Slidin',TRENFKU128F93501F1,1973,"Slippin' &amp; a-slidin' - peepin' and a-hidin' 
been told a long time ago 
slippin' &amp; a-slidin' - peepin' and a-hidin' 
been told a long time ago 
I've been told baby you've been bold 
I won't be you're fool no more 

Oh my Linda, she's a solid sender 
know you better surrender 
oh my Linda, she's a solid sender 
know you better surrender 
slippin' &amp; a-slidin' - peepin' &amp; a-hidin' 
I won't be you're fool no more 

Oh big conniver - nothin' but a child 
I done got hip to your jive 
oh big conniver - nothin' but a child 
I done got hip to your jive 
slippin' &amp; a-slidin' - peepin' &amp; a-hidin' 
I won't be you're fool no more"
7,Tim Buckley,Peanut Man,TRLIAFH128F42514C9,1973,"Drops of persperation johnny 
Coming over me hey buddy 
Pour another glass of cola 
Pass it to me 

Round of coca cola 
Add some sweet potato to it 
You know everybody wants to get a peanut butter heart 

Drops of persperation johnny 
Coming over me hey buddy 
Pour another glass of cola 
Pass it to me 

Round of coca cola 
Add some sweet potato to it 
You know everybody wants to get a peanut butter heart 

Im looking through you 
Yes i can 
And that should do you 
Peanut man 

Im looking through you 
Yes i can 
And that should do you 
Peanut man 

Lots of perseperation 
Coming over me 
Pour another cola 
Pass it to me 

Im looking through you 
Yes i can 
And that should do you 
Peanut man 

Im looking through you 
Yes i can 
And that should do you 
Peanut man"
8,Aerosmith,Movin' Out,TRJBYPZ128F42832C5,1973,"We all live on the edge of town
Where we all live ain't a soul around
People start a-comin' all we do is just a-grin
Said we gotta move it out 'cause the city's movin' in
I said we gotta move it out 'cause the city's movin' in

Tell me who you know and I'll tell ya who to
Go see my friend, he'll set you free
Tell me what you need and maybe I can go too
No one knows the way but maybe me
Nobody goes there, nobody shows where
Nobody knows where you can find me, yeah

Good mornin' glory, hallelujah to ya
What is the story?
And what's been goin' through ya?
Livin' like a king off the fat of the land
Workin' like a dog in a rock and roll band

We're movin', we're getting out
We're movin', without a doubt
We're movin', we're goin' far
We're movin', oh, yes we are

'Cause nobody goes there, nobody shows there
Nobody knows where you can find me
Nobody knows there, nobody shows there
Nobody knows where you can find me
No, no no no no, it's all comin' down on you, yeah
Now now now oh

Level with God and you're in tune with the universe
Talk with yourself and you'll hear what you wanna know
Gotta rise above 'cause below it's only gettin' worse
Life in time will take you where you wanna go

Yeah, where you wanna go?
Where you wanna go?
Where you going?
Where you going?
Where you going?
Ah ah ah ah ah ahhhh, oh oh, come on

Good mornin' glory, hallelujah to ya
What is the story?
And what's been goin' through ya?
Livin' like a king off the fat of the land
Workin' like a dog in a rock and roll band

We're movin', we're getting out
We're movin', without a doubt
We're movin', we're goin' far
We're movin', oh, yes we are, 'cause

Nobody knows where, nobody shows where
Nobody knows where you can find me
Nobody knows where, nobody shows where
Nobody knows where you can find me

Well, down and down, 'round and down
Better catch your mama so you know where I'm goin'

We all live on the edge of town
Where we all live ain't a soul around
People start a-comin' all we do is just a-grin
Said we gotta move it out 'cause the city's movin' in
I said we gotta move it out 'cause the city's movin' in, hey"
9,Paul McCartney / Wings,My Love,TROFVDQ12903CFB792,1973,"And when I go away
I know my heart can stay with my love
It's understood
It's in the hands of my love
And my love does it good
Whoa whoa-whoa whoa, whoa whoa-whoa whoa
My love does it good

And when the cupboard's bare
I'll still find something there with my love
It's understood
It's everywhere with my love
And my love does it good
Whoa whoa-whoa whoa, whoa whoa-whoa whoa
My love does it good

Whoa-whoa, I love, oh-whoa, my love
Only my love holds the other key to me
Oh-whoa, my love, oh-oh, my love
Only my love does it good to me

Whoa whoa-whoa whoa, whoa whoa-whoa whoa
My love does it good

Don't ever ask me why
I never say goodbye to my love
It's understood
It's everywhere with my love
And my love does it good, whoa
Whoa whoa-whoa whoa, whoa whoa-whoa whoa
My love does it good

Whoa-whoa, I love, oh-whoa, my love
Only my love does it good to me
Whoa-whoa-whoa-whoa-whoa-whoa, whoa-whoa whoa"
