,Artist,Title,Track_id,Year,Lyrics
0,Brenda Lee,All Alone Am I,TRKHQIM128F1456A10,1963,"All alone am I ever since your goodbye
All alone with just a beat of my heart
People all around but I don't hear a sound
Just the lonely beating of my heart

No use in holding other hands
For I'd be holding only emptiness
No use in kissing other lips
For I'd be thinking just of your caress

All alone am I ever since your goodbye
All alone with just a beat of my heart
People all around but I don't hear a sound
Just the lonely beating of my heart

No other voice can say the words
My heart must hear to ever sing again
The words you used to whisper low
No other love can ever bring again.

All alone am I ever since your goodbye
All alone with just a beat of my heart
People all around but I don't hear a sound
Just the lonely beating of my heart"
1,Bob Dylan,Blowin' In The Wind,TRIRXIZ128F426728F,1963,"How many roads must a man walk down
Before you call him a man?
How many seas must the white dove sail
Before she sleeps in the sand?

Yes, and how many times must the cannonballs fly
Before they are forever banned?
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind

Yes, and how many years can a mountain exist
Before it is washed to the sea?
Yes, and how many years can some people exist
Before they're allowed to be free?

Yes, and how many times can a man turn his head
And pretend that he just doesn't see?
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind

Yes, and how many times must a man look up
Before he can see the sky?
Yes, and how many ears must one man have
Before he can hear people cry?

Yes, and how many deaths will it take 'til he knows
That too many people have died?
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind"
2,Cisco Houston,Do Re Mi,TRUXYTN12903CB286B,1963,"Well thousands of folks back east, they say,
Are leaving home most every day;
And they're beating the hot, old, dusty way to the California line.
Across the desert sands they roll,
A-getting' out of that old Dust Bowl.
And they think they're going to a sugar bowl,
And here is what they find.
The police at the port of entry say,
""You're number fourteen thousand for today.""

Chorus
If you ain't got the do-re-mi, boys,
If you ain't got the do-re-mi,
Well, you'd better go back to beatiful Texas,
Oklahoma, Georgia, Kansas, Tennessee.
California is a Garden of Eden,
It's a paradise to live in or see,
But, believe it or not, you won't find it so hot,
If you ain't got the do-re-mi.

Well, if you want to buy you a home or farm,
That deal nobody harm;
Or take your vacations by the mountains or the sea,
Don't swap your old cow for a car,
You'd better stay right where you are.
Well, you'd better take this little tip from me,
Because I look through the want ads every day,
And the headlines on the paper always say:

(Chorus)"
3,Mary Wells,Your Old Stand By,TROBSXI128F931B0A3,1963,"She left you last night 
And today you called me on the phone 
Asked me if you could come over 
'Cause you didn't want to be alone 
So you want me to stand in for her 
And be the love of your next act 
But this time I play the part so well 
There'll be no need for her coming back, 'cause... 

CHORUS: 
You know that I'm your old stand-by 
You know that you can call on me 
I know the part so well that you can hardly tell 
That she's left you in misery 

I know you only called me 'cause you needed company 
'Cause once again she's left you and your heart's in misery, but... 
(chorus) 

(repeat and fade): 
I don't wanna be your old stand-by 
I wanna be with you permanently 
I'm gonna play the part from the depths of my heart 
And you won't need nobody but me"
4,John Hammond,See That My Grave Is Kept Clean,TRWTOPP128F92FA445,1963,"Well, there's one kind favor I'll ask of you
One kind favor I'll ask of you
Oh, there's one kind favor I'll ask of you
See that my grave is kept clean

There's two white horses in a line
Two white horses in a line
Two white horses in a line
Gonna take me to my burying ground

Well, my heart stopped beating
My hands are cold
Well, my heart stopped beating
And my hands are cold
Well, my heart stopped beating
And my hands are cold
I believe just what the Bible told

Did you ever hear a coffin sound?
Did you ever hear a coffin sound?
Did you ever hear a coffin sound?
Then you know that the poor boy’s in the ground

Dig my grave with a silver spade
Well, you dig my grave with a silver spade
Dig my grave with a silver spade
Let me down the golden chain

Have you ever heard the church bell tone?
Ever heard the church bell tone?
Did you ever hear a church bell tone?
Then you know that the poor boy’s dead and gone

I feel so good

One kind favor I'll ask of you
One kind favor I'll ask of you
It’s one kind favor I'll ask of you
Please see that my grave is kept clean"
5,The Shirelles,Foolish Little Girl,TRXMUPQ128F92EF9BE,1963,"spoken: 
""You broke his heart and made him cry, 
And he's been blue since then"". ""Now he's 
Found somebody new and you want him back again"". 

Foolish little girl,fickle little girl 
You didn't want him when he wanted you 
He's found another love,it's her he's dreaming of 
And there's not a single thing that you can do 

""But I love him"" 
""No you don't it's just your pride that's hurt"" 
"" I still love him"" 
(If you got him back again,you'd go right out and do him dirt) 

Foolish little girl,fickle little girl 
You didn't want him when he wanted you 
He's found another love,it's her he's dreaming of 
And there's not a single thing that you can do  

""But I love him"" 
""It's too late to have a change of heart"" 
""I still love him"" 
(Tomorrow is his wedding day and you'll keep quiet if you're smart!)

Foolish little girl,fickle little girl 
You didn't want him when he wanted you 
He's found another love,it's her he's dreaming of 
And there's not a single thing that you can do 

""Forget him cause he don't belong to you"" 
""It's too late he's found somebody new"" 
""There's not a single thing that you can do"""
6,Brian Hyland,I'm Afraid To Go Home,TRDRHMO128F92D381E,1963,"I'm afraid to go home, I'm afraid to go home
Worries on my mind, afraid of what I'll find
Will my family be gone? I'm afraid to go home
Back to Tennessee, afraid of what I'll see

As I walk down this dusty road, got a heart with a heavy load
Ain't one thing that's the same, so much sorrow and pain
Headin' home in a single file, every inch is a quarter mile
Ain't heard nobody sing, ain't seen one livin' thing

Someone's waitin' for me, honey sweet as candy
Wanna hold her tightLord, make her be all right
Maybe 'round on next bend, all the ashes of land
Valleys will be green instead of what I've seen

I'm afraid for the scrubby pine, for the sweet honeysuckle vine
I'm afraid for my home, for the fields that I roamed
Kick along down a homeward road, and your heart's gotta take the load
I'm afraid to go home, I'm afraid to go home

Sherman's been in my town, burned it all to the ground
Now there's not a tree 'tween Memphis and the Sea
Now there's not a tree 'tween Memphis and the Sea"
7,Bobby Bare,Shame On Me,TRTDVBH12903CA817D,1963,"Shame on me for hurting you what can I say what can I do
Last night I was blind but today I see I did you wrong shame on me

You say you won't be seein' me again you say we're through
I wouldn't want to see the sunrise tomorrow if I knew that to be true
I know that just sayin' sorry doesn't sound out a lot
But the girl you saw me with last night means no more to me 
Than the thousand stars to the great clouds that cover the night
The more I look at her the more I realize how much I love you
Shame on me for hurting you...

I'll admit I shouldn't have given into love's wild temptation
With someone I cared nothing for I was blind and I hurt you
Can you ever forgive the fool the fool who really loves you
Last night I was blind but today I see I did you wrong shame on me"
8,Dionne Warwick,I Smiled Yesterday,TRGJUXP12903CC5B2B,1963,"Though I smiled yesterday
You know I'm not gonna smile anymore today 
(Since you went away from me)
How I miss you
(Since you went away from me)
I long to kiss you
Until you are back with me
I'm never gonna smile anymore, oh no

Though I laughed yesterday
You know I'm not gonna laugh anymore today
(Every moment we're apart)
I get so lonely
(Every moment we’re apart)
I love you only
Until you are back with me
I'm never gonna smile anymore, oh no

And baby, every day without you 
Is a day that's gonna turn out wrong
I need, need your love so badly
So won't you, won't you, won't you
Won't you let me smile again

Like I smiled yesterday
I don't wanna cry anymore like I cried today
(Baby hurry back to me)
I need your lovin'
(Baby hurry back to me)
Your tender lovin'
Until you are back with me
I'm never gonna smile anymore, oh no
 
And baby, every day without you 
Is a day that's gonna turn out wrong
I need, need your love so badly
So won't you, won't you, won't you
Won't you let me smile again

Like I smiled yesterday
I don't wanna cry anymore like I cried today
(Baby hurry back to me)
I need your lovin'
(Baby hurry back to me)
Your tender lovin'
Until you are back with me
I'm never gonna smile anymore, oh no"
9,Patti Labelle & The Bluebelles,Danny Boy,TRHYQFQ128F4224C45,1963,"Oh, Danny boy
The pipes, the pipes are calling
From glen to glen
And down the mountainside

The summer's gone
And all the roses falling
It's you, it's you must go
And I must bide

Oh, Danny boy, oh, Danny boy
The pipes are calling
From glen to glen and
Even down the mountainside

The summer's gone
And all the roses falling
It's you, it's you must go
And I must abide

But come ye back when
Summer's in the meadow
Or when the valley's hushed
And even white with snow

Its' I'll be there in
Sunshine or in shadow
Oh, Danny boy, oh, Danny boy
I love you so

Oh, Danny boy, oh, Danny boy
The pipes are calling
From glen to glen and
Even down the mountainside

The summer's gone
And all the roses falling
It's you, it's you must go
And I must abide

But come ye back when
Summer's in the meadow
And when the valley's hushed
And even white with snow

It's I'll be there in
Sunshine or in shadow
Oh, Danny boy, oh, Danny boy
I love you so

Oh, Danny boy, oh, Danny boy
I love you so
Oh, Danny boy, oh, Danny boy
I love you so"
