,Artist,Title,Track_id,Year,Lyrics
0,Hassisen Kone,Rappiolla,TRAGGUX128F423F29A,1980,"Sinä kuuntelet tv-tuolissas
Minun paskaista ääntäni
Ja olet aivan liian laiska
Jotta kanavan toiselle kääntäisit
Vaimollesi huudat:
""Tuo sitä kaljaa,
Eihän tätä kestä selvinpäin
Kun huligaanit huutaa
Ja raggarit räyhää
Ja elämä on muutenkin niin läyhää""

Jos rappio on sitä että rakastaa
Ottaa hetkestä kii
Eikä tahdo tappaa
On mukavaa olla
Rappiolla
Olla vaan täysi nolla
Rappiolla on hyvä olla
Ei huolet paina
Ei rasitu polla
Antaudu sinäkin suosiolla
Taikka anna meidän olla!

ÄO:ni on kuulemma
Normaalia parempi
Miksi kouluja pelkään?
Olenko muita arempi?
Vitut minä mikään viisas ole
Tahdon elää vain kuin ihminen
Päästä irti isoveli
Kuule kutsua jumalten

Jos rappio on sitä että rakastaa
Ottaa hetkestä kii
Eikä tahdo tappaa
On mukavaa olla
Rappiolla
Olla vaan täysi nolla
Rappiolla on hyvä olla
Ei huolet paina
Ei rasitu polla
Antaudu sinäkin suosiolla
Taikka anna meidän olla!
(3x)

Anna meidän olla
Anna meidän olla
Anna meidän olla"
1,Madness,Baggy Trousers,TRQLCBM128F92DC640,1980,"Naughty boys and nasty schools
headmaster's breaking all the rules
having fun and playing fools
smashing up the woodwork tools

All the teachers in the pub
passing round the ready rub
trying not to think of when
the lunchtime bell will ring again

(chorus)
Oh what fun we had
but did it really turn out bad
all i learnt at school
was how to bend not break the rules
oh what fun we had
but at the time it seemed so bad
trying different ways to
make a difference to 

The headmaster's had enough today
all the kids have gone away
gone to fight with next door's school
every term that is the rule
sits alone and bends his cane
same old backsides again
all the small ones tell tall tales
walking home and squashing snails

(chorus)

Lots of girls and lots of boys
lots of smells and lots of noise
playing football in the park
kicking pushbikes after dark
baggy trousers dirty shirt
pulling hair and eating dirt
teacher comes to break it up
back of the head with a plastic cup

(chorus)

Baggy trousers baggy trousers
Baggy trousers 
Baggy trousers baggy trousers
Baggy trousers
Baggy trousers baggy trousers
Baggy trousers"
2,The Nolans,Gotta Pull Myself Together,TRBLFER128F92EB509,1980,"Now that I know,
why did I doubt you,
I let you go,
Now I'm without you,
Thought I was cool,
Imagination,
I was the fool,
Fell to temptation

But you won't see me cry,
'Cause its no good,
Since you said goodbye.
And now honey I gotta stop,
Gotta start pickin' up,
Gotta pull myself together,
Honey, I'm breakin' up,
Now that we ain't makin' up,
Just gotta pull myself together.

I was so sure,
It wouldn't upset me,
so I closed the door,
Why did you let me,
I lost control,
Out for sensation,
I'm in the cold,
Sad situation,
I try hard not to say,
I t hurt so bad,
Since you went away."
3,David Essex,Silver Dream Machine,TRWFLYM128E0784425,1980,"I've a dream, silver dream machine.
Here am I, I'm going for another try,
Flying high, I've got a lot of love inside.
Is there love enough now to get me through?
Yeah, I know now where I'm going to -
Not to lose now but to win;
Tell me, how do I begin?
I've a dream, silver dream machine.
Well, alright, I've got a lot of love to try,
'Cause love is the thing,
And freedom is the word I sing.
Is there force now, yeah, to get us through?
Yeah, it's deep in me and it's deep in you -
Not to lose now but to win,
Tell me how do I begin?
I've a dream, silver dream machine;
Silver dream, silver dream machine.

Is there love enough now to get me through?
Yeah, I know now where I'm going to -
Not to lose now but to win;
Tell me how do I begin?
I've a dream, silver dream machine;
Silver dream, silver dream machine;
Silver dream, silver dream machine."
4,The Cure,M,TRXOCOL128E07890A9,1980,"Hello image
Sing me a line from your favourite song
Twist and turn but you're trapped in the light
All the directions were wrong

You'll fall in love with somebody else tonight

Help yourself
But tell me the words before you fade away
You reveal all the secrets to remember the end
And escape someday

You'll fall in love with somebody else again tonight

Take a step
You move in time but it's always back
The reasons are clear
Your face is drawn and ready for the next attack"
5,Wanda Jackson,Right Or Wrong,TRNNNUS12903D13D78,1980,"Right or wrong I'll be with you 
I'll do what you want me to 
I believe that I belong 
By your side, right or wrong 

Right or wrong, it's gotta be 
Always you, always me 
Won't you take me along
To be with you right or wrong 

If it's wrong to love you
It can't be wrong for me to care
If you say you love me
My life  with you  I'll share

Right or wrong, day by day 
All my love, all the way
I believe that I belong
By your side, right  or  wrong
Right or wrong!!"
6,Heatwave,Gangsters Of The Groove,TRLCNHJ128F92FE562,1980,"We're the gangsters of the groove
Got a contact out on you
We're the syndicate of soul
Gonna take control

Check out the stiff that sits in the corner
Don't you know that could be you
Jump on the riff, we're givin' the orders
Watchin' everything you do

Don't try to squeal
We'll be gunnin' you down
Got the deal
Spread the message around
That the mob is hitting town tonight

We're the gangsters of the groove
Got a contact out on you (There ain't a chance that you'll survive)
We're the syndicate of soul
Gonna take control (You've got to join the winning side)

We're the bandits of the beat (Yeah)
Gonna dance you off your feet (There ain't a word that you can say)
Better do just what you're told
Let the good times roll (Come on and join us all today)

Don't try to hide, there ain't no protection
Even from the FBI
Don't call the cops, just follow directions
If you wanna stay alive

Dress up to kill (Lay your life on the line)
For the thrill (Be a partner in crime)
Of the wildest sound that's goin' down

We're the gangsters of the groove
Got a contact out on you (There's no excuses left to use)
We're the syndicate of soul
Gonna take control (We're tired of livin' in the blue, yeah)

We're the bandits of the beat
Gonna dance you off your feet (There ain't a word that you can say)
Better do just what you're told
Let the good times roll (You've got to try us out today)

Stand and fire up the nation
With a brand new point of view
Got to fight the depression
Let the world know what the family could do
Here tonight, baby
Ooh...hoo...

Gangsters of the groove
We're comin' after you
Gangsters of the groove
We're comin' after you

We're the gangsters of the groove
Got a contact out on you (There's no excuses left in you)
We're the syndicate of soul
Gonna take control (We're tired of livin' in the blue)

We're the bandits of the beat
Gonna dance you off your feet
(Wanna dance, I wanna dance, I wanna dance you off, dance you off)
Better do just what you're told
Let the good times roll

We're the gangsters of the groove
Got a contact out on you (There ain't excuse that you can use)
We're the syndicate of soul
Gonna take control

We're the bandits of the beat
Gonna dance you off your feet"
7,Triumvirat,Roxy,TRCWEEN128F1461B9C,1980,"J.K. is charming up his hand-wash love affairs
Softly cruising among the empty faces they wear
Each night it's easy to get a love
Alright get get get
And as I sit and I watch as he passes my way
Loving just one of his fourhundredeleven fiancées
Licking all his spacy fantasies
He's the ballroom blitz, honey

So I think of all my flic-flacs
And I wonder why I come here every night
To watch the osmosis of creepers of art and design
But another southern comfort
has to comfort that old jumping heart of mine
Sensational flight now
Just in a Roxy night
And the all-time black suited gambling boy
Is playing cards
And he's got to give his Mustang away
to my manager
He's got black cards
The Ramones upon the juke box’re simply doping the guys
While the gypsy boys are painting my senses
Red hot blood
Stitch Stitch
Don't let the chick
With these stiletto heels walk by
She's got the nerve to share my vicious side
And the leather kid from behind the bar
He jumps right into the fight
Precious moments
Just another Roxy night
So come on all you doormen
Kiss my vertical smile
Ruff me up if you want
That's your stupid way to get high
When your mind is low
So
I'm knocking out a monster telling me I should go
He's a weekend casanova, a Travolta or so
What?
I don't know - tell me
The last thing on my mind
Is slow motion of what I desire
A silly kind of Kubrik
A clockwork that's out of time
And I end up in collapsing
on the bartender under champaigne on ice
With Freddy and her numbers
All in a Roxy night"
8,Gino Vannelli,Living Inside Myself,TRRYKZU128F934A3B5,1980,"In my life
I've felt so self assured
But suddenly it's all changed
She's a cloud
That hangs above my world
And I find myself wond'ring in the rain
And now I can't go on

'Cause I am lost
Living inside myself
Living inside this shell
Living outside your love
I am lost
Somewhere inside my own dreams
Afraid of what life really means
Living without your love

I need a guiding light
To shine on my darkest days
I was young, and time was on my side
But like a fool I let it slip away
And now those days are gone

And I am lost
Living inside myself
Living inside this shell
Living outside your love
I am lost
Somewhere inside my own dreams
Afraid of what life really means
Living without your love

In my life
I've felt so self-assured
But oh how all the seasons change
And now I'm not that strong

'Cause I am lost
Living inside myself
Living inside this hell
Living outside your love
I am lost
Somewhere inside my own dreams
Afraid of what life really means
Living without your love

I am lost
Living inside myself
Living inside this shell
Living outside your love
I am lost"
9,Daniel Johnston,Lazy,TRWGJUO12903CDF841,1980,"Well I made some mistakes but
I ain't learned a lesson 
that I don't wanna hear about responsibilities
I got less important things to do 

I'm lazy - Oh yeah
Lost hopes and dreams down an empty road
see no tomorrow
but I got love for you girl
I'm just too lazy to give it to you

I'm lazy - Oh yeah
Well I quit college and I quit my job
I think I'll quit life
yeah I'm gonna quit again
I think I'll quit one last time

I'm a quitter - Oh yeah
Quit this, quit that, quit everything 
I quit everything I ever began 
Quit that, quit this, quit everything 
I never finished anything I ever started 
but I think I'm gonna quit being a quitter"
