,Artist,Title,Track_id,Year,Lyrics
0,John Denver,Leaving On A Jet Plane,TRLDYNY128F428A239,1976,"All my bags are packed, I'm ready to go
I'm standing here outside your door
I hate to wake you up to say goodbye
But the dawn is breaking, it's early morn
The taxi's waiting, he's blowin' his horn
Already I'm so lonesome I could die

So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leaving on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go

There's so many times I let you down
So many times I've played around 
I tell you now, they don't mean a thing
Every place I go, I'll think of you
Every song I sing, I'll sing for you
When I come back, I'll bring your wedding ring

So kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leaving on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go

Now the time has come to leave you
One more time, let me kiss you
Close your eyes, I'll be on my way
Dream about the days to come
When I won't have to leave alone
About the times I won't have to say

Oh, kiss me and smile for me
Tell me that you'll wait for me
Hold me like you'll never let me go
'Cause I'm leaving on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go
But I'm leaving on a jet plane
Don't know when I'll be back again
Oh babe, I hate to go"
1,Patti Smith Group,Pissing In A River,TRFVEDB128F4293508,1976,"Pissing in a river, watching it rise 
Tattoo fingers shy away from me 
Voices voices mesmerize 
Voices voices beckoning sea 
Come come come come back come back 
Come back come back come back 

Spoke of a wheel, tip of a spoon 
Mouth of a cave, I'm a slave I'm free. 
When are you coming ? Hope you come soon 
Fingers, fingers encircling thee 
Come come come come come come 
Come come come come come come for me oh 

My bowels are empty, excreting your soul 
What more can I give you ? Baby I don't know 
What more can I give you to make this thing grow? 
Don't turn your back now, I'm talking to you 

Should I pursue a path so twisted ? 
Should I crawl defeated and gifted ? 
Should I go the length of a river 
[The royal, the throne, the cry me a river] 
Everything I've done, I've done for you 
Oh I give my life for you. 
Every move I made I move to you, 
And I came like a magnet for you now. 

What about it, you're gonna leave me, 
What about it, you don't need me, 
What about it, I can't live without you, 
What about it, I never doubted you 
What about it ? What about it ? 
What about it ? What about it ? 

Should I pursue a path so twisted ? 
Should I crawl defeated and gifted ? 
Should I go the length of a river, 
[The royal, the throne, the cry me a river] 
What about it, what about it, what about it ? 
Oh, I'm pissing in a river."
2,The Jacksons,Show You The Way To Go,TRWDSII128F42781BE,1976,"Let me show you
Let me show you the way to go

I don't know everything
But there's something I do know
(I know, I know)
I've read and heard a lot
And now I'm ready to show
That we can come together
And think like one

Come together now
Live together underneath the sun
Please, please let me show you
Let me show you
Let me show you the way to go

Follow me, my friend
Let me show you, come on
Let me show you the way to go

Just put your trust in me
I'll try not to let you down
(Let you down, let you down)
The job is hard to do
But only we can work this out
'Cause we can help each other to overcome
We can do it
We can do it now
Rejoice everybody
And get the job done

Please, please, please
Just let me show you
Let me show you
Let me show you the way to go
Follow me my friend, hey, hey
Let me show you
Let me show you the way to go
Please follow me, now

That we can help each other to overcome
We can do it
We can do it, now
Live together underneath the sun
Please, please, please
Just let me show you
Let me show you
Let me show you the way to go
I swear I'll never let you down
(Let me show you)
Come on
(Let me show you the way to go)
We can do it, we can do it
We can do it, now
(Let me show you)
(Let me show you the way to go)
Let me, let me, let me
Just let me, let me show you, now
(Let me show you)
Come on
(Let me show you the way to go)
(Follow me, follow me)

(Let me show you)
(Let me show you the way to go)

I swear
I'll never let you down
Come on
Come on
Let me, let me, let me show you
Let me, let me, let me, let me show you
Let me show you
Never let you down
Never let you down
Put your hand in mine
We can do it, we can do it
We can work it out
And get on top
Let me show you
Let me show you
Let me show you
Let me, let me, let me
Let me, let me, let me show you"
3,Elton John / Kiki Dee,Don't Go Breaking My Heart,TRLXPMB128EF342C12,1976,"Don't go breaking my heart
I couldn't if I tried
Uh honey, if I get restless
Baby, you're not that kind
Don't go breaking my heart
You take the weight off of me
Oh honey, when you knock on my door
Ooh, I gave you my key

Hoo hoo, nobody knows it
But when I was down
I was your clown
Hoo hoo, nobody knows it (Nobody knows it)
Right from the start
I gave you my heart
Oh oh, I gave you my heart
So don't go breaking my heart
I won't go breaking your heart
Don't go breaking my heart

And nobody told us
'Cause nobody showed us
Now it's up to us, babe
Whoa, I think we can make it
So don't misunderstand me
You put the light in my life
Oh, you put the spark to the flame
I got your heart in my sights

Hoo hoo, nobody knows it
But when I was down
I was your clown
Hoo hoo, nobody knows it (Nobody knows it)
But right from the start
I gave you my heart
Oh oh, I gave you my heart
Don't go breaking my heart
I won't go breaking your heart
Don't go breaking my heart

Hoo hoo, nobody knows it
But when I was down
I was your clown
Right from the start
I gave you my heart
Oh oh, I gave you my heart

Don't go breaking my heart (Don't go breaking my, don't go breaking my)
I won't go breaking your heart (Don't go breaking my, don't go breaking my)
Don't go breaking my heart (Don't go breaking my, don't go breaking my)
I won't go breaking your heart
Don't go breaking my heart (Don't go breaking my)
I won't go breaking your heart
Don't go breaking my heart"
4,Jaco Pastorius,Come On_ Come Over,TRHEFKG128F4273E9C,1976,"Come on, come over
As fast as you can
You're afraid that you won't like it
But you don't understand

One thing, my brother
I can tell you true
The more time you spend feeling happy
The less time you'll be blue

Come on, come over
Everyone's waiting on you
We're wondering when you'll get tired
Of wondering what to do

There is something here that cannot be denied
Get on the floor, get on down
Don't knock it until you try

Come on, come over
The pleasure is all mine
Music's playin', the door just opened
You don't have to stand in line

People of the world
Have been uptight far too long
While you're busy making stands
Everybody's making plans
To move on, move right along"
5,Thin Lizzy,Whiskey In The Jar,TRPQDEV128F428A02E,1976,"As I was goin' over the Cork and Kerry mountains
I saw Captain Farrell and his money he was countin'
I first produced my pistol and then produced my rapier
I said, ""Stand and deliver, or the devil he may take you!""

Musha ring dum a doo dam a da
Whack for my daddy-o
Whack for my daddy-o
There's whiskey in the jar-o

I took all of his money and it was a pretty penny
I took all of his money and I brought it home to Molly
She swore that she'd love me, never would she leave me
But the devil take that woman, for you know she tricked me easy

Musha ring dum a doo dam a da
Whack for my daddy-o
Whack for my daddy-o
There's whiskey in the jar-o

Being drunk and weary, I went to Molly's chamber
Takin' my Molly with me and I never knew the danger
For about six or maybe seven in walked Captain Farrell
I jumped up, fired off my pistols, and I shot him with both barrels

Musha ring dum a do dam a da
Whack for my daddy-o
Whack for my daddy-o
There's whiskey in the jar-o

Now some men like the fishin' and some men like the fowlin'
And some men like to hear the cannon ball a-roarin'
Me, I like sleepin', 'specially in my Molly's chamber
But here I am in prison, here I am with a ball and chain, yeah

Musha ring dum a do dam a da
Whack for my daddy-o
Whack for my daddy-o
There's whiskey in the jar-o"
6,Bad Company,Honey Child,TRVWQEV128F932799A,1976,"Well, the first time that I met you, You were only seventeen, 
But I had to put you down, 'Cause I didn't know where you'd been.
You had a long black dress, Your hair in a mess,
You didn't seem to have no class, But the look on 
your face was no disgrace, I knew I had to move real fast.

Honey Child, Don't you know you drive me wild! Oh, Honey Child, 
Don't you know you drive me wild! Just about to lose my mind.

Well the second time that I met you, You were just turned 
twenty-one, An' all your talk about love, Love was gone, long gone.

Oh, Honey Child, Don't you know you drive me wild! Honey child, 


Don't you know you drive me wild! Just about to lose my mind.
Yeah, yeah.

Oh, honey child, Don't you know you drive me wild, mm. 
Honey child, Don't you know you drive me wild. Honey child, 
Don't you know you drive me wild. Oh, yeah, honey child, 
Don't you know you drive me wild. Oh, oh, honey child, 
Don't you know you drive me wild. Honey child, now, 
Don't you know you drive me wild, Yeah, yeah.
Honey, honey, honey, honey child, Don't you know you drive me wild."
7,Hello,New York Groove,TRMNQYY128F92D0D7A,1976,"It's been a year since I was here
On the street I'm just passing my time away
To the left and to the right a town of stone grows to the sky
And it's out of sight in a fading light

Here I am again in the city
With a fist full of dollars
And baby, you better believe

I'm back
Back in the New York groove
I'm back
Back in the New York groove
I'm back
Back in the New York groove
I'm back in the New York groove, in the New York groove

In the back of a Cadillac
With a lady by my side tell you where I'll be
Stop at third and forty-three
Dance into the night
It's gonna be ecstasy
This day was made for me

I feel so good tonight
Who cares about tomorrow?

I'm back (New York groove)
Back in the New York groove (New York groove)
I'm back (New York groove)
Back in the New York groove (New York groove)
I'm back (New York groove)
Back in the New York groove (New York groove)
I'm back (New York groove) in the New York groove (New York groove), ain't gonna move

I'm back (New York groove)
Back in the New York groove (New York groove)
I'm back (New York groove)
Back in the New York groove (New York groove)
I'm back (New York groove)
Back in the New York groove (New York groove)
I'm back (New York groove, New York groove) in the New York groove

I'm back (New York groove, New York groove)
I'm back (New York groove, New York groove)
I'm back (New York groove, New York groove)
I'm back (New York groove, New York groove)"
8,Rino Gaetano,Berta Filava,TRSQIAN128F4296A44,1976,"Berta filava e filava la lana,
la lana e l'amianto
del vestito del santo che andava sul rogo
e mentre bruciava
urlava e piangeva e la gente diceva:
""Anvedi che santo vestito d'amianto"".
E Berta filava e filava con Mario
e filava con Gino
e nasceva il bambino che non era di Mario
che non era di Gino.
E Berta filava, filava a dritto,
e filava di lato
e filava, filava e filava la lana.
E filava, filava. E filava, filava. E filava, filava.
E filava, filava. E filava, filava.
E Berta filava, e Berta filava e filava la lana,
filava l'amianto del vestito del santo che andava sul rogo
e mentre bruciava
urlava e piangeva e la gente diceva:
""Anvedi che santo vestito d'amianto"".
E Berta filava, filava con Mario,
filava con Gino
e nasceva il bambino che urlava e piangeva
e la gente diceva: ""Anvedi che santo"".
E filava, filava. E filava, filava. E filava, filava.
E filava, filava. E filava, filava.
E Berta filava, e Berta filava, filava con Gino,
filava il bambino cullava cullava, filava l'amianto
e Berta filava."
9,Tony Bennett,Stranger In Paradise,TRAAAJO12903CAAC69,1976,"Take my hand, 
I'm a stranger in Paradise
All lost in a wonderland
A stranger in paradise
If I stand starry eyed, 
That's a danger in Paradise
For mortals who stand beside 
An angel like you
I saw your face, 
And I ascended
Out of the common place
Into the rarest somewhere in space
I hang suspended 
Until I know
There's a chance that you care
Won't you answer this fervent prayer?
Of a stranger in paradise
Don't send me in dark despair
From all that I hunger for
But open your angel's arms 
To this stranger in paradise
And tell him that he need be
A stranger no more"
