,Artist,Title,Track_id,Year,Lyrics
0,Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Agin),TRHWKVS128F4272924,1969,"Lookin' at the devil 
Grinnin' at his gun
Fingers start shakin' 
I begin to run
Bullets start chasin' 
I begin to stop
We begin to wrestle 
I was on the top

I want to thank you falettinme 
Be mice elf agin
Thank you falettinme 
Be mice elf agin

Stiff all in the collar 
Fluffy in the face
Chit chat chatter tryin' 
Stuffy in the place
Thank you for the party 
But I could never stay
Many thangs is on my mind 
Words in the way

I want to thank you falettinme 
Be mice elf agin
Thank you falettinme 
Be mice elf agin

Dance to the music
All nite long
Everyday people

Sing a simple song
Mama's so happy
Mama start to cry
Papa still singin'
You can make it if you try

I want to thank you falettinme 
Be mice elf agin
(Different strokes for different folks, yeah)
Thank you falettinme 
Be mice elf agin

Flamin' eyes of people fear 
Burnin' into you
Many men are missin' much 
Hatin' what they do
Youth and truth are makin' love
Dig it for a starter, now
Dyin' young is hard to take
Sellin' out is harder

Thank you falettinme 
Be mice elf agin
I want to thank you falettinme 
Be mice elf agin
Thank you falettinme 
Be mice elf agin
Thank you falettinme 
Be mice elf agin
I want to thank you falettinme 
Be mice elf agin"
1,Humble Pie,Buttermilk Boy,TRNSRAO128F9301704,1969,"She pays no mind to methods you employ
She wants a big city man, not a country boy
Go get your long hair cut
Scrape the mud off your boots
Wash the hell behind those ears
Buy yourself some tailored suits

Buttermilk Boy better gain some pounds
Before she lets her knickers down
She wants a musclely man all gristle and bone
Makes no difference how you strive
She couldn't care if you're dead or alive
A burly, beefy, strong arm man
Is all she cares to meet

Before you ever heard the word guitar
Your mother used to see her as a star
Yes, she spent her teens
In chauffeured limousines
And I heard tell you can't get insured
For a clapped out '45 drop head Ford

Buttermilk Boy better gain some pounds
Before she lets her knickers down
She wants a musclely man all gristle and bone
She'll tear you down like a steer comin' through
Like I said she ain't no use to you
A lumpy hairy mundane brain
Is all she cares to make

So let me put you straight
Marry farm-yard Kate
She weights two hundred pounds it's said
But she'll keep you warm in bed

Buttermilk Boy better gain some pounds
Before she lets her knickers down
She wants a musclely man all gristle and bone
So you think you know where it's about
But she will suck you in and then she'll blow you out
Yes, Kate will keep you satisfied
Until your dying day
In chauffeured limousines

Yeah, let me hear some of that strong-arm music!"
2,Fairport Convention,Crazy Man Michael,TRVYHBE128F148EAFA,1969,"Within the fire and out upon the sea 
Crazy Man Michael was walking 
He met with a raven with eyes black as coals 
And shortly they were a-talking 
Your future, your future I would tell to you 
Your future you often have asked me 
Your true love will die by your own right hand 
And crazy man Michael will cursèd be 

Michael he ranted and Michael he raved 
And beat up the four winds with his fists-o 
He laughed and he cried, he shouted and he swore 
For his mad mind had trapped him with a kiss-o 
You speak with an evil, you speak with a hate 
You speak for the devil that haunts me 
For is she not the fairest in all the broad land 
Your sorcerer's words are to taunt me 

He took out his dagger of fire and of steel 
And struck down the raven through the heart-o 
The bird fluttered long and the sky it did spin 
And the cold earth did wonder and start-o 
O where is the raven that I struck down dead 
And here did lie on the ground-o 
I see that my true love with a wound so red 
Where her lover's heart it did pound-o 

Crazy Man Michael he wanders and calls 
And talks to the night and the day-o 
But his eyes they are sane and his speech it is plain 
And he longs to be far away-o 
Michael he whistles the simplest of tunes 
And asks the wild wolves their pardon 
For his true love is flown into every flower grown 
And he must be keeper of the garden"
3,Seals and Crofts,Sea of Consciousness,TRNTZOF128F92FC262,1969,"(lyrics and music by James Seals, 1969)

From the albums SEALS AND CROFTS (1969) and SEALS AND CROFTS I AND II (1974).

In the sea of consciousness I knew you, knew you, knew you.
In the sea of consciousness you loved me, loved me, loved me.
But this world is a dark world, with a black sun. Can I run to you?
And ah, just the thought of you makes me wander back
To the innocence you gave me, so long ago. Am I too late to go?

In the sea of consciousness you called me, called me, called me.
In the sea of consciousness I answered, answered, answered.
But this world is a dark world, with a black sun. Can I run to you?
And your perfection's perfectness have the mercy in
Which we all came to know you, so long ago. Am I too late to go?
Sea of Consciousness. Am I too late to go?"
4,The Idle Race,Sea Of Dreams,TRKYXNN128EF34E0F5,1969,"Little girl in the sea of dreams
There's a smile on her little face
She looked around she could see no peace
Her heart was sad and her body weak

Dum, dum, dooby-dum dum dum
Dum, dum, dooby-dum dum dum

But in her dream she was big and strong
She fell in love with a sailor

He travelled far off to distant lands
He never travelled to see her

Dum, dum, dooby-dum dum dum
Dum, dum, dooby-dum dum dum

Then one night a strange man did come
He whispered words unto her mother
Little girl in the sea of dreams
She closed her eyes and met her maker"
5,Lucio Battisti,Uno In Pi ,TRZZQWI128F42A0FE4,1969,"Una voce sta cantando
ma sono pochi ad ascoltare
i gabbiani stan gridando
per poterla soffocare
altre voci piano piano
stan crescendo da lontano
se quel canto vuoi seguire
puoi cantare

E così
tu sarai
uno in più
con noi.

E così
tu sarai
uno in più
con noi.

Lungo spiagge sconosciute
siamo in tanti a camminare
con le lacrime negli occhi
con il sole dentro al cuore
se sei stanco di lottare
vieni qui a riposare
se non sai più cosa fare
puoi cantare.

E così
tu sarai
uno in più
con noi.

E così
tu sarai
uno in più
con noi.

Mentre il mare sta a guardare
continuiamo a camminare
come tanti burattini
con le facce da bambini
se sei stanco di lottare
siedi qui a riposare
se non sai più cosa fare
puoi cantare.

E così
tu sarai
uno in più
con noi.

E così
tu sarai
uno in più
con noi.

Ehh e così
tu sarai
uno in più
uno in più.

E così
tu sarai
tu sarai..."
6,Elvis Presley,I Can't Stop Loving You,TRXRSXC128F428B32A,1969,"I can't stop loving you
So I've made up my mind
To live in memory
Of such an old lonesome time

I can't stop wanting you
It's useless to say
So I'll just live my life
In dreams of yesterday.

Those happy hours
That we once knew
Though long ago,
They still make me blue

They say that time
Heals a broken heart
But time has stood still
Since we've been apart"
7,Blood_ Sweat & Tears,More And More,TRKBCXE128F42684C6,1969,"Uh huh, 
Hey yeah, yeah yeah... 
Like medicine baby 
You're good for me 
Like honey, darlin' girl 
I know you're sweet to me 
Each passing day, 
Brings us much closer together 
And the love you bring me darlin' 
Just gets better and better 
That's why my love for you 
Keeps on growin' 
More and more 
All the time 
More and more 
All the time, yeah! 

Uh huh, 
Gonna say it again, now now now 
Hah! 
Like a ship that's driftin' baby 
You're apart from me 
Like old man time 
You controll my destiny 
If from my life, you ever tried to go 
It would destroy in a second 
What took a lifetime to mold 
That's why my love for you 
Just keeps on growin' 
More and more 
All the time 
More and more 
All the time 

Uh huhhhh 
Let me hear ya! 

As sure as a sunrise 
I'll stand by your side 
As sure as the daybreak 
I'll love you for Heaven's Sake 
I'm ready to pay, yeah 
My dues for lovin' you 
For lovin' you too much woman, 
You know I stand accused 

More, 
And more 
All the time 
More and More! 
Yeahhhhhh"
8,Carpenters,Nowadays Clancy Can't Even Sing,TRSQUUZ128F14674E9,1969,"Sing, sing

Who's that stomping all over my face?
Where's that silhouette I'm trying to trace?
And who's putting sponge in the bells I once rung?
And taking my gypsy before she's begun?

Just singing and a dreaming of what's in my mind
Before I can take home what's rightfully mine
Joining and listening and talking in rhymes
Stopping the feeling to wait for the times

Who's saying, baby, that don't mean a thing
'Cause nowadays Clancy can't even sing

Sing, sing

Who's all hung up on that happiness thing?
Who's trying to tune all the bells that he rings?
And who's in the corner and down on the floor?
With pencil and paper just counting the score?

Who's trying to act like he's just in between?
The line isn't black if you know that it's green
Don't bother looking, you're too blind to see
Who's coming on like he wanted to be?

Who's saying, baby, that don't mean a thing
'Cause nowadays Clancy can't even sing

Sing, sing

Who's coming home on the old nine to five?
Who's got the feeling here to keep him alive?
Though having it, sharing it ain't quite the same
It ain't a gold nugget, you can't lay a claim

Who's seeing eyes through the cracks in the floor?
There it is, baby, don't you worry no more
Who should be sleeping but is writing this song?
Wishing and a-hoping he weren't so damned wrong?

Who's saying, baby, that don't mean a thing
'Cause nowadays Clancy can't even sing

Who's saying, baby, that don't mean a thing
'Cause nowadays Clancy can't even sing

Even sing, even sing"
9,JERRY WALLACE,There She Goes,TRPQYKJ128F92D277D,1969,"There she goes, she's walkin' away
Each step she takes brings heartaches my way
He's won her heart, I lost her some way
There she goes, she's walkin' away

If I hadn't cheated, if I hadn't lied
I'd be the one who's walkin' by her side

I love her still and I guess that it shows
She's walkin' away, there she goes

There she goes!
She's walkin' away.
Each step she takes… brings
Heartaches my way.

If I hadn't cheated, if I hadn't lied
I'd be the one who's walkin' by her side (by her side)

I love her still and I guess that it shows
She's walkin' away, there she goes

There she goes
There she goes
There she goes"
