,Artist,Title,Track_id,Year,Lyrics
0,Jimmy Eat World,Ten,TRNFYND128F1456E67,1999,"We left behind the busy crowd
So it seems we slow down
Meet me with a way out through the lies
Nowhere, going nowhere in the fake yellow light

Blame no one, blame no one

The feelings change so fast
Safety scares them away
I can't bring myself to say it, it's my own advice I need
Nowhere and then nowhere, living trapped inside the chase

Blame no one, blame no one (so blame no one, would you look in my eyes and)
Blame no one, blame no one

Our weakness is the same
We need poison sometimes

So take another drink with me

Blame no one, blame no one (so blame no one, could you look in my eyes and)
Blame no one, blame no one"
1,Chely Wright,Rubbin' It In,TRNPPIM128E078F77F,1999,"(Chad Smith)

Last night, I went out with some old friends
I couldn't help but think of you again
Someone was wearing your cologne
What a cruel way to remind me that you're gone.

A couple danced over by the jukebox
Hand in hand, I thought they'd never stop
They played our song again and again
How could anyone be so insensitive.

They're laughing at me, I just know it
As if they knew all along I'd blow it
Everywhere I turn, something reminds me
Of the way things were
I love you, I lost you
I know what a fool I've been
And it seems like the whole world keeps rubbin' it in.

Every time I turn on the T.V.
I come across one of our favorite movies
A love story that ends with a kiss
How'd the cable company get in on this.

I swear I pass you when I'm on the highway
Since when did everyone drive red Chevrolets
It never really is your car
I think some people have taken this a little too far.

They're laughing at me, I just know it
As if they knew all along I'd blow it
Everywhere I turn, something reminds me
Of the way things were
I love you, I lost you
I know what a fool I've been
And it seems like the whole world keeps rubbin' it in.

They're laughing at me, I just know it
As if they knew all along I'd blow it
Everywhere I turn, something reminds me
Of the way things were
I love you, I lost you
I know what a fool I've been
And it seems like the whole world keeps rubbin' it in.

Yeah, it seems like the whole world keeps rubbin' it..."
2,Combat 84,Violence (Re-Mix),TRXYQCS128F92F1B01,1999,"There's rucking in the street and there's blood on your hands
Your'e boozing in the pub and going round in gangs
Cruising round in motors trying to get someone
Kick 'em stab 'em club 'em until the job is done

[Chorus]
There's violence in our town
There's violence all around
There's violence in your town
There's violence all around, around, around

People never learn however much you try
There's violence in your blood so someone's gota die
Cruising round in motors trying to get someone
Kick 'em stab 'em club 'em until the job is done

[Chorus]

Violence [x3]

[Chorus]

Violence [x3]"
3,Deadsy,She Likes Big Words,TRXUCWS128F148AD80,1999,"She comes from the land 
Of Valencian winds 
Deciduous daydream 
Dressage round the bend 
Shes sometimes Miss Maybe 
The mistress of when 
A triptych of new touch 
From heaven to men 

She likes nice cars 
Invincible trends 
She bites the heads off 
Her mutual friends 
We dine at the table 
She sits at the end 
She likes big words 
And playing pretend 

Come now dear boys 
How where to begin 
She's Ursula Major 
Of the prism within 
She's always in parties 
She's plotting to win 
Your sashes of New-Ro 
From psychic to sin 

Let down your void 
Your need to defend 
So pseudo-mendacious 
She's cruel in bed 
You'd think she was precious 
Something like you said 
Cause she's got the secrets 
In which fate depends 
She likes the boys that meet her late by the glen"
4,IZZ,I Get Lost,TRNLXPJ128F422CD85,1999,"I get lost, I get lost
All the time, all the time
Count the cost, what's the cost
To be mine, to be mine

And when you look into my eyes
You have to see through my disguise
For it's to you that this one goes
Never, never will you know"
5,Sisqo,How Can I Love U 2Nite,TRWDRXQ128F148D446,1999,"Tonight
I couldn't wait to get with you
Cause you really turn me on
I had to do you babe
But I knew that you were wrong
Don't stop
The love is feeling good to me
And you have it all
Come give it to me baby
Cuz I know you like to bone

1 - How can I love you 2nite?
When you know that I love somebody else
And I know that you're not mine
How can I love you 2nite?
I know you're not mine

Ooh, yeah, uh listen
All night I wanna give my love to you
Come on take you deep inside
Come on baby let's ride
Ooh girl you feel so tight
Don't cum,baby please wait for me
Just think how wet we're gonna be
Let it rain on me
Ha, so sorry we can't be 
Repeat 1

Listen 
Stand in front of me
So I can see your body
Sexing you is on my mind
But loving me is on your mind
So baby why dont you give yourself to me
I know your not mine
Said I know I shouldn't say it cause I know youur not mine
Said you and and me ,girl its not the way its suppose to be
But I can't help myself ,cause I don't want nobody else

Repeat chours till beat fades!!!
Repeat 1 till end"
6,Diorama,another queen,TRLWSWN128F422AC73,1999,"Systems slaved to secrets
Wisdom unsuspecting quest
Silence holy true old friend of mine
Timid tries to race me down

Another episode of wild complains
Closes chapters of childish struggle inside
Pale naked as now thoughts cannot deny
The purpose of neglecting lies

Withered fairy all my dedication
All my love for you

Believe in the signs I draw on your skin
Secrets now told as final advice

Believe in the signs I draw on your skin
Another queen that will never rise"
7,Dr. Dre / Hittman / Knoc-Turn'al,Bang Bang,TRNMHIF128E078ECC8,1999,"Everywhere I go, all I ever seem to hear is
BANG BANG!! BANG BANG!!
No matter where I go, all I ever seem to see is
BANG BANG!! BANG BANG!!
Everywhere I go, all I ever seem to hear is
BANG BANG!! BANG BANG!!
No matter where I go, all I ever seem to see is
BANG BANG!!

(Dr. Dre)
Everyday it's the same thang, L.A. ain't changed
Niggaz still playa hatin, but Dre ain't changed
I'm just a lot smarter now
cause these niggaz is bangin ten times harder now
Niggaz ringin they ass up in the wrong part of town
Better turn they car around
Rollin the window down (Eminem: Hey can we talk it out?)
(Hitt: NAH GET THE FUCK OUT!)
Johnny got a shotgun
and he ain't even strong enough to cock one
Fuck tryin to job hunt
Niggaz got AK's, niggaz is way crazier
than Dre was back in his N.W.A. days
Niggaz spray strays and shoot without lookin
Niggaz walk by and blast without leavin a footprint
I think the attitudes are twice as worst
It takes half the time to get your life reversed
Always tryin to play Rambo with they ammo
Make a nigga wanna stay in family mode
BANG BANG!! BANG BANG!!

Everywhere I go, all I ever seem to hear is
BANG BANG!! BANG BANG!!
No matter where I go, all I ever seem to see is
BANG BANG!! BANG BANG!!
Everywhere I go, all I ever seem to hear is
BANG BANG!! BANG BANG!!
No matter where I go, all I ever seem to see is
BANG BANG!!

(Knoc-turn'al)
Late nights is full of led that whistles as it goes by
Murder arrives, anytime
Bullets take flight when the fo'-five ignites
Some hearts skip a beat, some get blew out, and every light
put you in the site of youngsters with automatics
Bustin on shit to lay everything down even tourists and non-affiliates
These days, gun play is official with green lights on every block
Know the sign tells you too it's not best to stop
On every corner, Cali niggaz are dumpin
You'll be shakin your soul loose from the box at the coroner's
Makin death not so foreign to ya
Niggaz got Rugers and M-14's with enough,
ammo to leave an armored truck swiss cheese
I've learned to stay away from house parties
I've seen too many go and end up absent without leavin
Ain't no, warm welcomings, my eyes have witnessed the bend in on
Nights that don't sleep, and fireworks until dawn

Everywhere I go, all I ever seem to hear is
BANG BANG!! BANG BANG!!
No matter where I go, all I ever seem to see is
BANG BANG!! BANG BANG!!
Everywhere I go, all I ever seem to hear is
BANG BANG!! BANG BANG!!
No matter where I go, all I ever seem to see is
BANG BANG!!

(Hittman)
Now tell me - what the fuck is this man?
Niggaz doin brothers in worse than the Klan
Can't even stand, in front of your buildin and chill
without yieldin, twelve-year-old children that kill
blood spillin, thugs be illin, unnecessary slugs
fillin the sky, usually drillin the one
that wasn't willin to die, yes sir in the Killing Field
I got my, life preserver
And I'll do my time for murder, these niggaz got the nerve to
question me - bout the colors that I got on?
Now see that red dot on your knot
'Bout to get your whole crew shot on
A Soldier of Fortune, I'm the wrong nigga to plot on
Took him out on the spot before he even got on
my hitlist -- peep this
I cock back, you bow down
Bust round, bloody the ground, retaliation sounds like this

Everywhere I go, all I ever seem to hear is
BANG BANG!! BANG BANG!!
No matter where I go, all I ever seem to see is
BANG BANG!! BANG BANG!!
Everywhere I go, all I ever seem to hear is
BANG BANG!! BANG BANG!!
No matter where I go, all I ever seem to see is
BANG BANG!! BANG BANG!!
Everywhere I go, all I ever seem to hear is
BANG BANG!! BANG BANG!!
No matter where I go, all I ever seem to see is
BANG BANG!! BANG BANG!!
Everywhere I go, all I ever seem to hear is
BANG BANG!! BANG BANG!!
No matter where I go, all I ever seem to see is
BANG BANG!! BANG BANG!!"
8,B*Witched,Red Indian Girl,TRBBPTL128F42784B8,1999,"Met an old man. Miller his name
Met him on a dusty road
Got off the bus. Heard him singing
Sittin' in a rocking chair
I said where you been?
Tell me your story
I'm ready now lets begin
He said

Ooh ooh!
Red indian girl (red indian girl)
I've found her heart in so many places
Ooh ooh!
Red indian girl (red indian girl)
I've seen her smile in so many faces
(Her smile in the sun)
(And her eyes are the moon)

He talket and he talked
For so many hours
I listened to his every word
I sat at his feet and looked in his eyes
And I know what he meant
I tell you What he meant
He said

Ooh ooh!
Red indian girl (red indian girl)
I've found her heart in so many places
Ooh ooh!
Red indian girl (red indian girl)
I've seen her smile in so many faces
(Her smile in the sun)
(And her eyes are the moon)

(Come on, come on, come on)
(her smile is the sun, and her eyes are the moon)

Ooh ooh!
Red indian girl (red indian girl)
I've found her heart in so many places
Ooh ooh!
Red indian girl (red indian girl)
I've seen her smile in so many faces
(Her smile in the sun)
(And her eyes are the moon)

(Come on, Come on)

(Her smile is the sun)
(And her eyes are like the moon)"
9,Jill Phillips,Steel Bars (LP Version),TRTBQCW128E07853CF,1999,"So this is how it feels at the rock bottom of despair
When the house I built comes crashing down
And this is how it feels when I know the man that I say I am
Is not the man that I am when no one's around
This is how it feels to come alive again
And start fighting back to gain control
And this is how it feels to let freedom in
And break these chains that enslave my soul

CHORUS:
I refuse to be locked up in here like a prison cell
Where all I ever get is a meal and four walls
I used to be just fine in here but not anymore
Gonna break through these steel bars

So tell me how it feels when the tables start to turn
And you find yourself at the losing end
Tell me how it feels, you're not welcome here
'Cause I'm tired of pain and I'm tired of sin

CHORUS

I won't let you win
I have no doubt
I don't want you in
So get out, get out

CHORUS

I refuse to be locked up in here like a prison cell
Where all I ever get is a meal and four walls
I used to be just fine in here but not anymore
Gonna break through these steel bars"
