,Artist,Title,Track_id,Year,Lyrics
0,Bill Haley & His Comets,Thirteen Women (And Only One Man In Town),TREINEZ128F426ACD2,1954,"Last night I was dreamin'
Dreamed about the H-Bomb
Well the bomb-a went off and I was caught
I was the only man on the ground

There was-a thirteen women and only one man in town
Thirteen women and only one man in town
And as funny as it may be
The one and only man in town was me
With thirteen women and me the only man around

I had 2 gals every morning
Seein' that I was well fed
And believ-a you me, one sweetened my tea
While another one buttered my bread

Two gals gave me my money
Two gals made me my clothes
And another sweet thing bought me a diamond ring
About forty carats I suppose

Well, thirteen women and only one man in town
There was-a thirteen women and only one man in town
It was something I can't forget
Because I think of those thirteen women yet
Well-a thirteen women and only one man around

I had three gals dancin' the Mambo
Three gals ballin' the jack
And-a all-a the rest really did their best
Boy they sure were a lively pack

I thought I was in Heaven
And all of these angels were mine
But I woke up and I ended the dream
'Cause I had to get to work on time

Well-a thirteen women and only one man in town
There was-a thirteen women and only one man in town
No I can't tell where I've been
'Cause I kinda think that someday I'll go back again
To those thirteen women and me the only man around

Well-a thirteen women and me the only man around
Well-a thirteen women and me the only man around"
1,Cab Calloway,Minnie the moocher,TRCQCQH128F932E707,1954,"Folks, here's a story 'bout Minnie the Moocher
She was a red hot hoochie-coocher
She was the roughest toughest frail
But Minnie had a heart as big as a whale

Hi de hi de hi de hi
Ho de ho de ho de ho
Hee de hee de hee de hee
Ho oo waooo waoooo

She messed around with a bloke named Smokey
She loved him though he was cokey
He took her down to Chinatown and showed her
How to kick the gong around

Hi-de-hi-de-hi-de-hi
Ho-whooooaaaa-ahhhh-ohh
He-de-he-de-hee-de-he
Ho-oh-ho-oh

She had a dream about the king of Sweden
He gave her things, that she was needin'
He gave her a home built of gold and steel
A diamond car, with the puh-latinum wheels

Hi-de-hi-de-hi-de-hi-de-hi-de-hi-de-hi
Ho-de-ho-de-ho-de-ho-de-ho-de-oh
Skeedle-a-booka-diki biki skeedly beeka gookity woop
A-booriki-booriki-booriki Hoy

He gave her his town house and his racing horses
Each meal she ate was a dozen courses
She had a million dollars in nickels and dimes
She sat around and counted it all a million times

Hi-de-hi-de-hi-de-hi
Ho-oh-whoaa-oh-oh-whoa
He-de-he-de-hee-de-hee

Poor Min! Poor Min! Poo-oor Min"
2,Elmore James,Hand In Hand,TRMFCZM128F92E32FC,1954,"Well, I lost my baby
She just wouldn't treat me right
Well, I lost my baby
She just wouldn't treat me right

She has spent all my money
And she didn't come home 'til night
I love my baby, I can't get her to understand
I love my baby, I can't get her to understand
She leaves me early in the mornin'
She goes out with some other man

Every time I see my, baby
Walkin' down the street with some other man
Every time I see my, baby
Walkin' down the street with some other man
It used to be your cousin
But now you're runnin' hand in hand"
3,Elvis Presley,I Don't Care If The Sun Don't Shine,TRWRPDP128F92D59D3,1954,"Well, I don't care if the sun don't shine.
I get my lovin' in the evening time
When I'm with my baby.

Well, it ain't no fun with the sun around.
I get going when the sun goes down
And I'm with my baby.

Well, that's when we're gonna kiss and kiss and kiss and kiss,
And we're gonna kiss some more.
Who cares how many times we kiss,
'Cause at a time like this, who keeps score?

Well, I don't care if the sun don't shine
I get my loving in the evening time
When I meet my baby.

Well, that's when we're gonna kiss and kiss and kiss and kiss,
And we're gonna kiss some more.
Who cares how many times we kiss,
'Cause at a time like this, who keeps score?

Well, I don't care if the sun don't shine
I get my loving in the evening time
When I meet my baby.

And it don't matter if it's sleet or snow,
The drive-in's cozy when the lights are low
And I'm with my baby.

Makes no difference if the rain comes down
I don't notice when she's around.
Oh boy, what a baby.

Well, that's when we're gonna kiss and kiss and kiss and kiss and
We're gonna kiss some more.
Well, one kiss from my baby doll 
Makes me hot-
More more more more.

Well, I don't care if the sun don't shine
I get my loving in the evening time
When I'm with my baby.

Well, that's when we're gonna kiss and kiss and kiss and kiss and
We're gonna kiss some more.
Well, one kiss from my baby doll 
Makes me hot-
More more more more.

Well, I don't care if the sun don't shine
I get my loving in the evening time
When I'm with my baby."
4,Elvis Presley,That's All Right,TRGVOUG128F4288E59,1954,"Well, that's all right, mama
That's all right with you
That's all right, mama, just anyway you do
Well, that's all right, that's all right
That's all right now, mama, anyway you do

Well, Mama, she done told me
Papa done told me too
Son, that gal your foolin' with
She ain't no good for you
But that's all right, that's all right
That's all right now, mama, anyway you do

I'm leaving town, baby
I'm leaving town for sure
Well, then you won't be bothered 
With me hanging 'round your door
Well, that's all right, that's all right
That's all right now, mama, anyway you do

Ah da-da dee dee dee-dee
Dee dee dee-dee, dee dee dee-dee
I need your lovin', that's all right
That's all right now, mama, anyway you do"
5,Elvis Presley,Blue Moon Of Kentucky,TRIVUMS128F9325D8E,1954,"Blue moon, blue moon, blue moon,
Keep shining bright.
Blue moon, keep on shining bright,
You're gonna bring me back my baby tonight,
Blue moon, keep shining bright.

I said blue moon of Kentucky
Keep on shining,
Shine on the one that's gone and left me blue.
I said blue moon of Kentucky
Keep on shining,
Shine on the one that's gone and left me blue.

Well, it was on one moonlight night,
Stars shining bright,
Whispered on high
Love said good-bye.

Blue moon of Kentucky
Keep on shining.
Shine on the one that's gone and left me blue.

Well, I said blue moon of Kentucky
Just keep on shining.
Shine on the one that's gone and left me blue. 
I said blue moon of Kentucky
Keep on shining.
Shine on the one that's gone and left me blue.

Well, it was on one moonlight night,
Stars shining bright,
Whispered on high
Love said good-bye.

Blue moon of Kentucky
Keep on shining.
Shine on the one that's gone and left me blue."
6,Elvis Presley,Good Rockin' Tonight,TRPHFPU12903C9F481,1954,"Well, I heard the news
There's good rockin' tonight.
Well, I heard the news
There's good rockin' tonight.

I'm gonna hold my baby
As tight as I can.
Tonight she'll know
I'm a mighty, mighty man.
I heard the news,
There's good rockin' tonight.

I say, well, meet me in a hurry
Behind the barn,
Don't you be afraid, darling,
I'll do you no harm
I want you to bring
Along my rockin' shoes,
'Cause tonight I'm gonna rock away
All my blues.
I heard the news,
There's good rockin' tonight.

Well, we're gonna rock. We're gonna rock.
Let's rock. Come on and rock.
We're gonna rock all our blues away.

Have you heard the news?
Everybody's rockin' tonight.
Have you heard the news?
Everybody's rockin' tonight.

I'm gonna hold my baby
As tight as I can,
Well, tonight she'll know
I'm a mighty, mighty man.
I heard the news,
There's good rockin' tonight.

Well, we're gonna rock, rock, rock,
Come on and rock, rock, rock,
Well, rock, rock, rock, rock,
Let's rock, rock, rock, rock,
We're gonna rock all our blues away."
7,Frank Sinatra,Young at heart,TRHRCON128F92EEA99,1954,"Fairy tales can come true
It can happen to you
If you're young at heart

For it's hard you will find
To be narrow of mind
If you're young at heart

You can go to extremes
With impossible schemes
You can laugh when your dreams
Fall apart at the seams

And life gets more exciting
with each passing day
And love is either in your heart
Or on it's way

Don't you know that it's worth
Every treasure on earth
To be young at heart

For as rich as you are
It's much better by far
To be young at heart

And if you should survive to 105
Look at all you'll derive
Out of being alive

And here is the best part
You've had a head start
If you are among the very
Young at heart

And if you should survive to 105
Think of all you'll derive
Out of being alive

And here is the best part
You've had a head start
If you are among the very
Young at heart..."
8,Frank Sinatra,Violets For Your Furs,TRHIKIR128F422A359,1954,"It was winter in Manhattan, falling snow flakes filled the air,
The streets were covered with a film of ice,
But a little simple magic that I learned about somewhere,
Changed the weather all around, just within a thrice.
I bought you violets for your furs and it was spring for a while, remember?
I bought you violets for your furs and there was April in that December.
The snow drifted down and the flowers, and that is where it lay.
The snow looked like dew and the blossoms as on a summer day.
I bought you violets for your furs and there was blue in the wintry sky,
You pinned my violets to your furs and gave a lift to the crowds passing by,
You smiled at me so sweetly, since then one thought occurs,
That we fell in love completely, the day I bought you violets for your furs."
9,Frank Sinatra,The Girl Next Door,TRBGCTC12903D0C1E2,1954,"The moment I saw her smile
I knew she was just my style
My only regret
Is we've never met
For I dream of her all the while

But she doesn't know I exist
No matter how I may persist
So its clear to see 
There's no hope for me
Though I live 5135 Kenningston Avenue
And She lives at 5133

How can I ignore the Girl Next Door
I love Her more than I can say
Doesn't try to please me
Doesn't even tease me
And She never sees me glance Her way
And though I'm heart-sore 

The Girl Next Door
Affection for me
Wont display
I just adore Her
So I cant ignore Her
The Girl Next Door

(orchestra)

The Girl Next Door"
