,Artist,Title,Track_id,Year,Lyrics
0,Shangri Las,Give Us Your Blessings,TRJBICQ128F932EABD,1965,"Run, run, run
Mary, run, run, run
Jimmy, run, run, run
Mary, run, run, run

Mary and Jimmy were both very young
But as much in love
As two people could be
And all they wanted
Was to share that love eternally

They went to their folks they told them
That someday soon they'd be wed
Their folks just laughed
And called them kids
So Mary said

Give us your blessing
Please don't make us run away
Give us your blessing
Say you'll be there on our wedding day

They wouldn't have laughed at Mary
If they could have seen through the door
But Jimmy was waiting in the car
While Mary begged once more

Give us your blessing
Please don't make us run away
Give us your blessing
Say you'll be there on our wedding day

Well as they drove off they were crying
And nobody knows for sure
That, that's why they didn't see the sign
That road detour

The next day they found them
Mary and Jimmy were dead
And as their folks
Knelt beside them in the rain
They couldn't help but hear
The last words that Mary and Jimmy had said

Give us your blessing
Please don't make us run away
Give us your blessing
Say you'll be there on our wedding day

Run, run, run
Mary, run, run, run
Jimmy, run, run, run
Mary, run, run, run"
1,Dusty Springfield,Packin' Up,TRKINTI128F14637FB,1965,"So if I give up (yes, I'm packin' up)
Movin' out of the town (movin' out of the town)
Packin' up (yes, I'm packin' up)
Movin' out of the town (movin' out of the town)
I'm not chained and I'm no longer bound

Said if I get up (yes, I'm packin' up)
Movin' out of the town (movin' out of town)
Oh yeah (yes, I'm packin' up)
Movin' out of the town (movin' out of the town)
I'm not chained and I'm no longer bound

My suitcase's ready
My clothes are too
And these are the things
You took me through

My friends told me
All about you
That men are evil
The things you do
And I keep on (I'm not chained and I'm no longer bound)

And then I'm packin' (yes, I'm packin' up)
Movin' out of the town (movin' out of the town)
Oh yeah (yes, I'm packin' up)
Movin' out of the town (movin' out of the town)
I'm not chained and I'm no longer bound

Now that I'm gone
Just look at me
I'm looking better than
Any girl you see

I've gotta brand new clothes
I gotta diamond ring
I gotta brand new man
He give me everything
So keep on (I'm not chained and I'm no longer bound)

And then I'm movin' (movin' movin')
Oh, movin' (movin' movin')
And I gotta move (movin' movin')
And I wanna move (movin' movin')
Oh yeah (movin' movin')
And I gotta move (movin' movin')
And I gotta move (movin' movin')
And I gotta move (movin' movin')
Start packin' up (movin' movin')
Start packin' up (movin' movin')
Start packin' up (movin' movin')
Movin' out of town (movin' movin')
Alright (movin' movin')
Yeah, yeah (movin' movin')
Start packin' up (movin' movin')"
2,Fontella Bass,Rescue Me,TRVJYRX12903CBCA51,1965,"Rescue me
Or take me in your arms
Rescue me
I want your tender charms
Cause I'ma lonely and
I'm blue
I need you
And your love too
C'mon and rescue me
C'mon baby and rescue me
C'mon baby and rescue me
Cause I need you, by my side
Can't you see that I'm lonely?
Rescue me
C'mon and take my heart
Take your love and conquer every part
Cause imma lonely and I'm blue
I need you
And your love too
C'mon and rescue me
C'mon baby and rescue me
C'mon baby and rescue me
Cause I need ja need ja by my side
Can't you see that I'm lonely?
Rescue me
Or take me in your arms
Rescue me
I want your tender charms
Cause I'm a lonely and blue
I need you
And your love too
C'mon on and rescue me
C'mon baby
Take me baby
Hold me baby
Love me baby
Can't you see that I need you baby?
Can't you see that I'm lonely?
Rescue me
C'mon and take my hand
C'mon baby and be my man
Cause I love you
Cause I want you
Can't you see that I'm lonely?
Mhm, mhm, mhm, mhm
Take me baby, (take me baby)
Love me baby, (love me baby)
Need me baby, (need me baby)
Mhm, mhm, mhm
Can't you see that I'm lonely baby?
Rescue me
Rescue me
Mhm, mhm, mhm"
3,Buffy Sainte-Marie,Johnny Be Fair,TRBXUYO128F92FAF16,1965,"Well, Johnny be fair and Johnny be fine and wants me for to wed 
And I would marry Johnny, but my father up and said 
I'm sad to tell you daughter what your mother never knew 
But Johnny is a son of mine and so he's kin to you 

Well, Jimmy be fair and Jimmy be fine and wants me for to wed 
And I would marry Jimmy, but my father up and said 
I'm sad to tell you daughter what your mother never knew 
But Jimmy, too, is a son of mine and so he's kin to you 

Well, Billy be fair and Billy be fine and wants me for to wed 
And I would marry Billy, but my father up and said 
I'm sad to tell you daughter what your mother never knew 
But Billy, too, is a son of mine and so he's kin to you 

You never seen a girl so sad and sorry as I was 
The boys in town are all my kin and my father is the pa 
If this continue I shall die a single miss 
So I'll go to mother and complain to her of this 

Oh daughter, haven't I taught you to forgive and to forget 
Even if this all is true, still you needn't fret 
Your father may be father to all the boys in town, still 
He's not the one who sired you, so marry who you will"
4,Son House,Pearline,TRSJXGK128F427E840,1965,"Mmmm, Pearline, Pearline
Yeah oh Pearline
Matter with you?
Don't care what I do

Mmmmm, mmmm, mmmmm, mmmmmm

Love you Pearline
Love you Pearline
I love you Pearline

Mmmmm, mmmm, mmmmm, yeah"
5,Otis Redding,For Your Precious Love,TRVVBQD12903CAF5ED,1965,"For your precious love means more to me
Than any love could ever be
For when I wanted you I was so lonely and so blue
For that's what love will do

Darling, I'm so surprised,
Oh, when I first realized
That you were fooling me
Darling, they say that our love won't grow
I just want to tell them that they don't know
For as long as you, long as you are loving me
Our love will grow wider, deeper than any sea
And all the things in the world, in this whole wide world
Is just that you would say that you'd be my girl

(Wanting you) Wanting you,
(I'm lonely and blue) Whoa, lonely
That's what love will do

For your precious love means more to me
Than any love could ever be
For when I, I wanted you I was so lonely and so blue
That's what love will do"
6,Phil Ochs,I Ain't Marching Anymore (Alternate Version),TRYOFPH128F1473B1E,1965,"Oh, I marched to the battle of New Orleans,
At the end of the early British wars.
The young land started growing,
The young blood started flowing.
But I ain't a-marching anymore!

Oh I killed my share of Injuns in a thousand different fights,
I was there at the Little Big Horn.
I heard many men a-lying,
I saw many more a-dying.
But I ain't a-marching anymore!

It's always the old to lead us to the wars,
Always the young to fall.
Now look at what we've won with a saber and a gun.
Tell me is it worth it all?

For I stole California from the Mexican land,
Fought in the bloody Civil War.
Yes, I even killed my brothers,
And so many others.
But I ain't a-marching anymore!

For I marched to the battle of the German trench,
In a war that was bound to end all wars.
Oh I must have killed a million men,
And now they want me back again.
But I ain't a-marching anymore!

It's always the old to lead us to the wars,
Always the young to fall.
Now look at what we've won with a saber and a gun.
Tell me is it worth it all?

For I flew the final mission in the Japanese sky,
Set off the mighty mushroom roar.
But I saw the cities burnin',
And I knew that I was learnin',
That I ain't a-marching anymore!

Now the labor leader's screamin' when they closed the missile plant,
United Fruit screams at the Cuban shore.
Call it peace or call it treason,
Call it love or call it reason.
But I ain't a-marching anymore!
I ain't a-marching anymore!"
7,Smokey Robinson & The Miracles,My Girl Has Gone,TRKPZAC128E079429B,1965,"When you were mine I loved you so much
A got a thrill from your every touch
You went away with somebody else
Now all I can say to comfort myself

Is that my girl has gone and said goodbye
Don't you cry, hold your head up high
Don't give up, give love one more try
'Cause there's a right girl for every guy

Baby, all your love wasn't right for me
Good for another it well may be
Some girls just weren't made for some guys
Now I've got to make myself realize

That my girl has gone (yes she has)
And said goodbye (I tell myself that)
Don't you cry, hold your head up high
(Keep on trying)
Don't give up, give love one more try
(Believe me now)
There's a right girl for every guy, oh yeah

I've got the feelin'
Yeah, yeah, yeah, yeah baby

Now happiness and all the best
That's all that I wish for you, oh yeah
Don't be like me in misery
I'm feelin' so sad and blue
I said I'm sad and I'm blue, oh yeah
Sad and I'm blue, I said I'm sad and I'm blue

Because my girl has gone
And said goodbye (and I tell myself)
Don't you cry, hold your head up high
(Keep on trying)
Don't give up, give love one more try
(Believe me now)
There's a right girl for every guy, oh yeah

(And I can't go on if I hear you say)
Girl has gone (yes you can) and said goodbye
(And I start to cry, I say)
Don't you cry, hold your head up high
(Ooowweeee! )
Don't give up, give love one more try
(One time now)
There's a right girl for every guy, oh yeah

Sing it slow now children..."
8,Otis Redding,It's Too Late,TRQXTXV128F4276278,1965,"Wished i had told her
Ooh she was my only one
But it's too late, it's too late
She's gone

It's too late, she's gone now
I know she's gone now
It's too late, my baby's gone now
I need her loving
Oh more than anyone ooh
But it's too late, i know it's too late
She's gone

It's a weak man that cry now
So I guess I better
Guess I better dry my weeping eyes now
I need her loving
More than anyone oh
But it's too late
It seems like it's too late
She's gone

She's gone, my baby's gone,
She's gone, oh my baby, she's gone
She's gone, my baby's she's gone
But where can, where can my my baby be

Lord, I wonder sometimes
Does she really know
Does she really know
Does she really know when she left me
Oh it hurt little heart so now
I need your loving
Please don't make me wait
Lord, but it's too late, it's too late
She's gone
I need your loving
Oh more than anyone
Don't let it be too late
No, don't let it be too late
But she's gone

Wished I had told her
Ooh she was my only one
Ooh but it's too late
I know it's to late
She's gone
Wished I had told her
Oh she was the only one..."
9,Bert Jansch,Strolling Down The Highway,TRHMQAO128F9328C24,1965,"Strolling down the highway
I'm gonna to get there my way
Dusk 'till dawn I'm walking
Can you hear my guitar rockin'?
While I stroll on down, on down the highway

People think I'm a crazy
But lord above ain't lazy
The sun shines all day long
The garlic's far too strong
While I stroll on down, on down the highway

While I stroll on down, on down the highway

The cars won't stop for no one
They'd all think your just a rollin' bum
They think you are a spy
Gonna shoot them as a they go by
No, the cars they won't stop, won't stop for no one

Strolling down the highway
I'm gonna to get there my way
Dusk 'till dawn I'm walking
Can you hear my guitar rockin'?
While I stroll on down, on down the highway"
